condition,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
on,94,9,TIMEOUT,0,11,0
on,95,0,PARTNER_RESCUED,1,2,0
on,95,1,TIMEOUT,0,3,0
on,95,2,TIMEOUT,0,4,2
on,95,3,TIMEOUT,0,5,1
on,95,4,TIMEOUT,0,6,1
on,95,5,TIMEOUT,0,7,2
on,95,6,TIMEOUT,0,8,2
on,95,7,TIMEOUT,0,9,2
on,95,8,TIMEOUT,0,10,0
on,95,9,TIMEOUT,0,11,2
on,96,0,TIMEOUT,0,2,1
on,96,1,TIMEOUT,0,3,1
on,96,2,TIMEOUT,0,4,2
on,96,3,TIMEOUT,0,5,0
on,96,4,TIMEOUT,0,6,1
on,96,5,TIMEOUT,0,7,1
on,96,6,TIMEOUT,0,8,0
on,96,7,TIMEOUT,0,9,1
on,96,8,TIMEOUT,0,10,0
on,96,9,TIMEOUT,0,11,1
on,97,0,TIMEOUT,0,2,1
on,97,1,PARTNER_RESCUED,1,3,0
on,97,2,TIMEOUT,0,4,2
on,97,3,TIMEOUT,0,5,0
on,97,4,RESOURCE_TAKEN,0,6,0
on,97,5,PARTNER_RESCUED,1,7,0
on,97,6,PARTNER_RESCUED,1,8,0
on,97,7,TIMEOUT,0,9,1
on,97,8,TIMEOUT,0,10,1
on,97,9,TIMEOUT,0,11,2
on,98,0,PARTNER_RESCUED,1,2,0
on,98,1,TIMEOUT,0,3,0
on,98,2,TIMEOUT,0,4,2
on,98,3,TIMEOUT,0,5,0
on,98,4,TIMEOUT,0,6,2
on,98,5,TIMEOUT,0,7,2
on,98,6,RESOURCE_TAKEN,0,8,1
on,98,7,PARTNER_RESCUED,1,9,0
on,98,8,PARTNER_RESCUED,1,10,0
on,98,9,TIMEOUT,0,11,2
on,99,0,PARTNER_RESCUED,1,2,0
on,99,1,PARTNER_RESCUED,1,3,0
on,99,2,TIMEOUT,0,4,1
on,99,3,TIMEOUT,0,5,2
on,99,4,TIMEOUT,0,6,0
on,99,5,TIMEOUT,0,7,2
on,99,6,TIMEOUT,0,8,1
on,99,7,TIMEOUT,0,9,1
on,99,8,TIMEOUT,0,10,2
on,99,9,TIMEOUT,0,11,0
