kappa,agent_id,episode_idx,outcome,steps_used,target_switches,n_memories
1.0,39,9,PARTNER_RESCUED,7,0,11
1.0,40,0,PARTNER_RESCUED,7,0,2
1.0,40,1,TIMEOUT,12,0,3
1.0,40,2,TIMEOUT,12,1,4
1.0,40,3,TIMEOUT,12,0,5
1.0,40,4,TIMEOUT,12,2,6
1.0,40,5,TIMEOUT,12,2,7
1.0,40,6,RESOURCE_TAKEN,12,0,8
1.0,40,7,PARTNER_RESCUED,7,0,9
1.0,40,8,PARTNER_RESCUED,6,0,10
1.0,40,9,TIMEOUT,12,0,11
1.0,41,0,PARTNER_RESCUED,6,0,2
1.0,41,1,TIMEOUT,12,1,3
1.0,41,2,TIMEOUT,12,2,4
1.0,41,3,TIMEOUT,12,0,5
1.0,41,4,RESOURCE_TAKEN,11,0,6
1.0,41,5,PARTNER_RESCUED,6,0,7
1.0,41,6,TIMEOUT,12,1,8
1.0,41,7,TIMEOUT,12,0,9
1.0,41,8,TIMEOUT,12,0,10
1.0,41,9,TIMEOUT,12,1,11
1.0,42,0,TIMEOUT,12,1,2
1.0,42,1,TIMEOUT,12,1,3
1.0,42,2,TIMEOUT,12,1,4
1.0,42,3,TIMEOUT,12,0,5
1.0,42,4,TIMEOUT,12,1,6
1.0,42,5,TIMEOUT,12,1,7
1.0,42,6,RESOURCE_TAKEN,12,0,8
1.0,42,7,PARTNER_RESCUED,7,0,9
1.0,42,8,PARTNER_RESCUED,7,0,10
1.0,42,9,TIMEOUT,12,1,11
1.0,43,0,PARTNER_RESCUED,6,0,2
1.0,43,1,PARTNER_RESCUED,7,0,3
1.0,43,2,PARTNER_RESCUED,7,0,4
1.0,43,3,TIMEOUT,12,1,5
1.0,43,4,TIMEOUT,12,0,6
1.0,43,5,RESOURCE_TAKEN,12,0,7
1.0,43,6,PARTNER_RESCUED,6,0,8
1.0,43,7,TIMEOUT,12,1,9
1.0,43,8,TIMEOUT,12,1,10
1.0,43,9,TIMEOUT,12,0,11
1.0,44,0,PARTNER_RESCUED,7,0,2
1.0,44,1,TIMEOUT,12,0,3
1.0,44,2,TIMEOUT,12,0,4
1.0,44,3,TIMEOUT,12,2,5
1.0,44,4,TIMEOUT,12,0,6
1.0,44,5,TIMEOUT,12,2,7
1.0,44,6,TIMEOUT,12,3,8
1.0,44,7,TIMEOUT,12,0,9
1.0,44,8,TIMEOUT,12,1,10
1.0,44,9,TIMEOUT,12,0,11
1.0,45,0,PARTNER_RESCUED,7,0,2
1.0,45,1,TIMEOUT,12,0,3
1.0,45,2,PARTNER_DEAD,10,0,4
1.0,45,3,PARTNER_RESCUED,7,0,5
1.0,45,4,TIMEOUT,12,0,6
1.0,45,5,PARTNER_RESCUED,7,0,7
1.0,45,6,PARTNER_DEAD,8,0,8
1.0,45,7,PARTNER_RESCUED,6,0,9
1.0,45,8,TIMEOUT,12,1,10
1.0,45,9,TIMEOUT,12,1,11
1.0,46,0,PARTNER_RESCUED,6,0,2
1.0,46,1,TIMEOUT,12,2,3
1.0,46,2,TIMEOUT,12,2,4
1.0,46,3,TIMEOUT,12,2,5
1.0,46,4,TIMEOUT,12,2,6
1.0,46,5,TIMEOUT,12,2,7
1.0,46,6,TIMEOUT,12,0,8
1.0,46,7,TIMEOUT,12,0,9
1.0,46,8,TIMEOUT,12,1,10
1.0,46,9,TIMEOUT,12,2,11
1.0,47,0,PARTNER_RESCUED,6,0,2
1.0,47,1,TIMEOUT,12,1,3
1.0,47,2,TIMEOUT,12,1,4
1.0,47,3,TIMEOUT,12,0,5
1.0,47,4,TIMEOUT,12,0,6
1.0,47,5,TIMEOUT,12,0,7
1.0,47,6,RESOURCE_TAKEN,12,0,8
1.0,47,7,PARTNER_RESCUED,7,0,9
1.0,47,8,PARTNER_RESCUED,6,0,10
1.0,47,9,PARTNER_RESCUED,6,0,11
1.0,48,0,PARTNER_RESCUED,6,0,2
1.0,48,1,TIMEOUT,12,0,3
1.0,48,2,TIMEOUT,12,0,4
1.0,48,3,TIMEOUT,12,3,5
1.0,48,4,RESOURCE_TAKEN,12,0,6
1.0,48,5,PARTNER_RESCUED,7,0,7
1.0,48,6,PARTNER_RESCUED,7,0,8
1.0,48,7,PARTNER_RESCUED,6,0,9
1.0,48,8,TIMEOUT,12,1,10
1.0,48,9,TIMEOUT,12,1,11
1.0,49,0,PARTNER_RESCUED,7,0,2
1.0,49,1,PARTNER_RESCUED,6,0,3
1.0,49,2,TIMEOUT,12,2,4
1.0,49,3,TIMEOUT,12,0,5
1.0,49,4,TIMEOUT,12,2,6
1.0,49,5,RESOURCE_TAKEN,9,1,7
1.0,49,6,TIMEOUT,12,1,8
1.0,49,7,PARTNER_RESCUED,6,0,9
1.0,49,8,TIMEOUT,12,1,10
1.0,49,9,TIMEOUT,12,1,11
1.0,50,0,PARTNER_RESCUED,7,0,2
1.0,50,1,TIMEOUT,12,0,3
1.0,50,2,PARTNER_RESCUED,6,0,4
1.0,50,3,TIMEOUT,12,2,5
1.0,50,4,TIMEOUT,12,1,6
1.0,50,5,TIMEOUT,12,1,7
1.0,50,6,TIMEOUT,12,3,8
1.0,50,7,TIMEOUT,12,0,9
1.0,50,8,TIMEOUT,12,1,10
1.0,50,9,TIMEOUT,12,1,11
1.0,51,0,TIMEOUT,12,0,2
1.0,51,1,TIMEOUT,12,2,3
1.0,51,2,TIMEOUT,12,2,4
1.0,51,3,TIMEOUT,12,1,5
1.0,51,4,TIMEOUT,12,2,6
1.0,51,5,TIMEOUT,12,0,7
1.0,51,6,TIMEOUT,12,0,8
1.0,51,7,TIMEOUT,12,2,9
1.0,51,8,TIMEOUT,12,0,10
1.0,51,9,TIMEOUT,12,2,11
1.0,52,0,PARTNER_RESCUED,6,0,2
1.0,52,1,TIMEOUT,12,1,3
1.0,52,2,TIMEOUT,12,0,4
1.0,52,3,TIMEOUT,12,2,5
1.0,52,4,TIMEOUT,12,1,6
1.0,52,5,RESOURCE_TAKEN,9,0,7
1.0,52,6,PARTNER_RESCUED,6,0,8
1.0,52,7,PARTNER_RESCUED,6,0,9
1.0,52,8,PARTNER_RESCUED,7,0,10
1.0,52,9,TIMEOUT,12,2,11
1.0,53,0,PARTNER_RESCUED,6,0,2
1.0,53,1,PARTNER_RESCUED,7,0,3
1.0,53,2,TIMEOUT,12,2,4
1.0,53,3,TIMEOUT,12,1,5
1.0,53,4,TIMEOUT,12,1,6
1.0,53,5,TIMEOUT,12,3,7
1.0,53,6,TIMEOUT,12,2,8
1.0,53,7,TIMEOUT,12,3,9
1.0,53,8,TIMEOUT,12,0,10
1.0,53,9,TIMEOUT,12,1,11
1.0,54,0,PARTNER_RESCUED,6,0,2
1.0,54,1,PARTNER_DEAD,8,0,3
1.0,54,2,PARTNER_RESCUED,6,0,4
1.0,54,3,PARTNER_RESCUED,6,0,5
1.0,54,4,PARTNER_RESCUED,6,0,6
1.0,54,5,TIMEOUT,12,0,7
1.0,54,6,TIMEOUT,12,0,8
1.0,54,7,TIMEOUT,12,0,9
1.0,54,8,TIMEOUT,12,2,10
1.0,54,9,TIMEOUT,12,2,11
1.0,55,0,PARTNER_RESCUED,6,0,2
1.0,55,1,TIMEOUT,12,0,3
1.0,55,2,TIMEOUT,12,0,4
1.0,55,3,RESOURCE_TAKEN,12,0,5
1.0,55,4,PARTNER_RESCUED,6,0,6
1.0,55,5,PARTNER_RESCUED,6,0,7
1.0,55,6,PARTNER_RESCUED,6,0,8
1.0,55,7,TIMEOUT,12,1,9
1.0,55,8,TIMEOUT,12,2,10
1.0,55,9,TIMEOUT,12,3,11
1.0,56,0,TIMEOUT,12,1,2
1.0,56,1,TIMEOUT,12,1,3
1.0,56,2,TIMEOUT,12,1,4
1.0,56,3,TIMEOUT,12,0,5
1.0,56,4,TIMEOUT,12,0,6
1.0,56,5,RESOURCE_TAKEN,10,0,7
1.0,56,6,PARTNER_RESCUED,6,0,8
1.0,56,7,PARTNER_RESCUED,6,0,9
1.0,56,8,TIMEOUT,12,1,10
1.0,56,9,TIMEOUT,12,1,11
1.0,57,0,PARTNER_RESCUED,6,0,2
1.0,57,1,TIMEOUT,12,1,3
1.0,57,2,TIMEOUT,12,1,4
1.0,57,3,TIMEOUT,12,0,5
1.0,57,4,TIMEOUT,12,2,6
1.0,57,5,TIMEOUT,12,2,7
1.0,57,6,TIMEOUT,12,1,8
1.0,57,7,TIMEOUT,12,0,9
1.0,57,8,TIMEOUT,12,1,10
1.0,57,9,PARTNER_RESCUED,7,0,11
1.0,58,0,PARTNER_RESCUED,6,0,2
1.0,58,1,TIMEOUT,12,1,3
1.0,58,2,TIMEOUT,12,1,4
1.0,58,3,TIMEOUT,12,2,5
1.0,58,4,RESOURCE_TAKEN,10,0,6
1.0,58,5,PARTNER_RESCUED,6,0,7
1.0,58,6,TIMEOUT,12,1,8
1.0,58,7,PARTNER_RESCUED,6,0,9
1.0,58,8,TIMEOUT,12,0,10
1.0,58,9,TIMEOUT,12,0,11
1.0,59,0,PARTNER_RESCUED,6,0,2
1.0,59,1,PARTNER_RESCUED,7,0,3
1.0,59,2,TIMEOUT,12,1,4
1.0,59,3,TIMEOUT,12,0,5
1.0,59,4,TIMEOUT,12,0,6
1.0,59,5,TIMEOUT,12,0,7
1.0,59,6,TIMEOUT,12,0,8
1.0,59,7,RESOURCE_TAKEN,12,0,9
1.0,59,8,PARTNER_RESCUED,7,0,10
1.0,59,9,TIMEOUT,12,2,11
1.0,60,0,PARTNER_RESCUED,6,0,2
1.0,60,1,TIMEOUT,12,1,3
1.0,60,2,TIMEOUT,12,2,4
1.0,60,3,TIMEOUT,12,0,5
1.0,60,4,TIMEOUT,12,0,6
1.0,60,5,TIMEOUT,12,1,7
1.0,60,6,TIMEOUT,12,2,8
1.0,60,7,TIMEOUT,12,2,9
1.0,60,8,RESOURCE_TAKEN,10,0,10
1.0,60,9,PARTNER_RESCUED,7,0,11
1.0,61,0,PARTNER_RESCUED,7,0,2
1.0,61,1,TIMEOUT,12,0,3
1.0,61,2,TIMEOUT,12,0,4
1.0,61,3,TIMEOUT,12,2,5
1.0,61,4,TIMEOUT,12,0,6
1.0,61,5,TIMEOUT,12,2,7
1.0,61,6,TIMEOUT,12,1,8
1.0,61,7,TIMEOUT,12,0,9
1.0,61,8,TIMEOUT,12,0,10
1.0,61,9,TIMEOUT,12,0,11
1.0,62,0,PARTNER_RESCUED,7,0,2
1.0,62,1,TIMEOUT,12,1,3
1.0,62,2,TIMEOUT,12,1,4
1.0,62,3,TIMEOUT,12,2,5
1.0,62,4,TIMEOUT,12,0,6
1.0,62,5,RESOURCE_TAKEN,12,1,7
1.0,62,6,PARTNER_RESCUED,6,0,8
1.0,62,7,TIMEOUT,12,2,9
1.0,62,8,TIMEOUT,12,1,10
1.0,62,9,TIMEOUT,12,2,11
1.0,63,0,PARTNER_RESCUED,7,0,2
1.0,63,1,PARTNER_RESCUED,6,0,3
1.0,63,2,PARTNER_RESCUED,7,0,4
1.0,63,3,TIMEOUT,12,1,5
1.0,63,4,TIMEOUT,12,0,6
1.0,63,5,TIMEOUT,12,2,7
1.0,63,6,TIMEOUT,12,0,8
1.0,63,7,TIMEOUT,12,0,9
1.0,63,8,TIMEOUT,12,1,10
1.0,63,9,TIMEOUT,12,0,11
1.0,64,0,PARTNER_RESCUED,6,0,2
1.0,64,1,PARTNER_RESCUED,6,0,3
1.0,64,2,TIMEOUT,12,1,4
1.0,64,3,TIMEOUT,12,2,5
1.0,64,4,TIMEOUT,12,0,6
1.0,64,5,TIMEOUT,12,3,7
1.0,64,6,TIMEOUT,12,2,8
1.0,64,7,TIMEOUT,12,1,9
1.0,64,8,TIMEOUT,12,0,10
1.0,64,9,TIMEOUT,12,2,11
1.0,65,0,PARTNER_DEAD,8,1,2
1.0,65,1,PARTNER_RESCUED,6,0,3
1.0,65,2,TIMEOUT,12,0,4
1.0,65,3,TIMEOUT,12,0,5
1.0,65,4,TIMEOUT,12,0,6
1.0,65,5,TIMEOUT,12,0,7
1.0,65,6,RESOURCE_TAKEN,11,0,8
1.0,65,7,TIMEOUT,12,0,9
1.0,65,8,TIMEOUT,12,1,10
1.0,65,9,TIMEOUT,12,0,11
1.0,66,0,PARTNER_RESCUED,7,0,2
1.0,66,1,TIMEOUT,12,1,3
1.0,66,2,TIMEOUT,12,1,4
1.0,66,3,TIMEOUT,12,0,5
1.0,66,4,TIMEOUT,12,2,6
1.0,66,5,TIMEOUT,12,1,7
1.0,66,6,RESOURCE_TAKEN,12,1,8
1.0,66,7,PARTNER_RESCUED,7,0,9
1.0,66,8,PARTNER_RESCUED,6,0,10
1.0,66,9,TIMEOUT,12,0,11
1.0,67,0,PARTNER_RESCUED,6,0,2
1.0,67,1,TIMEOUT,12,0,3
1.0,67,2,TIMEOUT,12,0,4
1.0,67,3,TIMEOUT,12,1,5
1.0,67,4,RESOURCE_TAKEN,11,0,6
1.0,67,5,PARTNER_RESCUED,6,0,7
1.0,67,6,PARTNER_RESCUED,7,0,8
1.0,67,7,TIMEOUT,12,2,9
1.0,67,8,TIMEOUT,12,0,10
1.0,67,9,TIMEOUT,12,2,11
1.0,68,0,PARTNER_RESCUED,6,0,2
1.0,68,1,TIMEOUT,12,1,3
1.0,68,2,TIMEOUT,12,2,4
1.0,68,3,TIMEOUT,12,1,5
1.0,68,4,TIMEOUT,12,1,6
1.0,68,5,TIMEOUT,12,0,7
1.0,68,6,TIMEOUT,12,0,8
1.0,68,7,TIMEOUT,12,2,9
1.0,68,8,TIMEOUT,12,0,10
1.0,68,9,TIMEOUT,12,1,11
1.0,69,0,PARTNER_RESCUED,7,0,2
1.0,69,1,TIMEOUT,12,1,3
1.0,69,2,TIMEOUT,12,0,4
1.0,69,3,TIMEOUT,12,2,5
1.0,69,4,TIMEOUT,12,2,6
1.0,69,5,TIMEOUT,12,2,7
1.0,69,6,TIMEOUT,12,2,8
1.0,69,7,TIMEOUT,12,2,9
1.0,69,8,TIMEOUT,12,0,10
1.0,69,9,TIMEOUT,12,0,11
1.0,70,0,PARTNER_RESCUED,6,0,2
1.0,70,1,PARTNER_RESCUED,7,0,3
1.0,70,2,PARTNER_RESCUED,7,0,4
1.0,70,3,TIMEOUT,12,1,5
1.0,70,4,TIMEOUT,12,3,6
1.0,70,5,RESOURCE_TAKEN,11,0,7
1.0,70,6,PARTNER_RESCUED,7,0,8
1.0,70,7,TIMEOUT,12,1,9
1.0,70,8,TIMEOUT,12,1,10
1.0,70,9,PARTNER_RESCUED,7,0,11
1.0,71,0,PARTNER_RESCUED,6,0,2
1.0,71,1,TIMEOUT,12,1,3
1.0,71,2,TIMEOUT,12,0,4
1.0,71,3,TIMEOUT,12,2,5
1.0,71,4,TIMEOUT,12,0,6
1.0,71,5,TIMEOUT,12,2,7
1.0,71,6,TIMEOUT,12,1,8
1.0,71,7,TIMEOUT,12,0,9
1.0,71,8,RESOURCE_TAKEN,12,0,10
1.0,71,9,PARTNER_RESCUED,6,0,11
1.0,72,0,PARTNER_RESCUED,7,0,2
1.0,72,1,TIMEOUT,12,2,3
1.0,72,2,PARTNER_RESCUED,7,0,4
1.0,72,3,TIMEOUT,12,1,5
1.0,72,4,TIMEOUT,12,1,6
1.0,72,5,RESOURCE_TAKEN,12,0,7
1.0,72,6,TIMEOUT,12,1,8
1.0,72,7,TIMEOUT,12,0,9
1.0,72,8,TIMEOUT,12,0,10
1.0,72,9,TIMEOUT,12,2,11
1.0,73,0,PARTNER_DEAD,8,1,2
1.0,73,1,PARTNER_RESCUED,6,0,3
1.0,73,2,TIMEOUT,12,0,4
1.0,73,3,PARTNER_RESCUED,6,0,5
1.0,73,4,TIMEOUT,12,0,6
1.0,73,5,TIMEOUT,12,0,7
1.0,73,6,TIMEOUT,12,0,8
1.0,73,7,TIMEOUT,12,0,9
1.0,73,8,TIMEOUT,12,1,10
1.0,73,9,TIMEOUT,12,0,11
1.0,74,0,PARTNER_RESCUED,7,0,2
1.0,74,1,TIMEOUT,12,1,3
1.0,74,2,TIMEOUT,12,0,4
1.0,74,3,RESOURCE_TAKEN,8,0,5
1.0,74,4,PARTNER_RESCUED,6,0,6
1.0,74,5,TIMEOUT,12,0,7
1.0,74,6,TIMEOUT,12,1,8
1.0,74,7,TIMEOUT,12,1,9
1.0,74,8,TIMEOUT,12,0,10
1.0,74,9,RESOURCE_TAKEN,11,0,11
1.0,75,0,PARTNER_RESCUED,6,0,2
1.0,75,1,TIMEOUT,12,1,3
1.0,75,2,TIMEOUT,12,0,4
1.0,75,3,TIMEOUT,12,2,5
1.0,75,4,TIMEOUT,12,0,6
1.0,75,5,TIMEOUT,12,0,7
1.0,75,6,RESOURCE_TAKEN,12,0,8
1.0,75,7,PARTNER_RESCUED,7,0,9
1.0,75,8,TIMEOUT,12,1,10
1.0,75,9,TIMEOUT,12,2,11
1.0,76,0,PARTNER_RESCUED,6,0,2
1.0,76,1,TIMEOUT,12,1,3
1.0,76,2,TIMEOUT,12,2,4
1.0,76,3,TIMEOUT,12,0,5
1.0,76,4,TIMEOUT,12,2,6
1.0,76,5,TIMEOUT,12,0,7
1.0,76,6,TIMEOUT,12,1,8
1.0,76,7,TIMEOUT,12,0,9
1.0,76,8,TIMEOUT,12,2,10
1.0,76,9,TIMEOUT,12,2,11
1.0,77,0,PARTNER_RESCUED,6,0,2
1.0,77,1,TIMEOUT,12,0,3
1.0,77,2,TIMEOUT,12,2,4
1.0,77,3,TIMEOUT,12,2,5
1.0,77,4,TIMEOUT,12,0,6
1.0,77,5,TIMEOUT,12,1,7
1.0,77,6,TIMEOUT,12,2,8
1.0,77,7,RESOURCE_TAKEN,11,0,9
1.0,77,8,TIMEOUT,12,0,10
1.0,77,9,TIMEOUT,12,1,11
1.0,78,0,TIMEOUT,12,0,2
1.0,78,1,TIMEOUT,12,0,3
1.0,78,2,TIMEOUT,12,0,4
1.0,78,3,TIMEOUT,12,2,5
1.0,78,4,TIMEOUT,12,2,6
1.0,78,5,TIMEOUT,12,1,7
1.0,78,6,TIMEOUT,12,2,8
1.0,78,7,TIMEOUT,12,2,9
1.0,78,8,TIMEOUT,12,0,10
1.0,78,9,TIMEOUT,12,1,11
1.0,79,0,PARTNER_RESCUED,7,0,2
1.0,79,1,PARTNER_RESCUED,7,0,3
1.0,79,2,TIMEOUT,12,1,4
1.0,79,3,TIMEOUT,12,2,5
1.0,79,4,RESOURCE_TAKEN,9,0,6
1.0,79,5,PARTNER_RESCUED,6,0,7
1.0,79,6,TIMEOUT,12,0,8
1.0,79,7,TIMEOUT,12,1,9
1.0,79,8,TIMEOUT,12,2,10
1.0,79,9,TIMEOUT,12,2,11
1.0,80,0,PARTNER_RESCUED,6,0,2
1.0,80,1,TIMEOUT,12,1,3
1.0,80,2,TIMEOUT,12,0,4
1.0,80,3,TIMEOUT,12,1,5
1.0,80,4,TIMEOUT,12,0,6
1.0,80,5,TIMEOUT,12,0,7
1.0,80,6,TIMEOUT,12,0,8
1.0,80,7,TIMEOUT,12,0,9
1.0,80,8,RESOURCE_TAKEN,12,0,10
1.0,80,9,PARTNER_RESCUED,7,0,11
1.0,81,0,PARTNER_RESCUED,6,0,2
1.0,81,1,TIMEOUT,12,1,3
1.0,81,2,TIMEOUT,12,2,4
1.0,81,3,TIMEOUT,12,0,5
1.0,81,4,TIMEOUT,12,0,6
1.0,81,5,TIMEOUT,12,0,7
1.0,81,6,TIMEOUT,12,1,8
1.0,81,7,RESOURCE_TAKEN,12,1,9
1.0,81,8,PARTNER_RESCUED,6,0,10
1.0,81,9,TIMEOUT,12,1,11
1.0,82,0,PARTNER_RESCUED,6,0,2
1.0,82,1,TIMEOUT,12,1,3
1.0,82,2,TIMEOUT,12,1,4
1.0,82,3,TIMEOUT,12,2,5
1.0,82,4,TIMEOUT,12,1,6
1.0,82,5,TIMEOUT,12,2,7
1.0,82,6,TIMEOUT,12,2,8
1.0,82,7,TIMEOUT,12,2,9
1.0,82,8,TIMEOUT,12,1,10
1.0,82,9,TIMEOUT,12,0,11
1.0,83,0,PARTNER_RESCUED,7,0,2
1.0,83,1,TIMEOUT,12,2,3
1.0,83,2,TIMEOUT,12,2,4
1.0,83,3,TIMEOUT,12,0,5
1.0,83,4,TIMEOUT,12,2,6
1.0,83,5,TIMEOUT,12,0,7
1.0,83,6,TIMEOUT,12,2,8
1.0,83,7,TIMEOUT,12,2,9
1.0,83,8,TIMEOUT,12,2,10
1.0,83,9,RESOURCE_TAKEN,10,1,11
1.0,84,0,PARTNER_RESCUED,7,0,2
1.0,84,1,TIMEOUT,12,1,3
1.0,84,2,PARTNER_RESCUED,7,0,4
1.0,84,3,PARTNER_RESCUED,7,0,5
1.0,84,4,TIMEOUT,12,2,6
1.0,84,5,TIMEOUT,12,0,7
1.0,84,6,TIMEOUT,12,1,8
1.0,84,7,TIMEOUT,12,2,9
1.0,84,8,TIMEOUT,12,2,10
1.0,84,9,TIMEOUT,12,0,11
1.0,85,0,PARTNER_RESCUED,6,0,2
1.0,85,1,TIMEOUT,12,0,3
1.0,85,2,RESOURCE_TAKEN,11,0,4
1.0,85,3,TIMEOUT,12,1,5
1.0,85,4,PARTNER_RESCUED,7,0,6
1.0,85,5,TIMEOUT,12,0,7
1.0,85,6,TIMEOUT,12,0,8
1.0,85,7,RESOURCE_TAKEN,12,1,9
1.0,85,8,PARTNER_RESCUED,6,0,10
1.0,85,9,PARTNER_RESCUED,7,0,11
1.0,86,0,PARTNER_RESCUED,7,0,2
1.0,86,1,TIMEOUT,12,2,3
1.0,86,2,TIMEOUT,12,2,4
1.0,86,3,TIMEOUT,12,2,5
1.0,86,4,TIMEOUT,12,2,6
1.0,86,5,TIMEOUT,12,0,7
1.0,86,6,TIMEOUT,12,0,8
1.0,86,7,TIMEOUT,12,2,9
1.0,86,8,TIMEOUT,12,2,10
1.0,86,9,TIMEOUT,12,1,11
1.0,87,0,PARTNER_RESCUED,6,0,2
1.0,87,1,TIMEOUT,12,0,3
1.0,87,2,TIMEOUT,12,1,4
1.0,87,3,TIMEOUT,12,0,5
1.0,87,4,TIMEOUT,12,0,6
1.0,87,5,TIMEOUT,12,3,7
1.0,87,6,RESOURCE_TAKEN,11,0,8
1.0,87,7,PARTNER_RESCUED,6,0,9
1.0,87,8,TIMEOUT,12,1,10
1.0,87,9,TIMEOUT,12,1,11
1.0,88,0,PARTNER_RESCUED,6,0,2
1.0,88,1,TIMEOUT,12,2,3
1.0,88,2,TIMEOUT,12,2,4
1.0,88,3,TIMEOUT,12,1,5
1.0,88,4,TIMEOUT,12,2,6
1.0,88,5,TIMEOUT,12,2,7
1.0,88,6,RESOURCE_TAKEN,11,1,8
1.0,88,7,PARTNER_RESCUED,6,0,9
1.0,88,8,TIMEOUT,12,1,10
1.0,88,9,TIMEOUT,12,0,11
1.0,89,0,PARTNER_RESCUED,6,0,2
1.0,89,1,TIMEOUT,12,0,3
1.0,89,2,PARTNER_RESCUED,6,0,4
1.0,89,3,TIMEOUT,12,1,5
1.0,89,4,TIMEOUT,12,1,6
1.0,89,5,TIMEOUT,12,1,7
1.0,89,6,TIMEOUT,12,2,8
1.0,89,7,RESOURCE_TAKEN,12,0,9
1.0,89,8,PARTNER_RESCUED,7,0,10
1.0,89,9,TIMEOUT,12,1,11
1.0,90,0,PARTNER_RESCUED,7,0,2
1.0,90,1,TIMEOUT,12,2,3
1.0,90,2,TIMEOUT,12,2,4
1.0,90,3,TIMEOUT,12,2,5
1.0,90,4,TIMEOUT,12,2,6
1.0,90,5,RESOURCE_TAKEN,12,0,7
1.0,90,6,PARTNER_RESCUED,6,0,8
1.0,90,7,PARTNER_RESCUED,6,0,9
1.0,90,8,TIMEOUT,12,0,10
1.0,90,9,PARTNER_RESCUED,6,0,11
1.0,91,0,TIMEOUT,12,1,2
1.0,91,1,TIMEOUT,12,1,3
1.0,91,2,TIMEOUT,12,1,4
1.0,91,3,TIMEOUT,12,0,5
1.0,91,4,TIMEOUT,12,0,6
1.0,91,5,TIMEOUT,12,3,7
1.0,91,6,TIMEOUT,12,0,8
1.0,91,7,TIMEOUT,12,0,9
1.0,91,8,TIMEOUT,12,2,10
1.0,91,9,TIMEOUT,12,2,11
1.0,92,0,TIMEOUT,12,1,2
1.0,92,1,TIMEOUT,12,2,3
1.0,92,2,RESOURCE_TAKEN,12,0,4
1.0,92,3,PARTNER_RESCUED,7,0,5
1.0,92,4,TIMEOUT,12,1,6
1.0,92,5,TIMEOUT,12,1,7
1.0,92,6,TIMEOUT,12,1,8
1.0,92,7,TIMEOUT,12,1,9
1.0,92,8,TIMEOUT,12,0,10
1.0,92,9,TIMEOUT,12,2,11
1.0,93,0,TIMEOUT,12,1,2
1.0,93,1,TIMEOUT,12,1,3
1.0,93,2,TIMEOUT,12,2,4
1.0,93,3,TIMEOUT,12,1,5
1.0,93,4,RESOURCE_TAKEN,9,0,6
1.0,93,5,TIMEOUT,12,0,7
1.0,93,6,TIMEOUT,12,1,8
1.0,93,7,TIMEOUT,12,2,9
1.0,93,8,TIMEOUT,12,3,10
1.0,93,9,TIMEOUT,12,2,11
1.0,94,0,PARTNER_RESCUED,7,0,2
1.0,94,1,TIMEOUT,12,0,3
1.0,94,2,RESOURCE_TAKEN,11,0,4
1.0,94,3,TIMEOUT,12,1,5
1.0,94,4,PARTNER_RESCUED,7,0,6
1.0,94,5,TIMEOUT,12,0,7
1.0,94,6,TIMEOUT,12,2,8
1.0,94,7,TIMEOUT,12,0,9
1.0,94,8,TIMEOUT,12,0,10
1.0,94,9,TIMEOUT,12,0,11
1.0,95,0,PARTNER_RESCUED,6,0,2
1.0,95,1,TIMEOUT,12,1,3
1.0,95,2,TIMEOUT,12,1,4
1.0,95,3,TIMEOUT,12,0,5
1.0,95,4,TIMEOUT,12,1,6
1.0,95,5,TIMEOUT,12,0,7
1.0,95,6,TIMEOUT,12,1,8
1.0,95,7,TIMEOUT,12,0,9
1.0,95,8,RESOURCE_TAKEN,12,0,10
1.0,95,9,PARTNER_RESCUED,7,0,11
1.0,96,0,PARTNER_RESCUED,6,0,2
1.0,96,1,PARTNER_RESCUED,7,0,3
1.0,96,2,TIMEOUT,12,2,4
1.0,96,3,TIMEOUT,12,0,5
1.0,96,4,TIMEOUT,12,0,6
1.0,96,5,TIMEOUT,12,1,7
1.0,96,6,TIMEOUT,12,0,8
1.0,96,7,TIMEOUT,12,1,9
1.0,96,8,TIMEOUT,12,1,10
1.0,96,9,TIMEOUT,12,2,11
1.0,97,0,TIMEOUT,12,1,2
1.0,97,1,TIMEOUT,12,0,3
1.0,97,2,TIMEOUT,12,2,4
1.0,97,3,TIMEOUT,12,1,5
1.0,97,4,TIMEOUT,12,0,6
1.0,97,5,TIMEOUT,12,0,7
1.0,97,6,TIMEOUT,12,0,8
1.0,97,7,TIMEOUT,12,0,9
1.0,97,8,TIMEOUT,12,0,10
1.0,97,9,TIMEOUT,12,0,11
1.0,98,0,PARTNER_RESCUED,6,0,2
1.0,98,1,TIMEOUT,12,2,3
1.0,98,2,TIMEOUT,12,2,4
1.0,98,3,TIMEOUT,12,1,5
1.0,98,4,RESOURCE_TAKEN,12,0,6
1.0,98,5,PARTNER_RESCUED,7,0,7
1.0,98,6,PARTNER_RESCUED,6,0,8
1.0,98,7,PARTNER_RESCUED,6,0,9
1.0,98,8,TIMEOUT,12,1,10
1.0,98,9,TIMEOUT,12,1,11
1.0,99,0,PARTNER_RESCUED,7,0,2
1.0,99,1,TIMEOUT,12,0,3
1.0,99,2,TIMEOUT,12,1,4
1.0,99,3,TIMEOUT,12,0,5
1.0,99,4,TIMEOUT,12,0,6
1.0,99,5,TIMEOUT,12,1,7
1.0,99,6,RESOURCE_TAKEN,12,0,8
1.0,99,7,TIMEOUT,12,1,9
1.0,99,8,PARTNER_RESCUED,6,0,10
