kappa,agent_id,episode_idx,outcome,steps_used,target_switches,n_memories
0.5,18,6,TIMEOUT,12,1,8
0.5,18,7,TIMEOUT,12,1,9
0.5,18,8,TIMEOUT,12,1,10
0.5,18,9,TIMEOUT,12,0,11
0.5,19,0,TIMEOUT,12,0,2
0.5,19,1,TIMEOUT,12,0,3
0.5,19,2,TIMEOUT,12,0,4
0.5,19,3,TIMEOUT,12,0,5
0.5,19,4,TIMEOUT,12,0,6
0.5,19,5,TIMEOUT,12,1,7
0.5,19,6,TIMEOUT,12,0,8
0.5,19,7,TIMEOUT,12,2,9
0.5,19,8,TIMEOUT,12,1,10
0.5,19,9,RESOURCE_TAKEN,8,0,11
0.5,20,0,TIMEOUT,12,0,2
0.5,20,1,TIMEOUT,12,2,3
0.5,20,2,TIMEOUT,12,0,4
0.5,20,3,TIMEOUT,12,0,5
0.5,20,4,TIMEOUT,12,1,6
0.5,20,5,TIMEOUT,12,0,7
0.5,20,6,RESOURCE_TAKEN,9,0,8
0.5,20,7,TIMEOUT,12,0,9
0.5,20,8,TIMEOUT,12,2,10
0.5,20,9,TIMEOUT,12,0,11
0.5,21,0,TIMEOUT,12,2,2
0.5,21,1,TIMEOUT,12,0,3
0.5,21,2,TIMEOUT,12,1,4
0.5,21,3,TIMEOUT,12,1,5
0.5,21,4,TIMEOUT,12,2,6
0.5,21,5,RESOURCE_TAKEN,12,0,7
0.5,21,6,TIMEOUT,12,1,8
0.5,21,7,TIMEOUT,12,0,9
0.5,21,8,TIMEOUT,12,0,10
0.5,21,9,TIMEOUT,12,1,11
0.5,22,0,PARTNER_RESCUED,7,0,2
0.5,22,1,TIMEOUT,12,1,3
0.5,22,2,RESOURCE_TAKEN,12,0,4
0.5,22,3,PARTNER_RESCUED,7,0,5
0.5,22,4,TIMEOUT,12,0,6
0.5,22,5,TIMEOUT,12,0,7
0.5,22,6,TIMEOUT,12,1,8
0.5,22,7,RESOURCE_TAKEN,12,0,9
0.5,22,8,TIMEOUT,12,1,10
0.5,22,9,TIMEOUT,12,1,11
0.5,23,0,TIMEOUT,12,0,2
0.5,23,1,TIMEOUT,12,1,3
0.5,23,2,TIMEOUT,12,1,4
0.5,23,3,TIMEOUT,12,0,5
0.5,23,4,RESOURCE_TAKEN,12,1,6
0.5,23,5,PARTNER_RESCUED,7,0,7
0.5,23,6,TIMEOUT,12,0,8
0.5,23,7,TIMEOUT,12,2,9
0.5,23,8,TIMEOUT,12,0,10
0.5,23,9,TIMEOUT,12,0,11
0.5,24,0,PARTNER_RESCUED,7,0,2
0.5,24,1,TIMEOUT,12,1,3
0.5,24,2,TIMEOUT,12,0,4
0.5,24,3,RESOURCE_TAKEN,6,0,5
0.5,24,4,TIMEOUT,12,1,6
0.5,24,5,TIMEOUT,12,1,7
0.5,24,6,TIMEOUT,12,1,8
0.5,24,7,RESOURCE_TAKEN,11,0,9
0.5,24,8,TIMEOUT,12,1,10
0.5,24,9,TIMEOUT,12,0,11
0.5,25,0,TIMEOUT,12,0,2
0.5,25,1,TIMEOUT,12,0,3
0.5,25,2,TIMEOUT,12,0,4
0.5,25,3,TIMEOUT,12,0,5
0.5,25,4,RESOURCE_TAKEN,12,0,6
0.5,25,5,TIMEOUT,12,1,7
0.5,25,6,TIMEOUT,12,1,8
0.5,25,7,TIMEOUT,12,0,9
0.5,25,8,TIMEOUT,12,1,10
0.5,25,9,TIMEOUT,12,0,11
0.5,26,0,TIMEOUT,12,2,2
0.5,26,1,TIMEOUT,12,0,3
0.5,26,2,TIMEOUT,12,1,4
0.5,26,3,RESOURCE_TAKEN,10,0,5
0.5,26,4,TIMEOUT,12,1,6
0.5,26,5,TIMEOUT,12,1,7
0.5,26,6,TIMEOUT,12,2,8
0.5,26,7,TIMEOUT,12,1,9
0.5,26,8,TIMEOUT,12,1,10
0.5,26,9,RESOURCE_TAKEN,10,1,11
0.5,27,0,TIMEOUT,12,1,2
0.5,27,1,TIMEOUT,12,1,3
0.5,27,2,TIMEOUT,12,0,4
0.5,27,3,TIMEOUT,12,2,5
0.5,27,4,TIMEOUT,12,0,6
0.5,27,5,TIMEOUT,12,0,7
0.5,27,6,TIMEOUT,12,0,8
0.5,27,7,TIMEOUT,12,1,9
0.5,27,8,TIMEOUT,12,1,10
0.5,27,9,RESOURCE_TAKEN,10,0,11
0.5,28,0,PARTNER_RESCUED,7,0,2
0.5,28,1,TIMEOUT,12,0,3
0.5,28,2,TIMEOUT,12,1,4
0.5,28,3,RESOURCE_TAKEN,12,0,5
0.5,28,4,TIMEOUT,12,0,6
0.5,28,5,TIMEOUT,12,1,7
0.5,28,6,TIMEOUT,12,0,8
0.5,28,7,TIMEOUT,12,0,9
0.5,28,8,RESOURCE_TAKEN,6,0,10
0.5,28,9,TIMEOUT,12,0,11
0.5,29,0,PARTNER_RESCUED,7,0,2
0.5,29,1,TIMEOUT,12,0,3
0.5,29,2,TIMEOUT,12,0,4
0.5,29,3,TIMEOUT,12,0,5
0.5,29,4,TIMEOUT,12,0,6
0.5,29,5,RESOURCE_TAKEN,12,0,7
0.5,29,6,PARTNER_RESCUED,7,0,8
0.5,29,7,TIMEOUT,12,2,9
0.5,29,8,TIMEOUT,12,0,10
0.5,29,9,TIMEOUT,12,0,11
0.5,30,0,PARTNER_RESCUED,6,0,2
0.5,30,1,TIMEOUT,12,1,3
0.5,30,2,TIMEOUT,12,2,4
0.5,30,3,TIMEOUT,12,0,5
0.5,30,4,TIMEOUT,12,0,6
0.5,30,5,RESOURCE_TAKEN,12,0,7
0.5,30,6,PARTNER_RESCUED,7,0,8
0.5,30,7,TIMEOUT,12,0,9
0.5,30,8,TIMEOUT,12,0,10
0.5,30,9,RESOURCE_TAKEN,11,0,11
0.5,31,0,TIMEOUT,12,1,2
0.5,31,1,TIMEOUT,12,0,3
0.5,31,2,RESOURCE_TAKEN,11,0,4
0.5,31,3,TIMEOUT,12,0,5
0.5,31,4,TIMEOUT,12,0,6
0.5,31,5,TIMEOUT,12,0,7
0.5,31,6,TIMEOUT,12,0,8
0.5,31,7,RESOURCE_TAKEN,9,0,9
0.5,31,8,TIMEOUT,12,1,10
0.5,31,9,TIMEOUT,12,1,11
0.5,32,0,TIMEOUT,12,1,2
0.5,32,1,TIMEOUT,12,0,3
0.5,32,2,RESOURCE_TAKEN,11,0,4
0.5,32,3,PARTNER_DEAD,8,0,5
0.5,32,4,TIMEOUT,12,0,6
0.5,32,5,TIMEOUT,12,1,7
0.5,32,6,TIMEOUT,12,0,8
0.5,32,7,RESOURCE_TAKEN,12,0,9
0.5,32,8,TIMEOUT,12,0,10
0.5,32,9,TIMEOUT,12,0,11
0.5,33,0,TIMEOUT,12,1,2
0.5,33,1,TIMEOUT,12,0,3
0.5,33,2,TIMEOUT,12,3,4
0.5,33,3,RESOURCE_TAKEN,10,0,5
0.5,33,4,TIMEOUT,12,1,6
0.5,33,5,TIMEOUT,12,2,7
0.5,33,6,TIMEOUT,12,0,8
0.5,33,7,TIMEOUT,12,0,9
0.5,33,8,TIMEOUT,12,0,10
0.5,33,9,TIMEOUT,12,2,11
0.5,34,0,TIMEOUT,12,0,2
0.5,34,1,TIMEOUT,12,1,3
0.5,34,2,TIMEOUT,12,0,4
0.5,34,3,RESOURCE_TAKEN,12,1,5
0.5,34,4,TIMEOUT,12,0,6
0.5,34,5,TIMEOUT,12,1,7
0.5,34,6,TIMEOUT,12,2,8
0.5,34,7,TIMEOUT,12,0,9
0.5,34,8,RESOURCE_TAKEN,9,0,10
0.5,34,9,TIMEOUT,12,1,11
0.5,35,0,TIMEOUT,12,0,2
0.5,35,1,TIMEOUT,12,0,3
0.5,35,2,RESOURCE_TAKEN,9,0,4
0.5,35,3,TIMEOUT,12,1,5
0.5,35,4,TIMEOUT,12,0,6
0.5,35,5,RESOURCE_TAKEN,12,1,7
0.5,35,6,TIMEOUT,12,1,8
0.5,35,7,TIMEOUT,12,1,9
0.5,35,8,TIMEOUT,12,0,10
0.5,35,9,TIMEOUT,12,2,11
0.5,36,0,TIMEOUT,12,1,2
0.5,36,1,TIMEOUT,12,2,3
0.5,36,2,RESOURCE_TAKEN,7,0,4
0.5,36,3,TIMEOUT,12,1,5
0.5,36,4,TIMEOUT,12,2,6
0.5,36,5,TIMEOUT,12,0,7
0.5,36,6,TIMEOUT,12,1,8
0.5,36,7,TIMEOUT,12,0,9
0.5,36,8,TIMEOUT,12,1,10
0.5,36,9,TIMEOUT,12,1,11
0.5,37,0,TIMEOUT,12,0,2
0.5,37,1,TIMEOUT,12,2,3
0.5,37,2,RESOURCE_TAKEN,12,0,4
0.5,37,3,TIMEOUT,12,0,5
0.5,37,4,TIMEOUT,12,2,6
0.5,37,5,TIMEOUT,12,1,7
0.5,37,6,TIMEOUT,12,0,8
0.5,37,7,TIMEOUT,12,0,9
0.5,37,8,RESOURCE_TAKEN,11,0,10
0.5,37,9,TIMEOUT,12,1,11
0.5,38,0,TIMEOUT,12,1,2
0.5,38,1,TIMEOUT,12,0,3
0.5,38,2,TIMEOUT,12,1,4
0.5,38,3,RESOURCE_TAKEN,9,0,5
0.5,38,4,TIMEOUT,12,1,6
0.5,38,5,TIMEOUT,12,0,7
0.5,38,6,TIMEOUT,12,2,8
0.5,38,7,RESOURCE_TAKEN,12,0,9
0.5,38,8,TIMEOUT,12,1,10
0.5,38,9,TIMEOUT,12,1,11
0.5,39,0,TIMEOUT,12,1,2
0.5,39,1,TIMEOUT,12,2,3
0.5,39,2,TIMEOUT,12,1,4
0.5,39,3,TIMEOUT,12,1,5
0.5,39,4,TIMEOUT,12,2,6
0.5,39,5,RESOURCE_TAKEN,12,1,7
0.5,39,6,TIMEOUT,12,2,8
0.5,39,7,TIMEOUT,12,2,9
0.5,39,8,TIMEOUT,12,0,10
0.5,39,9,TIMEOUT,12,1,11
0.5,40,0,PARTNER_RESCUED,6,0,2
0.5,40,1,TIMEOUT,12,0,3
0.5,40,2,TIMEOUT,12,0,4
0.5,40,3,TIMEOUT,12,2,5
0.5,40,4,TIMEOUT,12,2,6
0.5,40,5,TIMEOUT,12,0,7
0.5,40,6,RESOURCE_TAKEN,7,0,8
0.5,40,7,PARTNER_RESCUED,6,0,9
0.5,40,8,TIMEOUT,12,2,10
0.5,40,9,TIMEOUT,12,1,11
0.5,41,0,TIMEOUT,12,0,2
0.5,41,1,TIMEOUT,12,0,3
0.5,41,2,TIMEOUT,12,0,4
0.5,41,3,TIMEOUT,12,0,5
0.5,41,4,TIMEOUT,12,0,6
0.5,41,5,TIMEOUT,12,3,7
0.5,41,6,TIMEOUT,12,1,8
0.5,41,7,RESOURCE_TAKEN,10,0,9
0.5,41,8,TIMEOUT,12,1,10
0.5,41,9,TIMEOUT,12,0,11
0.5,42,0,TIMEOUT,12,0,2
0.5,42,1,TIMEOUT,12,1,3
0.5,42,2,TIMEOUT,12,2,4
0.5,42,3,TIMEOUT,12,2,5
0.5,42,4,TIMEOUT,12,0,6
0.5,42,5,TIMEOUT,12,2,7
0.5,42,6,TIMEOUT,12,3,8
0.5,42,7,TIMEOUT,12,0,9
0.5,42,8,RESOURCE_TAKEN,8,0,10
0.5,42,9,TIMEOUT,12,1,11
0.5,43,0,PARTNER_RESCUED,7,0,2
0.5,43,1,TIMEOUT,12,0,3
0.5,43,2,TIMEOUT,12,0,4
0.5,43,3,TIMEOUT,12,0,5
0.5,43,4,TIMEOUT,12,0,6
0.5,43,5,TIMEOUT,12,1,7
0.5,43,6,RESOURCE_TAKEN,8,0,8
0.5,43,7,TIMEOUT,12,0,9
0.5,43,8,TIMEOUT,12,0,10
0.5,43,9,TIMEOUT,12,2,11
0.5,44,0,TIMEOUT,12,1,2
0.5,44,1,TIMEOUT,12,0,3
0.5,44,2,TIMEOUT,12,0,4
0.5,44,3,TIMEOUT,12,1,5
0.5,44,4,RESOURCE_TAKEN,12,0,6
0.5,44,5,TIMEOUT,12,1,7
0.5,44,6,TIMEOUT,12,2,8
0.5,44,7,TIMEOUT,12,0,9
0.5,44,8,TIMEOUT,12,0,10
0.5,44,9,RESOURCE_TAKEN,9,0,11
0.5,45,0,TIMEOUT,12,0,2
0.5,45,1,RESOURCE_TAKEN,11,0,3
0.5,45,2,TIMEOUT,12,2,4
0.5,45,3,TIMEOUT,12,0,5
0.5,45,4,TIMEOUT,12,0,6
0.5,45,5,RESOURCE_TAKEN,11,0,7
0.5,45,6,TIMEOUT,12,0,8
0.5,45,7,TIMEOUT,12,2,9
0.5,45,8,TIMEOUT,12,2,10
0.5,45,9,TIMEOUT,12,0,11
0.5,46,0,TIMEOUT,12,1,2
0.5,46,1,TIMEOUT,12,0,3
0.5,46,2,TIMEOUT,12,0,4
0.5,46,3,TIMEOUT,12,0,5
0.5,46,4,TIMEOUT,12,0,6
0.5,46,5,RESOURCE_TAKEN,11,0,7
0.5,46,6,TIMEOUT,12,0,8
0.5,46,7,TIMEOUT,12,0,9
0.5,46,8,RESOURCE_TAKEN,11,0,10
0.5,46,9,PARTNER_DEAD,8,0,11
0.5,47,0,TIMEOUT,12,1,2
0.5,47,1,TIMEOUT,12,0,3
0.5,47,2,TIMEOUT,12,2,4
0.5,47,3,TIMEOUT,12,2,5
0.5,47,4,RESOURCE_TAKEN,8,0,6
0.5,47,5,TIMEOUT,12,1,7
0.5,47,6,TIMEOUT,12,1,8
0.5,47,7,TIMEOUT,12,0,9
0.5,47,8,TIMEOUT,12,0,10
0.5,47,9,TIMEOUT,12,3,11
0.5,48,0,PARTNER_RESCUED,7,0,2
0.5,48,1,TIMEOUT,12,2,3
0.5,48,2,RESOURCE_TAKEN,10,0,4
0.5,48,3,TIMEOUT,12,1,5
0.5,48,4,TIMEOUT,12,0,6
0.5,48,5,TIMEOUT,12,0,7
0.5,48,6,TIMEOUT,12,1,8
0.5,48,7,TIMEOUT,12,1,9
0.5,48,8,TIMEOUT,12,2,10
0.5,48,9,TIMEOUT,12,3,11
0.5,49,0,PARTNER_RESCUED,7,0,2
0.5,49,1,TIMEOUT,12,1,3
0.5,49,2,TIMEOUT,12,0,4
0.5,49,3,TIMEOUT,12,0,5
0.5,49,4,TIMEOUT,12,0,6
0.5,49,5,TIMEOUT,12,0,7
0.5,49,6,TIMEOUT,12,0,8
0.5,49,7,TIMEOUT,12,0,9
0.5,49,8,TIMEOUT,12,0,10
0.5,49,9,RESOURCE_TAKEN,11,1,11
0.5,50,0,TIMEOUT,12,3,2
0.5,50,1,TIMEOUT,12,0,3
0.5,50,2,TIMEOUT,12,0,4
0.5,50,3,TIMEOUT,12,0,5
0.5,50,4,TIMEOUT,12,1,6
0.5,50,5,TIMEOUT,12,1,7
0.5,50,6,RESOURCE_TAKEN,9,0,8
0.5,50,7,TIMEOUT,12,0,9
0.5,50,8,TIMEOUT,12,0,10
0.5,50,9,TIMEOUT,12,0,11
0.5,51,0,TIMEOUT,12,0,2
0.5,51,1,TIMEOUT,12,0,3
0.5,51,2,TIMEOUT,12,0,4
0.5,51,3,TIMEOUT,12,0,5
0.5,51,4,TIMEOUT,12,2,6
0.5,51,5,RESOURCE_TAKEN,12,0,7
0.5,51,6,PARTNER_RESCUED,7,0,8
0.5,51,7,TIMEOUT,12,1,9
0.5,51,8,TIMEOUT,12,1,10
0.5,51,9,TIMEOUT,12,0,11
0.5,52,0,PARTNER_RESCUED,6,0,2
0.5,52,1,TIMEOUT,12,0,3
0.5,52,2,TIMEOUT,12,1,4
0.5,52,3,TIMEOUT,12,0,5
0.5,52,4,TIMEOUT,12,1,6
0.5,52,5,RESOURCE_TAKEN,12,0,7
0.5,52,6,TIMEOUT,12,0,8
0.5,52,7,TIMEOUT,12,0,9
0.5,52,8,TIMEOUT,12,0,10
0.5,52,9,TIMEOUT,12,2,11
0.5,53,0,TIMEOUT,12,0,2
0.5,53,1,TIMEOUT,12,3,3
0.5,53,2,TIMEOUT,12,0,4
0.5,53,3,RESOURCE_TAKEN,12,0,5
0.5,53,4,TIMEOUT,12,1,6
0.5,53,5,TIMEOUT,12,0,7
0.5,53,6,TIMEOUT,12,0,8
0.5,53,7,TIMEOUT,12,0,9
0.5,53,8,TIMEOUT,12,1,10
0.5,53,9,TIMEOUT,12,0,11
0.5,54,0,TIMEOUT,12,0,2
0.5,54,1,TIMEOUT,12,0,3
0.5,54,2,TIMEOUT,12,0,4
0.5,54,3,TIMEOUT,12,0,5
0.5,54,4,TIMEOUT,12,0,6
0.5,54,5,TIMEOUT,12,1,7
0.5,54,6,RESOURCE_TAKEN,12,0,8
0.5,54,7,TIMEOUT,12,0,9
0.5,54,8,TIMEOUT,12,2,10
0.5,54,9,TIMEOUT,12,0,11
0.5,55,0,TIMEOUT,12,1,2
0.5,55,1,TIMEOUT,12,0,3
0.5,55,2,TIMEOUT,12,1,4
0.5,55,3,TIMEOUT,12,1,5
0.5,55,4,RESOURCE_TAKEN,11,0,6
0.5,55,5,TIMEOUT,12,1,7
0.5,55,6,TIMEOUT,12,1,8
0.5,55,7,TIMEOUT,12,1,9
0.5,55,8,TIMEOUT,12,1,10
0.5,55,9,TIMEOUT,12,0,11
0.5,56,0,PARTNER_RESCUED,7,0,2
0.5,56,1,TIMEOUT,12,2,3
0.5,56,2,TIMEOUT,12,0,4
0.5,56,3,RESOURCE_TAKEN,12,0,5
0.5,56,4,PARTNER_RESCUED,7,0,6
0.5,56,5,TIMEOUT,12,2,7
0.5,56,6,TIMEOUT,12,0,8
0.5,56,7,TIMEOUT,12,3,9
0.5,56,8,TIMEOUT,12,1,10
0.5,56,9,RESOURCE_TAKEN,11,0,11
0.5,57,0,TIMEOUT,12,0,2
0.5,57,1,TIMEOUT,12,2,3
0.5,57,2,TIMEOUT,12,0,4
0.5,57,3,RESOURCE_TAKEN,9,0,5
0.5,57,4,TIMEOUT,12,0,6
0.5,57,5,TIMEOUT,12,0,7
0.5,57,6,TIMEOUT,12,0,8
0.5,57,7,TIMEOUT,12,2,9
0.5,57,8,TIMEOUT,12,2,10
0.5,57,9,RESOURCE_TAKEN,11,0,11
0.5,58,0,PARTNER_RESCUED,7,0,2
0.5,58,1,TIMEOUT,12,1,3
0.5,58,2,RESOURCE_TAKEN,8,0,4
0.5,58,3,TIMEOUT,12,1,5
0.5,58,4,TIMEOUT,12,1,6
0.5,58,5,TIMEOUT,12,0,7
0.5,58,6,TIMEOUT,12,0,8
0.5,58,7,TIMEOUT,12,0,9
0.5,58,8,TIMEOUT,12,0,10
0.5,58,9,TIMEOUT,12,2,11
0.5,59,0,TIMEOUT,12,2,2
0.5,59,1,TIMEOUT,12,1,3
0.5,59,2,TIMEOUT,12,0,4
0.5,59,3,TIMEOUT,12,1,5
0.5,59,4,TIMEOUT,12,0,6
0.5,59,5,TIMEOUT,12,0,7
0.5,59,6,RESOURCE_TAKEN,11,0,8
0.5,59,7,PARTNER_RESCUED,7,0,9
0.5,59,8,TIMEOUT,12,1,10
0.5,59,9,TIMEOUT,12,2,11
0.5,60,0,TIMEOUT,12,0,2
0.5,60,1,TIMEOUT,12,0,3
0.5,60,2,TIMEOUT,12,0,4
0.5,60,3,TIMEOUT,12,2,5
0.5,60,4,TIMEOUT,12,1,6
0.5,60,5,TIMEOUT,12,2,7
0.5,60,6,TIMEOUT,12,0,8
0.5,60,7,RESOURCE_TAKEN,8,0,9
0.5,60,8,TIMEOUT,12,2,10
0.5,60,9,TIMEOUT,12,1,11
0.5,61,0,TIMEOUT,12,0,2
0.5,61,1,RESOURCE_TAKEN,12,0,3
0.5,61,2,PARTNER_RESCUED,6,0,4
0.5,61,3,TIMEOUT,12,2,5
0.5,61,4,TIMEOUT,12,1,6
0.5,61,5,TIMEOUT,12,2,7
0.5,61,6,TIMEOUT,12,0,8
0.5,61,7,RESOURCE_TAKEN,11,0,9
0.5,61,8,TIMEOUT,12,2,10
0.5,61,9,RESOURCE_TAKEN,11,0,11
0.5,62,0,TIMEOUT,12,1,2
0.5,62,1,TIMEOUT,12,2,3
0.5,62,2,TIMEOUT,12,0,4
0.5,62,3,TIMEOUT,12,0,5
0.5,62,4,TIMEOUT,12,0,6
0.5,62,5,TIMEOUT,12,0,7
0.5,62,6,RESOURCE_TAKEN,9,0,8
0.5,62,7,TIMEOUT,12,0,9
0.5,62,8,TIMEOUT,12,0,10
0.5,62,9,TIMEOUT,12,1,11
0.5,63,0,TIMEOUT,12,0,2
0.5,63,1,TIMEOUT,12,0,3
0.5,63,2,TIMEOUT,12,0,4
0.5,63,3,TIMEOUT,12,1,5
0.5,63,4,TIMEOUT,12,3,6
0.5,63,5,TIMEOUT,12,0,7
0.5,63,6,RESOURCE_TAKEN,9,0,8
0.5,63,7,TIMEOUT,12,1,9
0.5,63,8,TIMEOUT,12,0,10
0.5,63,9,TIMEOUT,12,1,11
0.5,64,0,TIMEOUT,12,0,2
0.5,64,1,TIMEOUT,12,1,3
0.5,64,2,TIMEOUT,12,0,4
0.5,64,3,RESOURCE_TAKEN,9,0,5
0.5,64,4,TIMEOUT,12,2,6
0.5,64,5,TIMEOUT,12,0,7
0.5,64,6,TIMEOUT,12,2,8
0.5,64,7,RESOURCE_TAKEN,12,0,9
0.5,64,8,TIMEOUT,12,0,10
0.5,64,9,TIMEOUT,12,2,11
0.5,65,0,TIMEOUT,12,1,2
0.5,65,1,RESOURCE_TAKEN,12,0,3
0.5,65,2,TIMEOUT,12,3,4
0.5,65,3,TIMEOUT,12,1,5
0.5,65,4,TIMEOUT,12,0,6
0.5,65,5,TIMEOUT,12,0,7
0.5,65,6,TIMEOUT,12,1,8
0.5,65,7,TIMEOUT,12,2,9
0.5,65,8,TIMEOUT,12,0,10
0.5,65,9,TIMEOUT,12,3,11
0.5,66,0,TIMEOUT,12,0,2
0.5,66,1,TIMEOUT,12,1,3
0.5,66,2,TIMEOUT,12,1,4
0.5,66,3,RESOURCE_TAKEN,12,0,5
0.5,66,4,TIMEOUT,12,1,6
0.5,66,5,PARTNER_DEAD,8,0,7
0.5,66,6,TIMEOUT,12,0,8
0.5,66,7,TIMEOUT,12,1,9
0.5,66,8,TIMEOUT,12,1,10
0.5,66,9,RESOURCE_TAKEN,11,0,11
0.5,67,0,TIMEOUT,12,2,2
0.5,67,1,TIMEOUT,12,1,3
0.5,67,2,RESOURCE_TAKEN,11,0,4
0.5,67,3,TIMEOUT,12,1,5
0.5,67,4,TIMEOUT,12,0,6
0.5,67,5,TIMEOUT,12,0,7
0.5,67,6,RESOURCE_TAKEN,11,0,8
0.5,67,7,PARTNER_RESCUED,6,0,9
0.5,67,8,TIMEOUT,12,0,10
0.5,67,9,TIMEOUT,12,0,11
0.5,68,0,TIMEOUT,12,0,2
0.5,68,1,TIMEOUT,12,2,3
0.5,68,2,TIMEOUT,12,0,4
0.5,68,3,TIMEOUT,12,2,5
0.5,68,4,TIMEOUT,12,0,6
0.5,68,5,RESOURCE_TAKEN,10,0,7
0.5,68,6,TIMEOUT,12,2,8
0.5,68,7,TIMEOUT,12,1,9
0.5,68,8,TIMEOUT,12,0,10
0.5,68,9,TIMEOUT,12,3,11
0.5,69,0,TIMEOUT,12,1,2
0.5,69,1,TIMEOUT,12,2,3
0.5,69,2,TIMEOUT,12,1,4
0.5,69,3,RESOURCE_TAKEN,9,0,5
0.5,69,4,TIMEOUT,12,1,6
0.5,69,5,TIMEOUT,12,2,7
0.5,69,6,RESOURCE_TAKEN,11,0,8
0.5,69,7,TIMEOUT,12,0,9
0.5,69,8,TIMEOUT,12,2,10
0.5,69,9,TIMEOUT,12,2,11
0.5,70,0,TIMEOUT,12,0,2
0.5,70,1,TIMEOUT,12,0,3
0.5,70,2,TIMEOUT,12,1,4
0.5,70,3,TIMEOUT,12,0,5
0.5,70,4,TIMEOUT,12,1,6
0.5,70,5,RESOURCE_TAKEN,10,0,7
0.5,70,6,TIMEOUT,12,0,8
0.5,70,7,TIMEOUT,12,1,9
0.5,70,8,TIMEOUT,12,2,10
0.5,70,9,RESOURCE_TAKEN,10,0,11
0.5,71,0,TIMEOUT,12,1,2
0.5,71,1,TIMEOUT,12,2,3
0.5,71,2,TIMEOUT,12,1,4
0.5,71,3,TIMEOUT,12,0,5
0.5,71,4,TIMEOUT,12,1,6
0.5,71,5,TIMEOUT,12,1,7
0.5,71,6,RESOURCE_TAKEN,12,2,8
0.5,71,7,TIMEOUT,12,0,9
0.5,71,8,TIMEOUT,12,0,10
0.5,71,9,TIMEOUT,12,2,11
0.5,72,0,PARTNER_RESCUED,7,0,2
0.5,72,1,TIMEOUT,12,2,3
0.5,72,2,TIMEOUT,12,1,4
0.5,72,3,TIMEOUT,12,0,5
0.5,72,4,TIMEOUT,12,1,6
0.5,72,5,RESOURCE_TAKEN,10,0,7
0.5,72,6,PARTNER_RESCUED,6,0,8
0.5,72,7,PARTNER_RESCUED,6,0,9
0.5,72,8,TIMEOUT,12,1,10
0.5,72,9,TIMEOUT,12,2,11
0.5,73,0,TIMEOUT,12,2,2
0.5,73,1,RESOURCE_TAKEN,11,0,3
0.5,73,2,PARTNER_RESCUED,7,0,4
0.5,73,3,PARTNER_RESCUED,7,0,5
0.5,73,4,TIMEOUT,12,1,6
0.5,73,5,TIMEOUT,12,1,7
0.5,73,6,TIMEOUT,12,0,8
0.5,73,7,RESOURCE_TAKEN,11,0,9
0.5,73,8,TIMEOUT,12,0,10
0.5,73,9,TIMEOUT,12,3,11
0.5,74,0,PARTNER_RESCUED,6,0,2
0.5,74,1,TIMEOUT,12,1,3
0.5,74,2,RESOURCE_TAKEN,7,0,4
0.5,74,3,PARTNER_DEAD,9,1,5
0.5,74,4,TIMEOUT,12,1,6
0.5,74,5,TIMEOUT,12,0,7
0.5,74,6,TIMEOUT,12,0,8
0.5,74,7,TIMEOUT,12,1,9
0.5,74,8,TIMEOUT,12,0,10
0.5,74,9,RESOURCE_TAKEN,11,0,11
0.5,75,0,TIMEOUT,12,0,2
0.5,75,1,TIMEOUT,12,2,3
0.5,75,2,RESOURCE_TAKEN,12,0,4
0.5,75,3,TIMEOUT,12,1,5
0.5,75,4,TIMEOUT,12,1,6
0.5,75,5,TIMEOUT,12,0,7
0.5,75,6,TIMEOUT,12,3,8
0.5,75,7,TIMEOUT,12,2,9
0.5,75,8,TIMEOUT,12,0,10
0.5,75,9,TIMEOUT,12,1,11
0.5,76,0,TIMEOUT,12,1,2
0.5,76,1,TIMEOUT,12,3,3
0.5,76,2,TIMEOUT,12,0,4
0.5,76,3,TIMEOUT,12,1,5
0.5,76,4,TIMEOUT,12,2,6
0.5,76,5,RESOURCE_TAKEN,10,0,7
0.5,76,6,TIMEOUT,12,2,8
0.5,76,7,TIMEOUT,12,2,9
0.5,76,8,TIMEOUT,12,0,10
0.5,76,9,TIMEOUT,12,3,11
0.5,77,0,TIMEOUT,12,0,2
0.5,77,1,RESOURCE_TAKEN,12,0,3
0.5,77,2,PARTNER_RESCUED,7,0,4
0.5,77,3,TIMEOUT,12,0,5
0.5,77,4,TIMEOUT,12,3,6
0.5,77,5,TIMEOUT,12,3,7
0.5,77,6,RESOURCE_TAKEN,11,0,8
0.5,77,7,TIMEOUT,12,1,9
0.5,77,8,TIMEOUT,12,1,10
0.5,77,9,TIMEOUT,12,0,11
0.5,78,0,PARTNER_RESCUED,7,0,2
0.5,78,1,TIMEOUT,12,1,3
0.5,78,2,TIMEOUT,12,0,4
0.5,78,3,RESOURCE_TAKEN,11,0,5
0.5,78,4,TIMEOUT,12,0,6
0.5,78,5,TIMEOUT,12,2,7
0.5,78,6,TIMEOUT,12,1,8
0.5,78,7,TIMEOUT,12,0,9
0.5,78,8,TIMEOUT,12,0,10
0.5,78,9,RESOURCE_TAKEN,12,0,11
0.5,79,0,TIMEOUT,12,1,2
0.5,79,1,TIMEOUT,12,0,3
0.5,79,2,TIMEOUT,12,1,4
0.5,79,3,TIMEOUT,12,2,5
