seed_group,agent_id,episode_idx,outcome,rescued
4,23,1,PARTNER_RESCUED,1
4,23,2,PARTNER_RESCUED,1
4,23,3,PARTNER_RESCUED,1
4,23,4,PARTNER_RESCUED,1
4,23,5,TIMEOUT,0
4,23,6,PARTNER_RESCUED,1
4,23,7,PARTNER_RESCUED,1
4,23,8,PARTNER_RESCUED,1
4,23,9,PARTNER_RESCUED,1
4,24,0,PARTNER_RESCUED,1
4,24,1,PARTNER_RESCUED,1
4,24,2,PARTNER_RESCUED,1
4,24,3,TIMEOUT,0
4,24,4,PARTNER_RESCUED,1
4,24,5,PARTNER_RESCUED,1
4,24,6,PARTNER_RESCUED,1
4,24,7,PARTNER_RESCUED,1
4,24,8,PARTNER_RESCUED,1
4,24,9,PARTNER_RESCUED,1
4,25,0,PARTNER_RESCUED,1
4,25,1,PARTNER_RESCUED,1
4,25,2,PARTNER_RESCUED,1
4,25,3,PARTNER_RESCUED,1
4,25,4,PARTNER_RESCUED,1
4,25,5,PARTNER_RESCUED,1
4,25,6,PARTNER_RESCUED,1
4,25,7,PARTNER_RESCUED,1
4,25,8,PARTNER_RESCUED,1
4,25,9,PARTNER_RESCUED,1
4,26,0,PARTNER_RESCUED,1
4,26,1,PARTNER_RESCUED,1
4,26,2,PARTNER_RESCUED,1
4,26,3,PARTNER_RESCUED,1
4,26,4,PARTNER_RESCUED,1
4,26,5,PARTNER_RESCUED,1
4,26,6,PARTNER_RESCUED,1
4,26,7,PARTNER_RESCUED,1
4,26,8,PARTNER_RESCUED,1
4,26,9,PARTNER_RESCUED,1
4,27,0,PARTNER_RESCUED,1
4,27,1,PARTNER_RESCUED,1
4,27,2,PARTNER_RESCUED,1
4,27,3,PARTNER_RESCUED,1
4,27,4,PARTNER_RESCUED,1
4,27,5,PARTNER_RESCUED,1
4,27,6,PARTNER_RESCUED,1
4,27,7,PARTNER_RESCUED,1
4,27,8,PARTNER_RESCUED,1
4,27,9,PARTNER_RESCUED,1
4,28,0,PARTNER_RESCUED,1
4,28,1,PARTNER_RESCUED,1
4,28,2,PARTNER_RESCUED,1
4,28,3,PARTNER_RESCUED,1
4,28,4,PARTNER_RESCUED,1
4,28,5,TIMEOUT,0
4,28,6,PARTNER_RESCUED,1
4,28,7,PARTNER_RESCUED,1
4,28,8,PARTNER_RESCUED,1
4,28,9,PARTNER_RESCUED,1
4,29,0,TIMEOUT,0
4,29,1,TIMEOUT,0
4,29,2,TIMEOUT,0
4,29,3,PARTNER_RESCUED,1
4,29,4,PARTNER_RESCUED,1
4,29,5,PARTNER_RESCUED,1
4,29,6,PARTNER_RESCUED,1
4,29,7,PARTNER_RESCUED,1
4,29,8,PARTNER_RESCUED,1
4,29,9,PARTNER_RESCUED,1
