rescue_importance,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
0.0,59,4,TIMEOUT,0,6,1
0.0,59,5,TIMEOUT,0,7,2
0.0,59,6,TIMEOUT,0,8,0
0.0,59,7,RESOURCE_TAKEN,0,9,0
0.0,59,8,PARTNER_RESCUED,1,10,0
0.0,59,9,TIMEOUT,0,11,1
0.0,60,0,PARTNER_RESCUED,1,2,0
0.0,60,1,PARTNER_RESCUED,1,3,0
0.0,60,2,TIMEOUT,0,4,1
0.0,60,3,TIMEOUT,0,5,2
0.0,60,4,TIMEOUT,0,6,0
0.0,60,5,TIMEOUT,0,7,2
0.0,60,6,TIMEOUT,0,8,0
0.0,60,7,RESOURCE_TAKEN,0,9,0
0.0,60,8,TIMEOUT,0,10,1
0.0,60,9,PARTNER_DEAD,0,11,1
0.0,61,0,PARTNER_RESCUED,1,2,0
0.0,61,1,PARTNER_RESCUED,1,3,0
0.0,61,2,TIMEOUT,0,4,2
0.0,61,3,TIMEOUT,0,5,0
0.0,61,4,TIMEOUT,0,6,0
0.0,61,5,TIMEOUT,0,7,2
0.0,61,6,TIMEOUT,0,8,1
0.0,61,7,RESOURCE_TAKEN,0,9,0
0.0,61,8,TIMEOUT,0,10,0
0.0,61,9,TIMEOUT,0,11,1
0.0,62,0,PARTNER_RESCUED,1,2,0
0.0,62,1,TIMEOUT,0,3,0
0.0,62,2,PARTNER_RESCUED,1,4,0
0.0,62,3,TIMEOUT,0,5,1
0.0,62,4,TIMEOUT,0,6,0
0.0,62,5,TIMEOUT,0,7,2
0.0,62,6,TIMEOUT,0,8,0
0.0,62,7,TIMEOUT,0,9,0
0.0,62,8,TIMEOUT,0,10,1
0.0,62,9,TIMEOUT,0,11,1
0.0,63,0,PARTNER_RESCUED,1,2,0
0.0,63,1,PARTNER_RESCUED,1,3,0
0.0,63,2,TIMEOUT,0,4,1
0.0,63,3,TIMEOUT,0,5,2
0.0,63,4,TIMEOUT,0,6,2
0.0,63,5,TIMEOUT,0,7,1
0.0,63,6,TIMEOUT,0,8,0
0.0,63,7,TIMEOUT,0,9,0
0.0,63,8,TIMEOUT,0,10,3
0.0,63,9,RESOURCE_TAKEN,0,11,0
0.0,64,0,PARTNER_RESCUED,1,2,0
0.0,64,1,TIMEOUT,0,3,1
0.0,64,2,PARTNER_RESCUED,1,4,0
0.0,64,3,TIMEOUT,0,5,1
0.0,64,4,TIMEOUT,0,6,2
0.0,64,5,TIMEOUT,0,7,0
0.0,64,6,TIMEOUT,0,8,1
0.0,64,7,TIMEOUT,0,9,2
0.0,64,8,TIMEOUT,0,10,1
0.0,64,9,TIMEOUT,0,11,0
0.0,65,0,TIMEOUT,0,2,1
0.0,65,1,PARTNER_RESCUED,1,3,0
0.0,65,2,PARTNER_RESCUED,1,4,0
0.0,65,3,TIMEOUT,0,5,2
0.0,65,4,RESOURCE_TAKEN,0,6,0
0.0,65,5,PARTNER_RESCUED,1,7,0
0.0,65,6,PARTNER_RESCUED,1,8,0
0.0,65,7,TIMEOUT,0,9,1
0.0,65,8,TIMEOUT,0,10,2
0.0,65,9,TIMEOUT,0,11,0
0.0,66,0,PARTNER_RESCUED,1,2,0
0.0,66,1,TIMEOUT,0,3,0
0.0,66,2,TIMEOUT,0,4,1
0.0,66,3,TIMEOUT,0,5,1
0.0,66,4,TIMEOUT,0,6,2
0.0,66,5,TIMEOUT,0,7,0
0.0,66,6,TIMEOUT,0,8,0
0.0,66,7,RESOURCE_TAKEN,0,9,0
0.0,66,8,PARTNER_RESCUED,1,10,0
0.0,66,9,TIMEOUT,0,11,0
0.0,67,0,PARTNER_RESCUED,1,2,0
0.0,67,1,TIMEOUT,0,3,1
0.0,67,2,PARTNER_RESCUED,1,4,0
0.0,67,3,TIMEOUT,0,5,1
0.0,67,4,TIMEOUT,0,6,0
0.0,67,5,TIMEOUT,0,7,2
0.0,67,6,TIMEOUT,0,8,1
0.0,67,7,TIMEOUT,0,9,2
0.0,67,8,TIMEOUT,0,10,0
0.0,67,9,TIMEOUT,0,11,1
0.0,68,0,TIMEOUT,0,2,1
0.0,68,1,TIMEOUT,0,3,2
0.0,68,2,TIMEOUT,0,4,2
0.0,68,3,TIMEOUT,0,5,0
0.0,68,4,RESOURCE_TAKEN,0,6,1
0.0,68,5,PARTNER_RESCUED,1,7,0
0.0,68,6,TIMEOUT,0,8,0
0.0,68,7,TIMEOUT,0,9,0
0.0,68,8,TIMEOUT,0,10,2
0.0,68,9,TIMEOUT,0,11,0
0.0,69,0,TIMEOUT,0,2,1
0.0,69,1,TIMEOUT,0,3,0
0.0,69,2,TIMEOUT,0,4,1
0.0,69,3,TIMEOUT,0,5,2
0.0,69,4,TIMEOUT,0,6,0
0.0,69,5,TIMEOUT,0,7,0
0.0,69,6,RESOURCE_TAKEN,0,8,0
0.0,69,7,PARTNER_RESCUED,1,9,0
0.0,69,8,PARTNER_RESCUED,1,10,0
0.0,69,9,TIMEOUT,0,11,0
0.0,70,0,PARTNER_RESCUED,1,2,0
0.0,70,1,TIMEOUT,0,3,1
0.0,70,2,TIMEOUT,0,4,0
0.0,70,3,TIMEOUT,0,5,0
0.0,70,4,TIMEOUT,0,6,1
0.0,70,5,TIMEOUT,0,7,2
0.0,70,6,TIMEOUT,0,8,1
0.0,70,7,TIMEOUT,0,9,0
0.0,70,8,RESOURCE_TAKEN,0,10,2
0.0,70,9,PARTNER_RESCUED,1,11,0
0.0,71,0,PARTNER_RESCUED,1,2,0
0.0,71,1,TIMEOUT,0,3,0
0.0,71,2,TIMEOUT,0,4,1
0.0,71,3,TIMEOUT,0,5,2
0.0,71,4,TIMEOUT,0,6,2
0.0,71,5,TIMEOUT,0,7,2
0.0,71,6,TIMEOUT,0,8,2
0.0,71,7,TIMEOUT,0,9,1
0.0,71,8,TIMEOUT,0,10,0
0.0,71,9,TIMEOUT,0,11,1
0.0,72,0,PARTNER_RESCUED,1,2,0
0.0,72,1,TIMEOUT,0,3,1
0.0,72,2,TIMEOUT,0,4,1
0.0,72,3,RESOURCE_TAKEN,0,5,0
0.0,72,4,PARTNER_RESCUED,1,6,0
0.0,72,5,TIMEOUT,0,7,0
0.0,72,6,PARTNER_RESCUED,1,8,0
0.0,72,7,TIMEOUT,0,9,1
0.0,72,8,TIMEOUT,0,10,2
0.0,72,9,TIMEOUT,0,11,2
0.0,73,0,PARTNER_RESCUED,1,2,0
0.0,73,1,PARTNER_RESCUED,1,3,0
0.0,73,2,TIMEOUT,0,4,0
0.0,73,3,TIMEOUT,0,5,0
0.0,73,4,TIMEOUT,0,6,1
0.0,73,5,TIMEOUT,0,7,2
0.0,73,6,RESOURCE_TAKEN,0,8,0
0.0,73,7,TIMEOUT,0,9,1
0.0,73,8,TIMEOUT,0,10,1
0.0,73,9,TIMEOUT,0,11,2
0.0,74,0,PARTNER_RESCUED,1,2,0
0.0,74,1,TIMEOUT,0,3,1
0.0,74,2,TIMEOUT,0,4,2
0.0,74,3,TIMEOUT,0,5,0
0.0,74,4,TIMEOUT,0,6,2
0.0,74,5,TIMEOUT,0,7,0
0.0,74,6,TIMEOUT,0,8,2
0.0,74,7,TIMEOUT,0,9,0
0.0,74,8,TIMEOUT,0,10,0
0.0,74,9,TIMEOUT,0,11,2
0.0,75,0,PARTNER_RESCUED,1,2,0
0.0,75,1,TIMEOUT,0,3,1
0.0,75,2,TIMEOUT,0,4,0
0.0,75,3,TIMEOUT,0,5,2
0.0,75,4,TIMEOUT,0,6,0
0.0,75,5,TIMEOUT,0,7,1
0.0,75,6,TIMEOUT,0,8,0
0.0,75,7,TIMEOUT,0,9,0
0.0,75,8,TIMEOUT,0,10,1
0.0,75,9,TIMEOUT,0,11,0
0.0,76,0,PARTNER_RESCUED,1,2,0
0.0,76,1,TIMEOUT,0,3,0
0.0,76,2,TIMEOUT,0,4,0
0.0,76,3,TIMEOUT,0,5,1
0.0,76,4,TIMEOUT,0,6,0
0.0,76,5,TIMEOUT,0,7,1
0.0,76,6,TIMEOUT,0,8,0
0.0,76,7,TIMEOUT,0,9,1
0.0,76,8,RESOURCE_TAKEN,0,10,1
0.0,76,9,PARTNER_RESCUED,1,11,0
0.0,77,0,PARTNER_RESCUED,1,2,0
0.0,77,1,PARTNER_RESCUED,1,3,0
0.0,77,2,TIMEOUT,0,4,2
0.0,77,3,TIMEOUT,0,5,3
0.0,77,4,TIMEOUT,0,6,0
0.0,77,5,TIMEOUT,0,7,0
0.0,77,6,RESOURCE_TAKEN,0,8,0
0.0,77,7,TIMEOUT,0,9,1
0.0,77,8,TIMEOUT,0,10,2
0.0,77,9,TIMEOUT,0,11,1
0.0,78,0,PARTNER_RESCUED,1,2,0
0.0,78,1,TIMEOUT,0,3,0
0.0,78,2,TIMEOUT,0,4,1
0.0,78,3,TIMEOUT,0,5,0
0.0,78,4,TIMEOUT,0,6,0
0.0,78,5,TIMEOUT,0,7,1
0.0,78,6,TIMEOUT,0,8,1
0.0,78,7,TIMEOUT,0,9,2
0.0,78,8,RESOURCE_TAKEN,0,10,0
0.0,78,9,TIMEOUT,0,11,1
0.0,79,0,PARTNER_RESCUED,1,2,0
0.0,79,1,PARTNER_RESCUED,1,3,0
0.0,79,2,TIMEOUT,0,4,1
0.0,79,3,TIMEOUT,0,5,1
0.0,79,4,TIMEOUT,0,6,2
0.0,79,5,RESOURCE_TAKEN,0,7,0
0.0,79,6,TIMEOUT,0,8,1
0.0,79,7,TIMEOUT,0,9,1
0.0,79,8,TIMEOUT,0,10,1
0.0,79,9,TIMEOUT,0,11,0
0.0,80,0,PARTNER_RESCUED,1,2,0
0.0,80,1,TIMEOUT,0,3,0
0.0,80,2,TIMEOUT,0,4,0
0.0,80,3,TIMEOUT,0,5,0
0.0,80,4,TIMEOUT,0,6,1
0.0,80,5,RESOURCE_TAKEN,0,7,0
0.0,80,6,PARTNER_RESCUED,1,8,0
0.0,80,7,TIMEOUT,0,9,1
0.0,80,8,TIMEOUT,0,10,0
0.0,80,9,TIMEOUT,0,11,2
0.0,81,0,PARTNER_RESCUED,1,2,0
0.0,81,1,TIMEOUT,0,3,0
0.0,81,2,TIMEOUT,0,4,0
0.0,81,3,RESOURCE_TAKEN,0,5,0
0.0,81,4,PARTNER_RESCUED,1,6,0
0.0,81,5,TIMEOUT,0,7,1
0.0,81,6,TIMEOUT,0,8,1
0.0,81,7,TIMEOUT,0,9,0
0.0,81,8,TIMEOUT,0,10,3
0.0,81,9,TIMEOUT,0,11,0
0.0,82,0,PARTNER_RESCUED,1,2,0
0.0,82,1,TIMEOUT,0,3,1
0.0,82,2,TIMEOUT,0,4,2
0.0,82,3,TIMEOUT,0,5,0
0.0,82,4,TIMEOUT,0,6,0
0.0,82,5,TIMEOUT,0,7,0
0.0,82,6,TIMEOUT,0,8,0
0.0,82,7,TIMEOUT,0,9,0
0.0,82,8,RESOURCE_TAKEN,0,10,0
0.0,82,9,TIMEOUT,0,11,1
0.0,83,0,TIMEOUT,0,2,1
0.0,83,1,TIMEOUT,0,3,1
0.0,83,2,TIMEOUT,0,4,3
0.0,83,3,TIMEOUT,0,5,1
0.0,83,4,TIMEOUT,0,6,0
0.0,83,5,TIMEOUT,0,7,2
0.0,83,6,TIMEOUT,0,8,1
0.0,83,7,PARTNER_RESCUED,1,9,0
0.0,83,8,PARTNER_DEAD,0,10,1
0.0,83,9,PARTNER_RESCUED,1,11,0
0.0,84,0,PARTNER_RESCUED,1,2,0
0.0,84,1,TIMEOUT,0,3,0
0.0,84,2,PARTNER_RESCUED,1,4,0
0.0,84,3,TIMEOUT,0,5,2
0.0,84,4,TIMEOUT,0,6,0
0.0,84,5,TIMEOUT,0,7,0
0.0,84,6,TIMEOUT,0,8,2
0.0,84,7,RESOURCE_TAKEN,0,9,0
0.0,84,8,TIMEOUT,0,10,1
0.0,84,9,TIMEOUT,0,11,1
0.0,85,0,PARTNER_RESCUED,1,2,0
0.0,85,1,TIMEOUT,0,3,0
0.0,85,2,TIMEOUT,0,4,2
0.0,85,3,TIMEOUT,0,5,2
0.0,85,4,TIMEOUT,0,6,2
0.0,85,5,TIMEOUT,0,7,1
0.0,85,6,TIMEOUT,0,8,0
0.0,85,7,RESOURCE_TAKEN,0,9,0
0.0,85,8,TIMEOUT,0,10,1
0.0,85,9,PARTNER_RESCUED,1,11,0
0.0,86,0,PARTNER_RESCUED,1,2,0
0.0,86,1,TIMEOUT,0,3,1
0.0,86,2,TIMEOUT,0,4,2
0.0,86,3,TIMEOUT,0,5,2
0.0,86,4,TIMEOUT,0,6,2
0.0,86,5,TIMEOUT,0,7,2
0.0,86,6,TIMEOUT,0,8,2
0.0,86,7,TIMEOUT,0,9,1
0.0,86,8,TIMEOUT,0,10,0
0.0,86,9,TIMEOUT,0,11,0
0.0,87,0,PARTNER_RESCUED,1,2,0
0.0,87,1,TIMEOUT,0,3,0
0.0,87,2,TIMEOUT,0,4,0
0.0,87,3,TIMEOUT,0,5,2
0.0,87,4,RESOURCE_TAKEN,0,6,0
0.0,87,5,PARTNER_RESCUED,1,7,0
0.0,87,6,PARTNER_RESCUED,1,8,0
0.0,87,7,PARTNER_RESCUED,1,9,0
0.0,87,8,TIMEOUT,0,10,1
0.0,87,9,TIMEOUT,0,11,1
0.0,88,0,PARTNER_RESCUED,1,2,0
0.0,88,1,TIMEOUT,0,3,2
0.0,88,2,TIMEOUT,0,4,1
0.0,88,3,TIMEOUT,0,5,1
0.0,88,4,TIMEOUT,0,6,1
0.0,88,5,TIMEOUT,0,7,0
0.0,88,6,TIMEOUT,0,8,0
0.0,88,7,TIMEOUT,0,9,0
0.0,88,8,TIMEOUT,0,10,1
0.0,88,9,TIMEOUT,0,11,1
0.0,89,0,TIMEOUT,0,2,1
0.0,89,1,TIMEOUT,0,3,0
0.0,89,2,TIMEOUT,0,4,1
0.0,89,3,TIMEOUT,0,5,2
0.0,89,4,TIMEOUT,0,6,1
0.0,89,5,TIMEOUT,0,7,3
0.0,89,6,TIMEOUT,0,8,0
0.0,89,7,TIMEOUT,0,9,0
0.0,89,8,TIMEOUT,0,10,3
0.0,89,9,TIMEOUT,0,11,0
0.0,90,0,PARTNER_RESCUED,1,2,0
0.0,90,1,TIMEOUT,0,3,1
0.0,90,2,TIMEOUT,0,4,0
0.0,90,3,TIMEOUT,0,5,2
0.0,90,4,RESOURCE_TAKEN,0,6,0
0.0,90,5,PARTNER_RESCUED,1,7,0
0.0,90,6,PARTNER_RESCUED,1,8,0
0.0,90,7,TIMEOUT,0,9,1
0.0,90,8,PARTNER_RESCUED,1,10,0
0.0,90,9,TIMEOUT,0,11,2
0.0,91,0,PARTNER_RESCUED,1,2,0
0.0,91,1,TIMEOUT,0,3,2
0.0,91,2,TIMEOUT,0,4,0
0.0,91,3,RESOURCE_TAKEN,0,5,0
0.0,91,4,PARTNER_RESCUED,1,6,0
0.0,91,5,PARTNER_RESCUED,1,7,0
0.0,91,6,TIMEOUT,0,8,0
0.0,91,7,PARTNER_RESCUED,1,9,0
0.0,91,8,TIMEOUT,0,10,0
0.0,91,9,TIMEOUT,0,11,1
0.0,92,0,PARTNER_RESCUED,1,2,0
0.0,92,1,PARTNER_RESCUED,1,3,0
0.0,92,2,TIMEOUT,0,4,0
0.0,92,3,TIMEOUT,0,5,1
0.0,92,4,RESOURCE_TAKEN,0,6,0
0.0,92,5,TIMEOUT,0,7,1
0.0,92,6,TIMEOUT,0,8,0
0.0,92,7,TIMEOUT,0,9,1
0.0,92,8,TIMEOUT,0,10,0
0.0,92,9,TIMEOUT,0,11,1
0.0,93,0,PARTNER_RESCUED,1,2,0
0.0,93,1,TIMEOUT,0,3,1
0.0,93,2,TIMEOUT,0,4,2
0.0,93,3,TIMEOUT,0,5,0
0.0,93,4,TIMEOUT,0,6,1
0.0,93,5,TIMEOUT,0,7,1
0.0,93,6,TIMEOUT,0,8,0
0.0,93,7,RESOURCE_TAKEN,0,9,0
0.0,93,8,PARTNER_RESCUED,1,10,0
0.0,93,9,PARTNER_RESCUED,1,11,0
0.0,94,0,PARTNER_RESCUED,1,2,0
0.0,94,1,TIMEOUT,0,3,1
0.0,94,2,TIMEOUT,0,4,2
0.0,94,3,TIMEOUT,0,5,0
0.0,94,4,TIMEOUT,0,6,0
0.0,94,5,TIMEOUT,0,7,2
0.0,94,6,RESOURCE_TAKEN,0,8,0
0.0,94,7,TIMEOUT,0,9,1
0.0,94,8,TIMEOUT,0,10,1
0.0,94,9,TIMEOUT,0,11,0
0.0,95,0,PARTNER_RESCUED,1,2,0
0.0,95,1,TIMEOUT,0,3,2
0.0,95,2,TIMEOUT,0,4,1
0.0,95,3,RESOURCE_TAKEN,0,5,0
0.0,95,4,TIMEOUT,0,6,0
0.0,95,5,PARTNER_RESCUED,1,7,0
0.0,95,6,TIMEOUT,0,8,0
0.0,95,7,TIMEOUT,0,9,1
0.0,95,8,TIMEOUT,0,10,0
0.0,95,9,TIMEOUT,0,11,0
0.0,96,0,PARTNER_RESCUED,1,2,0
0.0,96,1,TIMEOUT,0,3,1
0.0,96,2,TIMEOUT,0,4,0
0.0,96,3,TIMEOUT,0,5,2
0.0,96,4,TIMEOUT,0,6,0
0.0,96,5,TIMEOUT,0,7,0
0.0,96,6,RESOURCE_TAKEN,0,8,0
0.0,96,7,TIMEOUT,0,9,1
0.0,96,8,TIMEOUT,0,10,0
0.0,96,9,TIMEOUT,0,11,0
0.0,97,0,PARTNER_RESCUED,1,2,0
0.0,97,1,TIMEOUT,0,3,0
0.0,97,2,PARTNER_RESCUED,1,4,0
0.0,97,3,TIMEOUT,0,5,2
0.0,97,4,TIMEOUT,0,6,0
0.0,97,5,TIMEOUT,0,7,1
0.0,97,6,TIMEOUT,0,8,0
0.0,97,7,TIMEOUT,0,9,0
0.0,97,8,RESOURCE_TAKEN,0,10,0
0.0,97,9,PARTNER_RESCUED,1,11,0
0.0,98,0,PARTNER_RESCUED,1,2,0
0.0,98,1,TIMEOUT,0,3,0
0.0,98,2,TIMEOUT,0,4,0
0.0,98,3,TIMEOUT,0,5,1
0.0,98,4,TIMEOUT,0,6,2
0.0,98,5,TIMEOUT,0,7,0
0.0,98,6,TIMEOUT,0,8,0
0.0,98,7,TIMEOUT,0,9,0
0.0,98,8,TIMEOUT,0,10,0
0.0,98,9,TIMEOUT,0,11,2
0.0,99,0,PARTNER_RESCUED,1,2,0
0.0,99,1,PARTNER_RESCUED,1,3,0
0.0,99,2,PARTNER_RESCUED,1,4,0
0.0,99,3,TIMEOUT,0,5,1
0.0,99,4,TIMEOUT,0,6,0
0.0,99,5,TIMEOUT,0,7,2
0.0,99,6,TIMEOUT,0,8,1
0.0,99,7,TIMEOUT,0,9,0
0.0,99,8,TIMEOUT,0,10,1
0.0,99,9,TIMEOUT,0,11,0
0.1,0,0,PARTNER_RESCUED,1,2,0
0.1,0,1,TIMEOUT,0,3,1
0.1,0,2,TIMEOUT,0,4,0
0.1,0,3,TIMEOUT,0,5,1
0.1,0,4,TIMEOUT,0,6,0
0.1,0,5,TIMEOUT,0,7,0
0.1,0,6,TIMEOUT,0,8,1
0.1,0,7,RESOURCE_TAKEN,0,9,0
0.1,0,8,PARTNER_RESCUED,1,10,0
0.1,0,9,TIMEOUT,0,11,1
0.1,1,0,PARTNER_RESCUED,1,2,0
0.1,1,1,TIMEOUT,0,3,2
0.1,1,2,TIMEOUT,0,4,1
0.1,1,3,TIMEOUT,0,5,2
0.1,1,4,TIMEOUT,0,6,2
0.1,1,5,TIMEOUT,0,7,1
0.1,1,6,TIMEOUT,0,8,0
0.1,1,7,TIMEOUT,0,9,2
0.1,1,8,TIMEOUT,0,10,0
0.1,1,9,TIMEOUT,0,11,2
0.1,2,0,PARTNER_RESCUED,1,2,0
0.1,2,1,TIMEOUT,0,3,2
0.1,2,2,TIMEOUT,0,4,4
0.1,2,3,TIMEOUT,0,5,1
0.1,2,4,TIMEOUT,0,6,2
0.1,2,5,RESOURCE_TAKEN,0,7,2
0.1,2,6,TIMEOUT,0,8,1
0.1,2,7,TIMEOUT,0,9,0
0.1,2,8,TIMEOUT,0,10,2
0.1,2,9,PARTNER_RESCUED,1,11,0
0.1,3,0,PARTNER_RESCUED,1,2,0
0.1,3,1,TIMEOUT,0,3,2
0.1,3,2,TIMEOUT,0,4,0
0.1,3,3,TIMEOUT,0,5,2
0.1,3,4,TIMEOUT,0,6,0
0.1,3,5,TIMEOUT,0,7,2
0.1,3,6,TIMEOUT,0,8,2
0.1,3,7,TIMEOUT,0,9,2
0.1,3,8,TIMEOUT,0,10,1
0.1,3,9,TIMEOUT,0,11,1
0.1,4,0,PARTNER_RESCUED,1,2,0
0.1,4,1,TIMEOUT,0,3,2
0.1,4,2,TIMEOUT,0,4,2
0.1,4,3,TIMEOUT,0,5,1
0.1,4,4,TIMEOUT,0,6,1
0.1,4,5,TIMEOUT,0,7,0
0.1,4,6,RESOURCE_TAKEN,0,8,0
0.1,4,7,TIMEOUT,0,9,1
0.1,4,8,TIMEOUT,0,10,0
0.1,4,9,TIMEOUT,0,11,1
0.1,5,0,PARTNER_RESCUED,1,2,0
0.1,5,1,TIMEOUT,0,3,1
0.1,5,2,TIMEOUT,0,4,0
0.1,5,3,TIMEOUT,0,5,1
0.1,5,4,TIMEOUT,0,6,0
0.1,5,5,TIMEOUT,0,7,0
0.1,5,6,TIMEOUT,0,8,3
0.1,5,7,TIMEOUT,0,9,2
0.1,5,8,TIMEOUT,0,10,1
0.1,5,9,TIMEOUT,0,11,0
0.1,6,0,PARTNER_RESCUED,1,2,0
0.1,6,1,TIMEOUT,0,3,0
0.1,6,2,TIMEOUT,0,4,2
0.1,6,3,TIMEOUT,0,5,0
0.1,6,4,TIMEOUT,0,6,0
0.1,6,5,TIMEOUT,0,7,2
0.1,6,6,TIMEOUT,0,8,1
0.1,6,7,RESOURCE_TAKEN,0,9,0
0.1,6,8,TIMEOUT,0,10,1
0.1,6,9,TIMEOUT,0,11,0
0.1,7,0,PARTNER_RESCUED,1,2,0
0.1,7,1,TIMEOUT,0,3,2
0.1,7,2,TIMEOUT,0,4,1
0.1,7,3,TIMEOUT,0,5,1
0.1,7,4,TIMEOUT,0,6,1
0.1,7,5,TIMEOUT,0,7,0
0.1,7,6,TIMEOUT,0,8,0
0.1,7,7,TIMEOUT,0,9,1
0.1,7,8,TIMEOUT,0,10,0
0.1,7,9,TIMEOUT,0,11,2
0.1,8,0,PARTNER_RESCUED,1,2,0
0.1,8,1,TIMEOUT,0,3,0
0.1,8,2,TIMEOUT,0,4,0
0.1,8,3,TIMEOUT,0,5,2
0.1,8,4,TIMEOUT,0,6,1
0.1,8,5,TIMEOUT,0,7,1
0.1,8,6,TIMEOUT,0,8,2
0.1,8,7,RESOURCE_TAKEN,0,9,1
0.1,8,8,PARTNER_RESCUED,1,10,0
0.1,8,9,PARTNER_RESCUED,1,11,0
0.1,9,0,PARTNER_RESCUED,1,2,0
0.1,9,1,TIMEOUT,0,3,0
0.1,9,2,TIMEOUT,0,4,0
0.1,9,3,TIMEOUT,0,5,2
0.1,9,4,TIMEOUT,0,6,1
0.1,9,5,TIMEOUT,0,7,2
0.1,9,6,TIMEOUT,0,8,1
0.1,9,7,RESOURCE_TAKEN,0,9,0
0.1,9,8,PARTNER_RESCUED,1,10,0
0.1,9,9,TIMEOUT,0,11,1
0.1,10,0,PARTNER_RESCUED,1,2,0
0.1,10,1,TIMEOUT,0,3,0
0.1,10,2,TIMEOUT,0,4,2
0.1,10,3,TIMEOUT,0,5,0
0.1,10,4,TIMEOUT,0,6,0
0.1,10,5,TIMEOUT,0,7,2
0.1,10,6,TIMEOUT,0,8,1
0.1,10,7,RESOURCE_TAKEN,0,9,1
0.1,10,8,PARTNER_RESCUED,1,10,0
0.1,10,9,PARTNER_RESCUED,1,11,0
0.1,11,0,TIMEOUT,0,2,0
0.1,11,1,TIMEOUT,0,3,1
0.1,11,2,TIMEOUT,0,4,3
0.1,11,3,TIMEOUT,0,5,1
0.1,11,4,TIMEOUT,0,6,0
0.1,11,5,TIMEOUT,0,7,1
0.1,11,6,TIMEOUT,0,8,2
0.1,11,7,TIMEOUT,0,9,1
0.1,11,8,TIMEOUT,0,10,0
0.1,11,9,TIMEOUT,0,11,3
0.1,12,0,TIMEOUT,0,2,1
0.1,12,1,TIMEOUT,0,3,1
0.1,12,2,TIMEOUT,0,4,0
0.1,12,3,TIMEOUT,0,5,2
0.1,12,4,TIMEOUT,0,6,0
0.1,12,5,TIMEOUT,0,7,1
0.1,12,6,TIMEOUT,0,8,2
0.1,12,7,TIMEOUT,0,9,0
0.1,12,8,TIMEOUT,0,10,2
0.1,12,9,TIMEOUT,0,11,2
0.1,13,0,PARTNER_RESCUED,1,2,0
0.1,13,1,TIMEOUT,0,3,1
0.1,13,2,TIMEOUT,0,4,0
0.1,13,3,TIMEOUT,0,5,3
0.1,13,4,TIMEOUT,0,6,0
0.1,13,5,TIMEOUT,0,7,0
0.1,13,6,TIMEOUT,0,8,3
0.1,13,7,TIMEOUT,0,9,0
0.1,13,8,TIMEOUT,0,10,2
0.1,13,9,RESOURCE_TAKEN,0,11,0
0.1,14,0,PARTNER_RESCUED,1,2,0
0.1,14,1,PARTNER_RESCUED,1,3,0
0.1,14,2,TIMEOUT,0,4,1
0.1,14,3,TIMEOUT,0,5,2
0.1,14,4,TIMEOUT,0,6,0
0.1,14,5,TIMEOUT,0,7,1
0.1,14,6,TIMEOUT,0,8,0
0.1,14,7,TIMEOUT,0,9,2
0.1,14,8,TIMEOUT,0,10,0
0.1,14,9,TIMEOUT,0,11,1
0.1,15,0,PARTNER_RESCUED,1,2,0
0.1,15,1,TIMEOUT,0,3,0
0.1,15,2,TIMEOUT,0,4,2
0.1,15,3,TIMEOUT,0,5,2
0.1,15,4,TIMEOUT,0,6,0
0.1,15,5,TIMEOUT,0,7,1
0.1,15,6,TIMEOUT,0,8,0
0.1,15,7,TIMEOUT,0,9,2
0.1,15,8,TIMEOUT,0,10,0
0.1,15,9,TIMEOUT,0,11,0
0.1,16,0,PARTNER_RESCUED,1,2,0
0.1,16,1,TIMEOUT,0,3,0
0.1,16,2,TIMEOUT,0,4,1
0.1,16,3,TIMEOUT,0,5,0
0.1,16,4,TIMEOUT,0,6,2
0.1,16,5,TIMEOUT,0,7,2
0.1,16,6,TIMEOUT,0,8,1
0.1,16,7,TIMEOUT,0,9,0
0.1,16,8,TIMEOUT,0,10,0
0.1,16,9,TIMEOUT,0,11,1
0.1,17,0,PARTNER_RESCUED,1,2,0
0.1,17,1,TIMEOUT,0,3,0
0.1,17,2,TIMEOUT,0,4,2
0.1,17,3,TIMEOUT,0,5,0
0.1,17,4,TIMEOUT,0,6,2
0.1,17,5,TIMEOUT,0,7,1
0.1,17,6,TIMEOUT,0,8,1
0.1,17,7,RESOURCE_TAKEN,0,9,0
0.1,17,8,TIMEOUT,0,10,1
0.1,17,9,PARTNER_RESCUED,1,11,0
0.1,18,0,TIMEOUT,0,2,1
0.1,18,1,TIMEOUT,0,3,2
0.1,18,2,TIMEOUT,0,4,1
0.1,18,3,TIMEOUT,0,5,1
0.1,18,4,TIMEOUT,0,6,2
0.1,18,5,TIMEOUT,0,7,1
0.1,18,6,TIMEOUT,0,8,0
0.1,18,7,TIMEOUT,0,9,2
0.1,18,8,TIMEOUT,0,10,0
0.1,18,9,RESOURCE_TAKEN,0,11,0
0.1,19,0,PARTNER_RESCUED,1,2,0
0.1,19,1,PARTNER_RESCUED,1,3,0
0.1,19,2,TIMEOUT,0,4,1
0.1,19,3,TIMEOUT,0,5,2
0.1,19,4,TIMEOUT,0,6,2
0.1,19,5,TIMEOUT,0,7,3
0.1,19,6,TIMEOUT,0,8,0
0.1,19,7,TIMEOUT,0,9,3
0.1,19,8,TIMEOUT,0,10,1
0.1,19,9,TIMEOUT,0,11,1
