tau,agent_id,episode_idx,outcome,steps_used,target_switches,n_memories,e_max,was_encoded
0.3,40,5,TIMEOUT,12,1,7,0.4717,1
0.3,40,6,TIMEOUT,12,0,8,0.4717,1
0.3,40,7,RESOURCE_TAKEN,12,0,9,0.4717,1
0.3,40,8,PARTNER_RESCUED,6,0,10,1.0,1
0.3,40,9,TIMEOUT,12,1,11,1.0,1
0.3,41,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,41,1,PARTNER_RESCUED,7,0,3,0.7,1
0.3,41,2,TIMEOUT,12,0,4,1.0,1
0.3,41,3,TIMEOUT,12,0,5,0.5844,1
0.3,41,4,TIMEOUT,12,1,6,0.4717,1
0.3,41,5,TIMEOUT,12,3,7,0.4717,1
0.3,41,6,TIMEOUT,12,0,8,0.4717,1
0.3,41,7,TIMEOUT,12,0,9,0.4717,1
0.3,41,8,TIMEOUT,12,0,10,0.4717,1
0.3,41,9,TIMEOUT,12,1,11,0.4717,1
0.3,42,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,42,1,TIMEOUT,12,1,3,1.0,1
0.3,42,2,TIMEOUT,12,2,4,0.6792,1
0.3,42,3,TIMEOUT,12,1,5,0.4803,1
0.3,42,4,TIMEOUT,12,0,6,0.4717,1
0.3,42,5,TIMEOUT,12,2,7,0.4717,1
0.3,42,6,TIMEOUT,12,2,8,0.4717,1
0.3,42,7,TIMEOUT,12,0,9,0.4717,1
0.3,42,8,RESOURCE_TAKEN,9,0,9,0.2517,0
0.3,42,9,TIMEOUT,12,1,10,0.4717,1
0.3,43,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,43,1,TIMEOUT,12,1,3,1.0,1
0.3,43,2,PARTNER_RESCUED,7,0,4,0.387,1
0.3,43,3,TIMEOUT,12,3,5,1.0,1
0.3,43,4,TIMEOUT,12,1,6,0.4717,1
0.3,43,5,TIMEOUT,12,0,7,0.4717,1
0.3,43,6,TIMEOUT,12,0,8,0.4717,1
0.3,43,7,RESOURCE_TAKEN,12,1,9,0.4717,1
0.3,43,8,PARTNER_RESCUED,6,0,10,1.0,1
0.3,43,9,PARTNER_RESCUED,7,0,11,0.8,1
0.3,44,0,TIMEOUT,12,1,2,1.0,1
0.3,44,1,TIMEOUT,12,1,3,0.8299,1
0.3,44,2,TIMEOUT,12,1,4,0.5601,1
0.3,44,3,TIMEOUT,12,0,5,0.4717,1
0.3,44,4,TIMEOUT,12,2,6,0.4717,1
0.3,44,5,TIMEOUT,12,3,7,0.4717,1
0.3,44,6,RESOURCE_TAKEN,11,0,8,0.39,1
0.3,44,7,PARTNER_RESCUED,7,0,9,1.0,1
0.3,44,8,TIMEOUT,12,1,10,1.0,1
0.3,44,9,TIMEOUT,12,1,11,1.0,1
0.3,45,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,45,1,TIMEOUT,12,1,3,1.0,1
0.3,45,2,TIMEOUT,12,0,4,0.6565,1
0.3,45,3,TIMEOUT,12,2,5,0.4981,1
0.3,45,4,TIMEOUT,12,0,6,0.4717,1
0.3,45,5,TIMEOUT,12,0,7,0.4717,1
0.3,45,6,RESOURCE_TAKEN,12,0,8,0.4717,1
0.3,45,7,PARTNER_RESCUED,6,0,9,1.0,1
0.3,45,8,PARTNER_RESCUED,7,0,10,0.7,1
0.3,45,9,TIMEOUT,12,1,11,1.0,1
0.3,46,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,46,1,TIMEOUT,12,0,3,1.0,1
0.3,46,2,TIMEOUT,12,0,4,0.6805,1
0.3,46,3,TIMEOUT,12,0,5,0.4948,1
0.3,46,4,TIMEOUT,12,1,6,0.4717,1
0.3,46,5,TIMEOUT,12,1,7,0.4717,1
0.3,46,6,RESOURCE_TAKEN,10,0,8,0.3167,1
0.3,46,7,PARTNER_RESCUED,7,0,9,1.0,1
0.3,46,8,PARTNER_RESCUED,7,0,10,0.7,1
0.3,46,9,TIMEOUT,12,1,11,1.0,1
0.3,47,0,TIMEOUT,12,2,2,1.0,1
0.3,47,1,TIMEOUT,12,0,3,0.7985,1
0.3,47,2,TIMEOUT,12,2,4,0.5763,1
0.3,47,3,TIMEOUT,12,2,5,0.4717,1
0.3,47,4,TIMEOUT,12,0,6,0.4717,1
0.3,47,5,TIMEOUT,12,1,7,0.4717,1
0.3,47,6,TIMEOUT,12,1,8,0.4717,1
0.3,47,7,PARTNER_RESCUED,7,0,8,0.1879,0
0.3,47,8,TIMEOUT,12,3,9,0.4717,1
0.3,47,9,RESOURCE_TAKEN,11,0,10,0.39,1
0.3,48,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,48,1,PARTNER_RESCUED,7,0,3,0.7,1
0.3,48,2,TIMEOUT,12,2,4,1.0,1
0.3,48,3,TIMEOUT,12,3,5,0.5647,1
0.3,48,4,TIMEOUT,12,1,6,0.4717,1
0.3,48,5,TIMEOUT,12,2,7,0.4717,1
0.3,48,6,TIMEOUT,12,2,8,0.4717,1
0.3,48,7,TIMEOUT,12,2,9,0.4717,1
0.3,48,8,TIMEOUT,12,0,10,0.4717,1
0.3,48,9,RESOURCE_TAKEN,11,0,11,0.39,1
0.3,49,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,49,1,PARTNER_RESCUED,6,0,3,0.62,1
0.3,49,2,TIMEOUT,12,3,4,1.0,1
0.3,49,3,TIMEOUT,12,0,5,0.5625,1
0.3,49,4,RESOURCE_TAKEN,8,0,6,0.3143,1
0.3,49,5,PARTNER_RESCUED,7,0,7,1.0,1
0.3,49,6,TIMEOUT,12,1,8,1.0,1
0.3,49,7,TIMEOUT,12,0,9,1.0,1
0.3,49,8,TIMEOUT,12,0,10,0.6997,1
0.3,49,9,TIMEOUT,12,1,11,0.5201,1
0.3,50,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,50,1,TIMEOUT,12,2,3,1.0,1
0.3,50,2,TIMEOUT,12,2,4,0.6809,1
0.3,50,3,TIMEOUT,12,2,5,0.5019,1
0.3,50,4,TIMEOUT,12,0,6,0.4717,1
0.3,50,5,TIMEOUT,12,0,7,0.4717,1
0.3,50,6,TIMEOUT,12,1,8,0.4717,1
0.3,50,7,TIMEOUT,12,2,9,0.4717,1
0.3,50,8,TIMEOUT,12,1,10,0.4717,1
0.3,50,9,TIMEOUT,12,0,11,0.4717,1
0.3,51,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,51,1,TIMEOUT,12,0,3,1.0,1
0.3,51,2,TIMEOUT,12,0,4,0.669,1
0.3,51,3,TIMEOUT,12,2,5,0.506,1
0.3,51,4,RESOURCE_TAKEN,12,0,6,0.4717,1
0.3,51,5,PARTNER_RESCUED,6,0,7,1.0,1
0.3,51,6,PARTNER_RESCUED,7,0,8,0.7,1
0.3,51,7,TIMEOUT,12,1,9,1.0,1
0.3,51,8,TIMEOUT,12,0,10,0.8756,1
0.3,51,9,TIMEOUT,12,0,11,0.6189,1
0.3,52,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,52,1,PARTNER_RESCUED,6,0,3,0.62,1
0.3,52,2,TIMEOUT,12,1,4,1.0,1
0.3,52,3,TIMEOUT,12,2,5,0.5749,1
0.3,52,4,TIMEOUT,12,0,6,0.4717,1
0.3,52,5,TIMEOUT,12,1,7,0.4717,1
0.3,52,6,TIMEOUT,12,0,8,0.4717,1
0.3,52,7,TIMEOUT,12,1,9,0.4717,1
0.3,52,8,TIMEOUT,12,0,10,0.4717,1
0.3,52,9,TIMEOUT,12,1,11,0.4717,1
0.3,53,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,53,1,TIMEOUT,12,0,3,1.0,1
0.3,53,2,TIMEOUT,12,2,4,0.6768,1
0.3,53,3,TIMEOUT,12,2,5,0.4903,1
0.3,53,4,TIMEOUT,12,3,6,0.4717,1
0.3,53,5,TIMEOUT,12,0,7,0.4717,1
0.3,53,6,TIMEOUT,12,0,8,0.4717,1
0.3,53,7,TIMEOUT,12,1,9,0.4717,1
0.3,53,8,TIMEOUT,12,1,10,0.4717,1
0.3,53,9,TIMEOUT,12,0,11,0.4717,1
0.3,54,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,54,1,TIMEOUT,12,1,3,1.0,1
0.3,54,2,TIMEOUT,12,1,4,0.6842,1
0.3,54,3,PARTNER_DEAD,9,0,5,0.3726,1
0.3,54,4,PARTNER_RESCUED,7,0,6,1.0,1
0.3,54,5,PARTNER_RESCUED,6,0,7,0.62,1
0.3,54,6,PARTNER_RESCUED,6,0,8,0.62,1
0.3,54,7,PARTNER_RESCUED,6,0,9,0.62,1
0.3,54,8,TIMEOUT,12,0,10,1.0,1
0.3,54,9,TIMEOUT,12,1,11,0.6898,1
0.3,55,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,55,1,PARTNER_RESCUED,7,0,3,0.7,1
0.3,55,2,TIMEOUT,12,1,4,1.0,1
0.3,55,3,RESOURCE_TAKEN,12,0,5,0.5865,1
0.3,55,4,PARTNER_RESCUED,6,0,6,1.0,1
0.3,55,5,TIMEOUT,12,1,7,1.0,1
0.3,55,6,TIMEOUT,12,2,8,1.0,1
0.3,55,7,TIMEOUT,12,2,9,0.7772,1
0.3,55,8,TIMEOUT,12,2,10,0.5323,1
0.3,55,9,TIMEOUT,12,1,11,0.4717,1
0.3,56,0,TIMEOUT,12,1,2,1.0,1
0.3,56,1,TIMEOUT,12,0,3,0.8081,1
0.3,56,2,TIMEOUT,12,1,4,0.5748,1
0.3,56,3,TIMEOUT,12,0,5,0.4717,1
0.3,56,4,TIMEOUT,12,0,6,0.4717,1
0.3,56,5,RESOURCE_TAKEN,12,1,7,0.4717,1
0.3,56,6,PARTNER_RESCUED,6,0,8,1.0,1
0.3,56,7,PARTNER_RESCUED,7,0,9,0.7,1
0.3,56,8,PARTNER_RESCUED,7,0,10,0.7,1
0.3,56,9,TIMEOUT,12,1,11,1.0,1
0.3,57,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,57,1,TIMEOUT,12,1,3,1.0,1
0.3,57,2,TIMEOUT,12,3,4,0.6896,1
0.3,57,3,TIMEOUT,12,0,5,0.5067,1
0.3,57,4,TIMEOUT,12,0,6,0.4717,1
0.3,57,5,TIMEOUT,12,1,7,0.4717,1
0.3,57,6,TIMEOUT,12,1,8,0.4717,1
0.3,57,7,TIMEOUT,12,0,9,0.4717,1
0.3,57,8,TIMEOUT,12,1,10,0.4717,1
0.3,57,9,TIMEOUT,12,0,11,0.4717,1
0.3,58,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,58,1,TIMEOUT,12,2,3,1.0,1
0.3,58,2,TIMEOUT,12,2,4,0.6613,1
0.3,58,3,TIMEOUT,12,2,5,0.4951,1
0.3,58,4,TIMEOUT,12,1,6,0.4717,1
0.3,58,5,TIMEOUT,12,1,7,0.4717,1
0.3,58,6,RESOURCE_TAKEN,12,1,8,0.4717,1
0.3,58,7,TIMEOUT,12,1,9,1.0,1
0.3,58,8,TIMEOUT,12,1,10,1.0,1
0.3,58,9,TIMEOUT,12,0,11,0.9066,1
0.3,59,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,59,1,PARTNER_RESCUED,6,0,3,0.62,1
0.3,59,2,TIMEOUT,12,1,4,1.0,1
0.3,59,3,TIMEOUT,12,0,5,0.5678,1
0.3,59,4,TIMEOUT,12,2,6,0.4717,1
0.3,59,5,TIMEOUT,12,0,7,0.4717,1
0.3,59,6,TIMEOUT,12,1,8,0.4717,1
0.3,59,7,TIMEOUT,12,1,9,0.4717,1
0.3,59,8,RESOURCE_TAKEN,11,0,10,0.39,1
0.3,59,9,PARTNER_RESCUED,6,0,11,1.0,1
0.3,60,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,60,1,TIMEOUT,12,1,3,1.0,1
0.3,60,2,TIMEOUT,12,1,4,0.6525,1
0.3,60,3,TIMEOUT,12,2,5,0.4943,1
0.3,60,4,TIMEOUT,12,2,6,0.4717,1
0.3,60,5,TIMEOUT,12,0,7,0.4717,1
0.3,60,6,TIMEOUT,12,2,8,0.4717,1
0.3,60,7,TIMEOUT,12,2,9,0.4717,1
0.3,60,8,RESOURCE_TAKEN,12,1,10,0.4717,1
0.3,60,9,PARTNER_RESCUED,6,0,11,1.0,1
0.3,61,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,61,1,TIMEOUT,12,1,3,1.0,1
0.3,61,2,TIMEOUT,12,2,4,0.6905,1
0.3,61,3,TIMEOUT,12,0,5,0.4981,1
0.3,61,4,TIMEOUT,12,2,6,0.4717,1
0.3,61,5,TIMEOUT,12,2,7,0.4717,1
0.3,61,6,RESOURCE_TAKEN,12,3,8,0.4717,1
0.3,61,7,PARTNER_RESCUED,6,0,9,1.0,1
0.3,61,8,PARTNER_RESCUED,7,0,10,0.7,1
0.3,61,9,TIMEOUT,12,1,11,1.0,1
0.3,62,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,62,1,PARTNER_RESCUED,6,0,3,0.62,1
0.3,62,2,TIMEOUT,12,0,4,1.0,1
0.3,62,3,TIMEOUT,12,0,5,0.5539,1
0.3,62,4,TIMEOUT,12,2,6,0.4717,1
0.3,62,5,TIMEOUT,12,2,7,0.4717,1
0.3,62,6,TIMEOUT,12,0,8,0.4717,1
0.3,62,7,TIMEOUT,12,0,9,0.4717,1
0.3,62,8,TIMEOUT,12,2,10,0.4717,1
0.3,62,9,TIMEOUT,12,0,11,0.4717,1
0.3,63,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,63,1,TIMEOUT,12,0,3,1.0,1
0.3,63,2,TIMEOUT,12,0,4,0.6784,1
0.3,63,3,TIMEOUT,12,0,5,0.4815,1
0.3,63,4,TIMEOUT,12,2,6,0.4717,1
0.3,63,5,TIMEOUT,12,1,7,0.4717,1
0.3,63,6,TIMEOUT,12,0,8,0.4717,1
0.3,63,7,TIMEOUT,12,1,9,0.4717,1
0.3,63,8,TIMEOUT,12,2,10,0.4717,1
0.3,63,9,RESOURCE_TAKEN,10,0,11,0.3167,1
0.3,64,0,TIMEOUT,12,0,2,1.0,1
0.3,64,1,TIMEOUT,12,1,3,0.8173,1
0.3,64,2,TIMEOUT,12,2,4,0.5826,1
0.3,64,3,TIMEOUT,12,1,5,0.4717,1
0.3,64,4,TIMEOUT,12,0,6,0.4717,1
0.3,64,5,TIMEOUT,12,0,7,0.4717,1
0.3,64,6,TIMEOUT,12,0,8,0.4717,1
0.3,64,7,TIMEOUT,12,2,9,0.4717,1
0.3,64,8,TIMEOUT,12,0,10,0.4717,1
0.3,64,9,TIMEOUT,12,2,11,0.4717,1
0.3,65,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,65,1,TIMEOUT,12,2,3,1.0,1
0.3,65,2,TIMEOUT,12,2,4,0.6841,1
0.3,65,3,TIMEOUT,12,2,5,0.5019,1
0.3,65,4,TIMEOUT,12,2,6,0.4717,1
0.3,65,5,TIMEOUT,12,0,7,0.4717,1
0.3,65,6,TIMEOUT,12,2,8,0.4717,1
0.3,65,7,TIMEOUT,12,0,9,0.4717,1
0.3,65,8,TIMEOUT,12,2,10,0.4717,1
0.3,65,9,TIMEOUT,12,2,11,0.4717,1
0.3,66,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,66,1,TIMEOUT,12,2,3,1.0,1
0.3,66,2,TIMEOUT,12,0,4,0.6704,1
0.3,66,3,RESOURCE_TAKEN,12,0,5,0.5172,1
0.3,66,4,PARTNER_RESCUED,6,0,6,1.0,1
0.3,66,5,PARTNER_RESCUED,7,0,7,0.7,1
0.3,66,6,PARTNER_DEAD,12,0,8,1.0,1
0.3,66,7,TIMEOUT,12,1,9,1.0,1
0.3,66,8,PARTNER_RESCUED,7,0,10,0.98,1
0.3,66,9,PARTNER_DEAD,8,1,11,0.78,1
0.3,67,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,67,1,PARTNER_RESCUED,7,0,3,0.7,1
0.3,67,2,TIMEOUT,12,1,4,1.0,1
0.3,67,3,TIMEOUT,12,0,5,0.5338,1
0.3,67,4,TIMEOUT,12,2,6,0.4717,1
0.3,67,5,TIMEOUT,12,1,7,0.4717,1
0.3,67,6,TIMEOUT,12,3,8,0.4717,1
0.3,67,7,TIMEOUT,12,0,9,0.4717,1
0.3,67,8,TIMEOUT,12,0,10,0.4717,1
0.3,67,9,TIMEOUT,12,2,11,0.4717,1
0.3,68,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,68,1,TIMEOUT,12,0,3,1.0,1
0.3,68,2,TIMEOUT,12,1,4,0.6663,1
0.3,68,3,TIMEOUT,12,2,5,0.501,1
0.3,68,4,TIMEOUT,12,1,6,0.4717,1
0.3,68,5,TIMEOUT,12,1,7,0.4717,1
0.3,68,6,TIMEOUT,12,1,8,0.4717,1
0.3,68,7,TIMEOUT,12,0,9,0.4717,1
0.3,68,8,TIMEOUT,12,0,10,0.4717,1
0.3,68,9,TIMEOUT,12,0,11,0.4717,1
0.3,69,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,69,1,TIMEOUT,12,2,3,1.0,1
0.3,69,2,TIMEOUT,12,0,4,0.7006,1
0.3,69,3,RESOURCE_TAKEN,12,0,5,0.5156,1
0.3,69,4,TIMEOUT,12,1,6,1.0,1
0.3,69,5,TIMEOUT,12,0,7,1.0,1
0.3,69,6,TIMEOUT,12,2,8,0.9212,1
0.3,69,7,TIMEOUT,12,1,9,0.6111,1
0.3,69,8,TIMEOUT,12,2,10,0.4717,1
0.3,69,9,TIMEOUT,12,0,11,0.4717,1
0.3,70,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,70,1,TIMEOUT,12,0,3,1.0,1
0.3,70,2,TIMEOUT,12,2,4,0.6837,1
0.3,70,3,TIMEOUT,12,0,5,0.4909,1
0.3,70,4,TIMEOUT,12,0,6,0.4717,1
0.3,70,5,TIMEOUT,12,1,7,0.4717,1
0.3,70,6,TIMEOUT,12,2,8,0.4717,1
0.3,70,7,RESOURCE_TAKEN,8,0,8,0.2139,0
0.3,70,8,RESOURCE_TAKEN,11,0,9,0.39,1
0.3,70,9,TIMEOUT,12,1,10,1.0,1
0.3,71,0,TIMEOUT,12,1,2,1.0,1
0.3,71,1,PARTNER_RESCUED,7,0,3,0.4905,1
0.3,71,2,TIMEOUT,12,0,4,1.0,1
0.3,71,3,TIMEOUT,12,0,5,0.4978,1
0.3,71,4,TIMEOUT,12,0,6,0.4717,1
0.3,71,5,RESOURCE_TAKEN,11,2,7,0.39,1
0.3,71,6,PARTNER_RESCUED,6,0,8,1.0,1
0.3,71,7,PARTNER_RESCUED,6,0,9,0.62,1
0.3,71,8,TIMEOUT,12,1,10,1.0,1
0.3,71,9,TIMEOUT,12,0,11,0.9017,1
0.3,72,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,72,1,TIMEOUT,12,0,3,1.0,1
0.3,72,2,TIMEOUT,12,1,4,0.6689,1
0.3,72,3,TIMEOUT,12,1,5,0.5011,1
0.3,72,4,TIMEOUT,12,0,6,0.4717,1
0.3,72,5,TIMEOUT,12,0,7,0.4717,1
0.3,72,6,TIMEOUT,12,1,8,0.4717,1
0.3,72,7,TIMEOUT,12,1,9,0.4717,1
0.3,72,8,TIMEOUT,12,3,10,0.4717,1
0.3,72,9,RESOURCE_TAKEN,11,0,11,0.39,1
0.3,73,0,TIMEOUT,12,1,2,1.0,1
0.3,73,1,TIMEOUT,12,0,3,0.8034,1
0.3,73,2,TIMEOUT,12,2,4,0.5669,1
0.3,73,3,TIMEOUT,12,0,5,0.4717,1
0.3,73,4,TIMEOUT,12,1,6,0.4717,1
0.3,73,5,RESOURCE_TAKEN,12,0,7,0.4717,1
0.3,73,6,PARTNER_RESCUED,6,0,8,1.0,1
0.3,73,7,TIMEOUT,12,1,9,1.0,1
0.3,73,8,TIMEOUT,12,0,10,1.0,1
0.3,73,9,TIMEOUT,12,0,11,0.7332,1
0.3,74,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,74,1,PARTNER_RESCUED,7,0,3,0.7,1
0.3,74,2,TIMEOUT,12,0,4,1.0,1
0.3,74,3,TIMEOUT,12,0,5,0.5373,1
0.3,74,4,TIMEOUT,12,2,6,0.4717,1
0.3,74,5,RESOURCE_TAKEN,11,0,7,0.39,1
0.3,74,6,TIMEOUT,12,1,8,1.0,1
0.3,74,7,TIMEOUT,12,0,9,1.0,1
0.3,74,8,PARTNER_DEAD,8,1,10,0.6287,1
0.3,74,9,PARTNER_RESCUED,6,0,11,1.0,1
0.3,75,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,75,1,TIMEOUT,12,1,3,1.0,1
0.3,75,2,TIMEOUT,12,1,4,0.6733,1
0.3,75,3,RESOURCE_TAKEN,8,0,5,0.3552,1
0.3,75,4,PARTNER_RESCUED,6,0,6,1.0,1
0.3,75,5,TIMEOUT,12,1,7,1.0,1
0.3,75,6,TIMEOUT,12,0,8,1.0,1
0.3,75,7,TIMEOUT,12,2,9,0.7615,1
0.3,75,8,TIMEOUT,12,0,10,0.5479,1
0.3,75,9,RESOURCE_TAKEN,11,0,11,0.3992,1
0.3,76,0,TIMEOUT,12,1,2,1.0,1
0.3,76,1,TIMEOUT,12,2,3,0.8385,1
0.3,76,2,TIMEOUT,12,1,4,0.5565,1
0.3,76,3,TIMEOUT,12,0,5,0.4717,1
0.3,76,4,TIMEOUT,12,0,6,0.4717,1
0.3,76,5,TIMEOUT,12,0,7,0.4717,1
0.3,76,6,TIMEOUT,12,0,8,0.4717,1
0.3,76,7,TIMEOUT,12,0,9,0.4717,1
0.3,76,8,TIMEOUT,12,1,10,0.4717,1
0.3,76,9,TIMEOUT,12,2,11,0.4717,1
0.3,77,0,TIMEOUT,12,1,2,1.0,1
0.3,77,1,TIMEOUT,12,2,3,0.839,1
0.3,77,2,TIMEOUT,12,0,4,0.5865,1
0.3,77,3,TIMEOUT,12,1,5,0.4717,1
0.3,77,4,TIMEOUT,12,2,6,0.4717,1
0.3,77,5,TIMEOUT,12,2,7,0.4717,1
0.3,77,6,TIMEOUT,12,2,8,0.4717,1
0.3,77,7,TIMEOUT,12,0,9,0.4717,1
0.3,77,8,RESOURCE_TAKEN,9,0,9,0.2517,0
0.3,77,9,TIMEOUT,12,0,10,0.4717,1
0.3,78,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,78,1,TIMEOUT,12,1,3,1.0,1
0.3,78,2,TIMEOUT,12,1,4,0.6673,1
0.3,78,3,TIMEOUT,12,0,5,0.5002,1
0.3,78,4,TIMEOUT,12,2,6,0.4717,1
0.3,78,5,TIMEOUT,12,3,7,0.4717,1
0.3,78,6,TIMEOUT,12,0,8,0.4717,1
0.3,78,7,TIMEOUT,12,1,9,0.4717,1
0.3,78,8,TIMEOUT,12,0,10,0.4717,1
0.3,78,9,TIMEOUT,12,1,11,0.4717,1
0.3,79,0,TIMEOUT,12,1,2,1.0,1
0.3,79,1,PARTNER_DEAD,8,0,3,0.5552,1
0.3,79,2,PARTNER_RESCUED,6,0,4,1.0,1
0.3,79,3,PARTNER_RESCUED,6,0,5,0.62,1
0.3,79,4,PARTNER_DEAD,9,1,6,0.96,1
0.3,79,5,TIMEOUT,12,1,7,1.0,1
0.3,79,6,TIMEOUT,12,1,8,1.0,1
0.3,79,7,TIMEOUT,12,1,9,1.0,1
0.3,79,8,TIMEOUT,12,0,10,0.6715,1
0.3,79,9,TIMEOUT,12,2,11,0.5009,1
0.3,80,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,80,1,PARTNER_RESCUED,7,0,3,0.7,1
0.3,80,2,TIMEOUT,12,0,4,1.0,1
0.3,80,3,TIMEOUT,12,1,5,0.5542,1
0.3,80,4,TIMEOUT,12,0,6,0.4717,1
0.3,80,5,TIMEOUT,12,2,7,0.4717,1
0.3,80,6,TIMEOUT,12,0,8,0.4717,1
0.3,80,7,TIMEOUT,12,0,9,0.4717,1
0.3,80,8,TIMEOUT,12,3,10,0.4717,1
0.3,80,9,RESOURCE_TAKEN,11,0,11,0.39,1
0.3,81,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,81,1,TIMEOUT,12,1,3,1.0,1
0.3,81,2,TIMEOUT,12,1,4,0.675,1
0.3,81,3,TIMEOUT,12,2,5,0.5016,1
0.3,81,4,TIMEOUT,12,0,6,0.4717,1
0.3,81,5,TIMEOUT,12,1,7,0.4717,1
0.3,81,6,TIMEOUT,12,1,8,0.4717,1
0.3,81,7,TIMEOUT,12,0,9,0.4717,1
0.3,81,8,TIMEOUT,12,0,10,0.4717,1
0.3,81,9,RESOURCE_TAKEN,11,0,11,0.39,1
0.3,82,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,82,1,TIMEOUT,12,1,3,1.0,1
0.3,82,2,TIMEOUT,12,1,4,0.6594,1
0.3,82,3,RESOURCE_TAKEN,11,0,5,0.4684,1
0.3,82,4,TIMEOUT,12,1,6,1.0,1
0.3,82,5,TIMEOUT,12,1,7,1.0,1
0.3,82,6,TIMEOUT,12,0,8,0.9043,1
0.3,82,7,TIMEOUT,12,1,9,0.6235,1
0.3,82,8,RESOURCE_TAKEN,11,0,10,0.4438,1
0.3,82,9,PARTNER_RESCUED,6,0,11,1.0,1
0.3,83,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,83,1,TIMEOUT,12,1,3,1.0,1
0.3,83,2,TIMEOUT,12,1,4,0.7079,1
0.3,83,3,TIMEOUT,12,0,5,0.4862,1
0.3,83,4,TIMEOUT,12,1,6,0.4717,1
0.3,83,5,RESOURCE_TAKEN,8,0,6,0.2466,0
0.3,83,6,TIMEOUT,12,1,7,0.4717,1
0.3,83,7,TIMEOUT,12,2,8,0.4717,1
0.3,83,8,RESOURCE_TAKEN,12,0,9,0.4717,1
0.3,83,9,TIMEOUT,12,1,10,1.0,1
0.3,84,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,84,1,TIMEOUT,12,1,3,1.0,1
0.3,84,2,TIMEOUT,12,1,4,0.6741,1
0.3,84,3,TIMEOUT,12,2,5,0.4969,1
0.3,84,4,TIMEOUT,12,2,6,0.4717,1
0.3,84,5,TIMEOUT,12,1,7,0.4717,1
0.3,84,6,TIMEOUT,12,1,8,0.4717,1
0.3,84,7,TIMEOUT,12,0,9,0.4717,1
0.3,84,8,RESOURCE_TAKEN,9,0,9,0.2517,0
0.3,84,9,TIMEOUT,12,0,10,0.4717,1
0.3,85,0,PARTNER_RESCUED,6,0,2,1.0,1
0.3,85,1,TIMEOUT,12,1,3,1.0,1
0.3,85,2,TIMEOUT,12,2,4,0.6814,1
0.3,85,3,TIMEOUT,12,0,5,0.5159,1
0.3,85,4,TIMEOUT,12,1,6,0.4717,1
0.3,85,5,TIMEOUT,12,2,7,0.4717,1
0.3,85,6,RESOURCE_TAKEN,11,0,8,0.39,1
0.3,85,7,TIMEOUT,12,0,9,1.0,1
0.3,85,8,TIMEOUT,12,0,10,1.0,1
0.3,85,9,TIMEOUT,12,0,11,0.9101,1
0.3,86,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,86,1,PARTNER_RESCUED,7,0,3,0.7,1
0.3,86,2,TIMEOUT,12,0,4,1.0,1
0.3,86,3,TIMEOUT,12,0,5,0.5611,1
0.3,86,4,TIMEOUT,12,1,6,0.4717,1
0.3,86,5,TIMEOUT,12,3,7,0.4717,1
0.3,86,6,TIMEOUT,12,0,8,0.4717,1
0.3,86,7,TIMEOUT,12,0,9,0.4717,1
0.3,86,8,TIMEOUT,12,0,10,0.4717,1
0.3,86,9,RESOURCE_TAKEN,11,0,11,0.39,1
0.3,87,0,PARTNER_RESCUED,7,0,2,1.0,1
0.3,87,1,PARTNER_RESCUED,7,0,3,0.7,1
0.3,87,2,TIMEOUT,12,2,4,1.0,1
