condition,sigma,seed_group,agent_id,episode_idx,outcome,rescued
control,0.0,1,4,9,TIMEOUT,0
control,0.0,1,4,10,TIMEOUT,0
control,0.0,1,4,11,TIMEOUT,0
control,0.0,1,4,12,TIMEOUT,0
control,0.0,1,4,13,TIMEOUT,0
control,0.0,1,4,14,TIMEOUT,0
control,0.0,1,4,15,TIMEOUT,0
control,0.0,1,4,16,TIMEOUT,0
control,0.0,1,4,17,TIMEOUT,0
control,0.0,1,4,18,TIMEOUT,0
control,0.0,1,4,19,TIMEOUT,0
control,0.0,1,5,0,PARTNER_RESCUED,1
control,0.0,1,5,1,TIMEOUT,0
control,0.0,1,5,2,TIMEOUT,0
control,0.0,1,5,3,TIMEOUT,0
control,0.0,1,5,4,PARTNER_RESCUED,1
control,0.0,1,5,5,PARTNER_DEAD,0
control,0.0,1,5,6,PARTNER_RESCUED,1
control,0.0,1,5,7,PARTNER_RESCUED,1
control,0.0,1,5,8,PARTNER_RESCUED,1
control,0.0,1,5,9,PARTNER_RESCUED,1
control,0.0,1,5,10,PARTNER_RESCUED,1
control,0.0,1,5,11,PARTNER_RESCUED,1
control,0.0,1,5,12,PARTNER_RESCUED,1
control,0.0,1,5,13,TIMEOUT,0
control,0.0,1,5,14,TIMEOUT,0
control,0.0,1,5,15,TIMEOUT,0
control,0.0,1,5,16,TIMEOUT,0
control,0.0,1,5,17,TIMEOUT,0
control,0.0,1,5,18,TIMEOUT,0
control,0.0,1,5,19,TIMEOUT,0
control,0.0,1,6,0,PARTNER_RESCUED,1
control,0.0,1,6,1,PARTNER_RESCUED,1
control,0.0,1,6,2,PARTNER_RESCUED,1
control,0.0,1,6,3,TIMEOUT,0
control,0.0,1,6,4,PARTNER_RESCUED,1
control,0.0,1,6,5,PARTNER_RESCUED,1
control,0.0,1,6,6,TIMEOUT,0
control,0.0,1,6,7,TIMEOUT,0
control,0.0,1,6,8,TIMEOUT,0
control,0.0,1,6,9,TIMEOUT,0
control,0.0,1,6,10,TIMEOUT,0
control,0.0,1,6,11,TIMEOUT,0
control,0.0,1,6,12,PARTNER_RESCUED,1
control,0.0,1,6,13,PARTNER_RESCUED,1
control,0.0,1,6,14,PARTNER_RESCUED,1
control,0.0,1,6,15,PARTNER_RESCUED,1
control,0.0,1,6,16,PARTNER_RESCUED,1
control,0.0,1,6,17,TIMEOUT,0
control,0.0,1,6,18,TIMEOUT,0
control,0.0,1,6,19,TIMEOUT,0
control,0.0,1,7,0,PARTNER_RESCUED,1
control,0.0,1,7,1,PARTNER_RESCUED,1
control,0.0,1,7,2,TIMEOUT,0
control,0.0,1,7,3,TIMEOUT,0
control,0.0,1,7,4,PARTNER_RESCUED,1
control,0.0,1,7,5,TIMEOUT,0
control,0.0,1,7,6,TIMEOUT,0
control,0.0,1,7,7,TIMEOUT,0
control,0.0,1,7,8,TIMEOUT,0
control,0.0,1,7,9,TIMEOUT,0
control,0.0,1,7,10,PARTNER_RESCUED,1
control,0.0,1,7,11,TIMEOUT,0
control,0.0,1,7,12,PARTNER_RESCUED,1
control,0.0,1,7,13,PARTNER_RESCUED,1
control,0.0,1,7,14,PARTNER_RESCUED,1
control,0.0,1,7,15,PARTNER_RESCUED,1
control,0.0,1,7,16,PARTNER_RESCUED,1
control,0.0,1,7,17,TIMEOUT,0
control,0.0,1,7,18,TIMEOUT,0
control,0.0,1,7,19,TIMEOUT,0
control,0.0,1,8,0,PARTNER_RESCUED,1
control,0.0,1,8,1,PARTNER_RESCUED,1
control,0.0,1,8,2,PARTNER_RESCUED,1
control,0.0,1,8,3,PARTNER_RESCUED,1
control,0.0,1,8,4,PARTNER_RESCUED,1
control,0.0,1,8,5,PARTNER_RESCUED,1
control,0.0,1,8,6,PARTNER_RESCUED,1
control,0.0,1,8,7,TIMEOUT,0
control,0.0,1,8,8,TIMEOUT,0
control,0.0,1,8,9,TIMEOUT,0
control,0.0,1,8,10,TIMEOUT,0
control,0.0,1,8,11,TIMEOUT,0
control,0.0,1,8,12,TIMEOUT,0
control,0.0,1,8,13,TIMEOUT,0
control,0.0,1,8,14,PARTNER_RESCUED,1
control,0.0,1,8,15,TIMEOUT,0
control,0.0,1,8,16,PARTNER_RESCUED,1
control,0.0,1,8,17,PARTNER_RESCUED,1
control,0.0,1,8,18,PARTNER_RESCUED,1
control,0.0,1,8,19,PARTNER_RESCUED,1
control,0.0,1,9,0,TIMEOUT,0
control,0.0,1,9,1,TIMEOUT,0
control,0.0,1,9,2,TIMEOUT,0
control,0.0,1,9,3,TIMEOUT,0
control,0.0,1,9,4,TIMEOUT,0
control,0.0,1,9,5,TIMEOUT,0
control,0.0,1,9,6,TIMEOUT,0
control,0.0,1,9,7,TIMEOUT,0
control,0.0,1,9,8,TIMEOUT,0
control,0.0,1,9,9,TIMEOUT,0
control,0.0,1,9,10,TIMEOUT,0
control,0.0,1,9,11,TIMEOUT,0
control,0.0,1,9,12,TIMEOUT,0
control,0.0,1,9,13,TIMEOUT,0
control,0.0,1,9,14,TIMEOUT,0
control,0.0,1,9,15,TIMEOUT,0
control,0.0,1,9,16,TIMEOUT,0
control,0.0,1,9,17,TIMEOUT,0
control,0.0,1,9,18,TIMEOUT,0
control,0.0,1,9,19,TIMEOUT,0
control,0.0,1,10,0,PARTNER_RESCUED,1
control,0.0,1,10,1,TIMEOUT,0
control,0.0,1,10,2,TIMEOUT,0
control,0.0,1,10,3,TIMEOUT,0
control,0.0,1,10,4,TIMEOUT,0
control,0.0,1,10,5,TIMEOUT,0
control,0.0,1,10,6,TIMEOUT,0
control,0.0,1,10,7,PARTNER_RESCUED,1
control,0.0,1,10,8,PARTNER_RESCUED,1
control,0.0,1,10,9,PARTNER_RESCUED,1
control,0.0,1,10,10,TIMEOUT,0
control,0.0,1,10,11,PARTNER_RESCUED,1
control,0.0,1,10,12,PARTNER_RESCUED,1
control,0.0,1,10,13,PARTNER_RESCUED,1
control,0.0,1,10,14,TIMEOUT,0
control,0.0,1,10,15,TIMEOUT,0
control,0.0,1,10,16,TIMEOUT,0
control,0.0,1,10,17,TIMEOUT,0
control,0.0,1,10,18,TIMEOUT,0
control,0.0,1,10,19,TIMEOUT,0
control,0.0,1,11,0,PARTNER_RESCUED,1
control,0.0,1,11,1,PARTNER_RESCUED,1
control,0.0,1,11,2,TIMEOUT,0
control,0.0,1,11,3,TIMEOUT,0
control,0.0,1,11,4,TIMEOUT,0
control,0.0,1,11,5,TIMEOUT,0
control,0.0,1,11,6,TIMEOUT,0
control,0.0,1,11,7,PARTNER_RESCUED,1
control,0.0,1,11,8,PARTNER_RESCUED,1
control,0.0,1,11,9,PARTNER_RESCUED,1
control,0.0,1,11,10,PARTNER_RESCUED,1
control,0.0,1,11,11,PARTNER_RESCUED,1
control,0.0,1,11,12,PARTNER_RESCUED,1
control,0.0,1,11,13,TIMEOUT,0
control,0.0,1,11,14,TIMEOUT,0
control,0.0,1,11,15,TIMEOUT,0
control,0.0,1,11,16,TIMEOUT,0
control,0.0,1,11,17,PARTNER_RESCUED,1
control,0.0,1,11,18,PARTNER_RESCUED,1
control,0.0,1,11,19,PARTNER_RESCUED,1
control,0.0,1,12,0,PARTNER_RESCUED,1
control,0.0,1,12,1,PARTNER_RESCUED,1
control,0.0,1,12,2,PARTNER_RESCUED,1
control,0.0,1,12,3,PARTNER_RESCUED,1
control,0.0,1,12,4,PARTNER_RESCUED,1
control,0.0,1,12,5,PARTNER_RESCUED,1
control,0.0,1,12,6,TIMEOUT,0
control,0.0,1,12,7,TIMEOUT,0
control,0.0,1,12,8,TIMEOUT,0
control,0.0,1,12,9,TIMEOUT,0
control,0.0,1,12,10,TIMEOUT,0
control,0.0,1,12,11,TIMEOUT,0
control,0.0,1,12,12,TIMEOUT,0
control,0.0,1,12,13,TIMEOUT,0
control,0.0,1,12,14,TIMEOUT,0
control,0.0,1,12,15,TIMEOUT,0
control,0.0,1,12,16,TIMEOUT,0
control,0.0,1,12,17,TIMEOUT,0
control,0.0,1,12,18,TIMEOUT,0
control,0.0,1,12,19,TIMEOUT,0
control,0.0,1,13,0,PARTNER_RESCUED,1
control,0.0,1,13,1,PARTNER_RESCUED,1
control,0.0,1,13,2,PARTNER_RESCUED,1
control,0.0,1,13,3,TIMEOUT,0
control,0.0,1,13,4,TIMEOUT,0
control,0.0,1,13,5,TIMEOUT,0
control,0.0,1,13,6,TIMEOUT,0
control,0.0,1,13,7,TIMEOUT,0
control,0.0,1,13,8,RESOURCE_TAKEN,0
control,0.0,1,13,9,PARTNER_RESCUED,1
control,0.0,1,13,10,PARTNER_RESCUED,1
control,0.0,1,13,11,PARTNER_RESCUED,1
control,0.0,1,13,12,PARTNER_RESCUED,1
control,0.0,1,13,13,PARTNER_RESCUED,1
control,0.0,1,13,14,PARTNER_RESCUED,1
control,0.0,1,13,15,PARTNER_RESCUED,1
control,0.0,1,13,16,TIMEOUT,0
control,0.0,1,13,17,TIMEOUT,0
control,0.0,1,13,18,TIMEOUT,0
control,0.0,1,13,19,TIMEOUT,0
control,0.0,1,14,0,PARTNER_RESCUED,1
control,0.0,1,14,1,PARTNER_RESCUED,1
control,0.0,1,14,2,PARTNER_RESCUED,1
control,0.0,1,14,3,PARTNER_RESCUED,1
control,0.0,1,14,4,PARTNER_RESCUED,1
control,0.0,1,14,5,PARTNER_RESCUED,1
control,0.0,1,14,6,TIMEOUT,0
control,0.0,1,14,7,TIMEOUT,0
control,0.0,1,14,8,TIMEOUT,0
control,0.0,1,14,9,TIMEOUT,0
control,0.0,1,14,10,PARTNER_RESCUED,1
control,0.0,1,14,11,PARTNER_RESCUED,1
control,0.0,1,14,12,TIMEOUT,0
control,0.0,1,14,13,TIMEOUT,0
control,0.0,1,14,14,PARTNER_RESCUED,1
control,0.0,1,14,15,TIMEOUT,0
control,0.0,1,14,16,TIMEOUT,0
control,0.0,1,14,17,TIMEOUT,0
control,0.0,1,14,18,TIMEOUT,0
control,0.0,1,14,19,TIMEOUT,0
control,0.0,1,15,0,PARTNER_RESCUED,1
control,0.0,1,15,1,PARTNER_RESCUED,1
control,0.0,1,15,2,TIMEOUT,0
control,0.0,1,15,3,TIMEOUT,0
control,0.0,1,15,4,TIMEOUT,0
control,0.0,1,15,5,TIMEOUT,0
control,0.0,1,15,6,TIMEOUT,0
control,0.0,1,15,7,TIMEOUT,0
control,0.0,1,15,8,TIMEOUT,0
control,0.0,1,15,9,RESOURCE_TAKEN,0
control,0.0,1,15,10,PARTNER_RESCUED,1
control,0.0,1,15,11,PARTNER_RESCUED,1
control,0.0,1,15,12,TIMEOUT,0
control,0.0,1,15,13,TIMEOUT,0
control,0.0,1,15,14,TIMEOUT,0
control,0.0,1,15,15,TIMEOUT,0
control,0.0,1,15,16,TIMEOUT,0
control,0.0,1,15,17,TIMEOUT,0
control,0.0,1,15,18,TIMEOUT,0
control,0.0,1,15,19,TIMEOUT,0
control,0.0,1,16,0,PARTNER_RESCUED,1
control,0.0,1,16,1,PARTNER_RESCUED,1
control,0.0,1,16,2,TIMEOUT,0
control,0.0,1,16,3,TIMEOUT,0
control,0.0,1,16,4,TIMEOUT,0
control,0.0,1,16,5,TIMEOUT,0
control,0.0,1,16,6,TIMEOUT,0
control,0.0,1,16,7,PARTNER_RESCUED,1
control,0.0,1,16,8,PARTNER_RESCUED,1
control,0.0,1,16,9,PARTNER_RESCUED,1
control,0.0,1,16,10,PARTNER_RESCUED,1
control,0.0,1,16,11,PARTNER_RESCUED,1
control,0.0,1,16,12,PARTNER_RESCUED,1
control,0.0,1,16,13,TIMEOUT,0
control,0.0,1,16,14,TIMEOUT,0
control,0.0,1,16,15,TIMEOUT,0
control,0.0,1,16,16,TIMEOUT,0
control,0.0,1,16,17,TIMEOUT,0
control,0.0,1,16,18,PARTNER_RESCUED,1
control,0.0,1,16,19,PARTNER_RESCUED,1
control,0.0,1,17,0,PARTNER_RESCUED,1
control,0.0,1,17,1,PARTNER_RESCUED,1
control,0.0,1,17,2,PARTNER_RESCUED,1
control,0.0,1,17,3,TIMEOUT,0
control,0.0,1,17,4,TIMEOUT,0
control,0.0,1,17,5,PARTNER_RESCUED,1
control,0.0,1,17,6,PARTNER_RESCUED,1
control,0.0,1,17,7,PARTNER_DEAD,0
control,0.0,1,17,8,PARTNER_RESCUED,1
control,0.0,1,17,9,PARTNER_RESCUED,1
control,0.0,1,17,10,PARTNER_RESCUED,1
control,0.0,1,17,11,PARTNER_RESCUED,1
control,0.0,1,17,12,PARTNER_RESCUED,1
control,0.0,1,17,13,TIMEOUT,0
control,0.0,1,17,14,TIMEOUT,0
control,0.0,1,17,15,PARTNER_RESCUED,1
control,0.0,1,17,16,TIMEOUT,0
control,0.0,1,17,17,PARTNER_RESCUED,1
control,0.0,1,17,18,PARTNER_RESCUED,1
control,0.0,1,17,19,PARTNER_RESCUED,1
control,0.0,1,18,0,PARTNER_RESCUED,1
control,0.0,1,18,1,TIMEOUT,0
control,0.0,1,18,2,TIMEOUT,0
control,0.0,1,18,3,TIMEOUT,0
control,0.0,1,18,4,TIMEOUT,0
control,0.0,1,18,5,TIMEOUT,0
control,0.0,1,18,6,TIMEOUT,0
control,0.0,1,18,7,TIMEOUT,0
control,0.0,1,18,8,TIMEOUT,0
control,0.0,1,18,9,TIMEOUT,0
control,0.0,1,18,10,TIMEOUT,0
control,0.0,1,18,11,TIMEOUT,0
control,0.0,1,18,12,TIMEOUT,0
control,0.0,1,18,13,TIMEOUT,0
control,0.0,1,18,14,TIMEOUT,0
control,0.0,1,18,15,TIMEOUT,0
control,0.0,1,18,16,PARTNER_RESCUED,1
control,0.0,1,18,17,PARTNER_RESCUED,1
control,0.0,1,18,18,PARTNER_RESCUED,1
control,0.0,1,18,19,TIMEOUT,0
control,0.0,1,19,0,PARTNER_RESCUED,1
control,0.0,1,19,1,PARTNER_RESCUED,1
control,0.0,1,19,2,PARTNER_RESCUED,1
control,0.0,1,19,3,TIMEOUT,0
control,0.0,1,19,4,PARTNER_RESCUED,1
control,0.0,1,19,5,TIMEOUT,0
control,0.0,1,19,6,TIMEOUT,0
control,0.0,1,19,7,TIMEOUT,0
control,0.0,1,19,8,TIMEOUT,0
control,0.0,1,19,9,TIMEOUT,0
control,0.0,1,19,10,TIMEOUT,0
control,0.0,1,19,11,TIMEOUT,0
control,0.0,1,19,12,TIMEOUT,0
control,0.0,1,19,13,TIMEOUT,0
control,0.0,1,19,14,TIMEOUT,0
control,0.0,1,19,15,TIMEOUT,0
control,0.0,1,19,16,PARTNER_RESCUED,1
control,0.0,1,19,17,PARTNER_RESCUED,1
control,0.0,1,19,18,PARTNER_RESCUED,1
control,0.0,1,19,19,PARTNER_RESCUED,1
control,0.0,1,20,0,PARTNER_RESCUED,1
control,0.0,1,20,1,PARTNER_RESCUED,1
control,0.0,1,20,2,TIMEOUT,0
control,0.0,1,20,3,TIMEOUT,0
control,0.0,1,20,4,TIMEOUT,0
control,0.0,1,20,5,TIMEOUT,0
control,0.0,1,20,6,TIMEOUT,0
control,0.0,1,20,7,TIMEOUT,0
control,0.0,1,20,8,TIMEOUT,0
control,0.0,1,20,9,TIMEOUT,0
control,0.0,1,20,10,TIMEOUT,0
control,0.0,1,20,11,TIMEOUT,0
control,0.0,1,20,12,TIMEOUT,0
control,0.0,1,20,13,TIMEOUT,0
control,0.0,1,20,14,TIMEOUT,0
control,0.0,1,20,15,TIMEOUT,0
control,0.0,1,20,16,TIMEOUT,0
control,0.0,1,20,17,PARTNER_RESCUED,1
control,0.0,1,20,18,PARTNER_RESCUED,1
control,0.0,1,20,19,TIMEOUT,0
control,0.0,1,21,0,PARTNER_RESCUED,1
control,0.0,1,21,1,PARTNER_RESCUED,1
control,0.0,1,21,2,TIMEOUT,0
control,0.0,1,21,3,TIMEOUT,0
control,0.0,1,21,4,PARTNER_RESCUED,1
control,0.0,1,21,5,PARTNER_RESCUED,1
control,0.0,1,21,6,PARTNER_RESCUED,1
control,0.0,1,21,7,PARTNER_RESCUED,1
control,0.0,1,21,8,TIMEOUT,0
control,0.0,1,21,9,TIMEOUT,0
control,0.0,1,21,10,TIMEOUT,0
control,0.0,1,21,11,TIMEOUT,0
control,0.0,1,21,12,PARTNER_RESCUED,1
control,0.0,1,21,13,TIMEOUT,0
control,0.0,1,21,14,TIMEOUT,0
control,0.0,1,21,15,TIMEOUT,0
control,0.0,1,21,16,TIMEOUT,0
control,0.0,1,21,17,TIMEOUT,0
control,0.0,1,21,18,TIMEOUT,0
control,0.0,1,21,19,TIMEOUT,0
control,0.0,1,22,0,PARTNER_RESCUED,1
control,0.0,1,22,1,PARTNER_RESCUED,1
control,0.0,1,22,2,TIMEOUT,0
control,0.0,1,22,3,TIMEOUT,0
control,0.0,1,22,4,TIMEOUT,0
control,0.0,1,22,5,TIMEOUT,0
control,0.0,1,22,6,TIMEOUT,0
control,0.0,1,22,7,TIMEOUT,0
control,0.0,1,22,8,PARTNER_RESCUED,1
control,0.0,1,22,9,TIMEOUT,0
control,0.0,1,22,10,TIMEOUT,0
control,0.0,1,22,11,PARTNER_RESCUED,1
control,0.0,1,22,12,TIMEOUT,0
control,0.0,1,22,13,TIMEOUT,0
control,0.0,1,22,14,TIMEOUT,0
control,0.0,1,22,15,TIMEOUT,0
control,0.0,1,22,16,TIMEOUT,0
control,0.0,1,22,17,TIMEOUT,0
control,0.0,1,22,18,TIMEOUT,0
control,0.0,1,22,19,PARTNER_RESCUED,1
control,0.0,1,23,0,PARTNER_RESCUED,1
control,0.0,1,23,1,PARTNER_RESCUED,1
control,0.0,1,23,2,PARTNER_RESCUED,1
control,0.0,1,23,3,TIMEOUT,0
control,0.0,1,23,4,TIMEOUT,0
control,0.0,1,23,5,TIMEOUT,0
control,0.0,1,23,6,TIMEOUT,0
control,0.0,1,23,7,TIMEOUT,0
control,0.0,1,23,8,TIMEOUT,0
control,0.0,1,23,9,PARTNER_RESCUED,1
control,0.0,1,23,10,PARTNER_RESCUED,1
control,0.0,1,23,11,PARTNER_RESCUED,1
control,0.0,1,23,12,PARTNER_RESCUED,1
control,0.0,1,23,13,PARTNER_RESCUED,1
control,0.0,1,23,14,PARTNER_RESCUED,1
control,0.0,1,23,15,PARTNER_RESCUED,1
control,0.0,1,23,16,PARTNER_RESCUED,1
control,0.0,1,23,17,PARTNER_RESCUED,1
control,0.0,1,23,18,PARTNER_RESCUED,1
control,0.0,1,23,19,TIMEOUT,0
control,0.0,1,24,0,PARTNER_RESCUED,1
control,0.0,1,24,1,PARTNER_RESCUED,1
control,0.0,1,24,2,PARTNER_RESCUED,1
control,0.0,1,24,3,PARTNER_RESCUED,1
control,0.0,1,24,4,PARTNER_RESCUED,1
control,0.0,1,24,5,TIMEOUT,0
control,0.0,1,24,6,PARTNER_RESCUED,1
control,0.0,1,24,7,PARTNER_RESCUED,1
control,0.0,1,24,8,TIMEOUT,0
control,0.0,1,24,9,TIMEOUT,0
control,0.0,1,24,10,TIMEOUT,0
control,0.0,1,24,11,TIMEOUT,0
control,0.0,1,24,12,TIMEOUT,0
control,0.0,1,24,13,TIMEOUT,0
control,0.0,1,24,14,TIMEOUT,0
control,0.0,1,24,15,TIMEOUT,0
control,0.0,1,24,16,TIMEOUT,0
control,0.0,1,24,17,TIMEOUT,0
control,0.0,1,24,18,TIMEOUT,0
control,0.0,1,24,19,PARTNER_RESCUED,1
control,0.0,2,0,0,PARTNER_RESCUED,1
control,0.0,2,0,1,PARTNER_RESCUED,1
control,0.0,2,0,2,PARTNER_RESCUED,1
control,0.0,2,0,3,PARTNER_RESCUED,1
control,0.0,2,0,4,TIMEOUT,0
control,0.0,2,0,5,TIMEOUT,0
control,0.0,2,0,6,TIMEOUT,0
control,0.0,2,0,7,TIMEOUT,0
control,0.0,2,0,8,TIMEOUT,0
control,0.0,2,0,9,PARTNER_RESCUED,1
control,0.0,2,0,10,TIMEOUT,0
control,0.0,2,0,11,PARTNER_RESCUED,1
control,0.0,2,0,12,TIMEOUT,0
control,0.0,2,0,13,TIMEOUT,0
control,0.0,2,0,14,TIMEOUT,0
control,0.0,2,0,15,PARTNER_RESCUED,1
control,0.0,2,0,16,TIMEOUT,0
control,0.0,2,0,17,TIMEOUT,0
control,0.0,2,0,18,TIMEOUT,0
control,0.0,2,0,19,TIMEOUT,0
control,0.0,2,1,0,PARTNER_RESCUED,1
control,0.0,2,1,1,PARTNER_RESCUED,1
control,0.0,2,1,2,PARTNER_RESCUED,1
control,0.0,2,1,3,PARTNER_RESCUED,1
control,0.0,2,1,4,PARTNER_RESCUED,1
control,0.0,2,1,5,PARTNER_RESCUED,1
control,0.0,2,1,6,PARTNER_RESCUED,1
control,0.0,2,1,7,TIMEOUT,0
control,0.0,2,1,8,TIMEOUT,0
control,0.0,2,1,9,PARTNER_RESCUED,1
control,0.0,2,1,10,PARTNER_RESCUED,1
control,0.0,2,1,11,PARTNER_RESCUED,1
control,0.0,2,1,12,TIMEOUT,0
control,0.0,2,1,13,PARTNER_RESCUED,1
control,0.0,2,1,14,TIMEOUT,0
control,0.0,2,1,15,TIMEOUT,0
control,0.0,2,1,16,PARTNER_DEAD,0
control,0.0,2,1,17,PARTNER_RESCUED,1
control,0.0,2,1,18,PARTNER_RESCUED,1
control,0.0,2,1,19,TIMEOUT,0
control,0.0,2,2,0,PARTNER_RESCUED,1
control,0.0,2,2,1,PARTNER_RESCUED,1
control,0.0,2,2,2,PARTNER_RESCUED,1
control,0.0,2,2,3,PARTNER_RESCUED,1
control,0.0,2,2,4,TIMEOUT,0
control,0.0,2,2,5,TIMEOUT,0
control,0.0,2,2,6,TIMEOUT,0
control,0.0,2,2,7,PARTNER_RESCUED,1
control,0.0,2,2,8,PARTNER_RESCUED,1
control,0.0,2,2,9,TIMEOUT,0
control,0.0,2,2,10,TIMEOUT,0
control,0.0,2,2,11,TIMEOUT,0
control,0.0,2,2,12,TIMEOUT,0
control,0.0,2,2,13,TIMEOUT,0
control,0.0,2,2,14,TIMEOUT,0
control,0.0,2,2,15,TIMEOUT,0
control,0.0,2,2,16,TIMEOUT,0
control,0.0,2,2,17,TIMEOUT,0
control,0.0,2,2,18,PARTNER_RESCUED,1
control,0.0,2,2,19,PARTNER_RESCUED,1
control,0.0,2,3,0,PARTNER_RESCUED,1
control,0.0,2,3,1,TIMEOUT,0
control,0.0,2,3,2,PARTNER_RESCUED,1
control,0.0,2,3,3,PARTNER_RESCUED,1
control,0.0,2,3,4,TIMEOUT,0
control,0.0,2,3,5,TIMEOUT,0
control,0.0,2,3,6,TIMEOUT,0
control,0.0,2,3,7,PARTNER_RESCUED,1
control,0.0,2,3,8,PARTNER_RESCUED,1
control,0.0,2,3,9,PARTNER_RESCUED,1
control,0.0,2,3,10,PARTNER_RESCUED,1
control,0.0,2,3,11,PARTNER_RESCUED,1
control,0.0,2,3,12,TIMEOUT,0
control,0.0,2,3,13,TIMEOUT,0
control,0.0,2,3,14,TIMEOUT,0
control,0.0,2,3,15,PARTNER_RESCUED,1
control,0.0,2,3,16,TIMEOUT,0
control,0.0,2,3,17,TIMEOUT,0
control,0.0,2,3,18,PARTNER_RESCUED,1
control,0.0,2,3,19,PARTNER_RESCUED,1
control,0.0,2,4,0,PARTNER_RESCUED,1
control,0.0,2,4,1,PARTNER_RESCUED,1
control,0.0,2,4,2,PARTNER_RESCUED,1
control,0.0,2,4,3,PARTNER_RESCUED,1
control,0.0,2,4,4,PARTNER_RESCUED,1
control,0.0,2,4,5,PARTNER_RESCUED,1
control,0.0,2,4,6,TIMEOUT,0
control,0.0,2,4,7,PARTNER_RESCUED,1
control,0.0,2,4,8,TIMEOUT,0
control,0.0,2,4,9,TIMEOUT,0
control,0.0,2,4,10,TIMEOUT,0
control,0.0,2,4,11,PARTNER_RESCUED,1
control,0.0,2,4,12,PARTNER_RESCUED,1
control,0.0,2,4,13,PARTNER_RESCUED,1
control,0.0,2,4,14,PARTNER_RESCUED,1
control,0.0,2,4,15,PARTNER_RESCUED,1
control,0.0,2,4,16,PARTNER_RESCUED,1
control,0.0,2,4,17,PARTNER_RESCUED,1
control,0.0,2,4,18,PARTNER_RESCUED,1
control,0.0,2,4,19,PARTNER_RESCUED,1
control,0.0,2,5,0,PARTNER_RESCUED,1
control,0.0,2,5,1,PARTNER_RESCUED,1
control,0.0,2,5,2,TIMEOUT,0
control,0.0,2,5,3,PARTNER_RESCUED,1
control,0.0,2,5,4,PARTNER_RESCUED,1
control,0.0,2,5,5,TIMEOUT,0
control,0.0,2,5,6,PARTNER_RESCUED,1
control,0.0,2,5,7,TIMEOUT,0
control,0.0,2,5,8,TIMEOUT,0
control,0.0,2,5,9,PARTNER_RESCUED,1
control,0.0,2,5,10,PARTNER_RESCUED,1
control,0.0,2,5,11,TIMEOUT,0
control,0.0,2,5,12,TIMEOUT,0
control,0.0,2,5,13,TIMEOUT,0
control,0.0,2,5,14,PARTNER_RESCUED,1
control,0.0,2,5,15,PARTNER_RESCUED,1
control,0.0,2,5,16,PARTNER_RESCUED,1
control,0.0,2,5,17,TIMEOUT,0
control,0.0,2,5,18,TIMEOUT,0
control,0.0,2,5,19,TIMEOUT,0
control,0.0,2,6,0,PARTNER_RESCUED,1
control,0.0,2,6,1,PARTNER_RESCUED,1
control,0.0,2,6,2,TIMEOUT,0
control,0.0,2,6,3,TIMEOUT,0
control,0.0,2,6,4,PARTNER_RESCUED,1
control,0.0,2,6,5,TIMEOUT,0
control,0.0,2,6,6,TIMEOUT,0
control,0.0,2,6,7,TIMEOUT,0
control,0.0,2,6,8,TIMEOUT,0
control,0.0,2,6,9,TIMEOUT,0
control,0.0,2,6,10,TIMEOUT,0
control,0.0,2,6,11,TIMEOUT,0
control,0.0,2,6,12,TIMEOUT,0
control,0.0,2,6,13,TIMEOUT,0
control,0.0,2,6,14,TIMEOUT,0
control,0.0,2,6,15,TIMEOUT,0
control,0.0,2,6,16,TIMEOUT,0
control,0.0,2,6,17,TIMEOUT,0
control,0.0,2,6,18,TIMEOUT,0
control,0.0,2,6,19,TIMEOUT,0
control,0.0,2,7,0,PARTNER_RESCUED,1
control,0.0,2,7,1,PARTNER_RESCUED,1
control,0.0,2,7,2,PARTNER_RESCUED,1
control,0.0,2,7,3,PARTNER_RESCUED,1
control,0.0,2,7,4,PARTNER_RESCUED,1
control,0.0,2,7,5,PARTNER_RESCUED,1
control,0.0,2,7,6,TIMEOUT,0
control,0.0,2,7,7,TIMEOUT,0
control,0.0,2,7,8,PARTNER_RESCUED,1
control,0.0,2,7,9,TIMEOUT,0
control,0.0,2,7,10,TIMEOUT,0
control,0.0,2,7,11,TIMEOUT,0
control,0.0,2,7,12,TIMEOUT,0
control,0.0,2,7,13,TIMEOUT,0
control,0.0,2,7,14,TIMEOUT,0
control,0.0,2,7,15,TIMEOUT,0
control,0.0,2,7,16,TIMEOUT,0
control,0.0,2,7,17,TIMEOUT,0
control,0.0,2,7,18,TIMEOUT,0
control,0.0,2,7,19,TIMEOUT,0
control,0.0,2,8,0,PARTNER_RESCUED,1
control,0.0,2,8,1,PARTNER_RESCUED,1
control,0.0,2,8,2,TIMEOUT,0
control,0.0,2,8,3,TIMEOUT,0
control,0.0,2,8,4,TIMEOUT,0
control,0.0,2,8,5,TIMEOUT,0
control,0.0,2,8,6,TIMEOUT,0
control,0.0,2,8,7,TIMEOUT,0
control,0.0,2,8,8,TIMEOUT,0
control,0.0,2,8,9,PARTNER_RESCUED,1
control,0.0,2,8,10,PARTNER_RESCUED,1
control,0.0,2,8,11,PARTNER_RESCUED,1
control,0.0,2,8,12,TIMEOUT,0
control,0.0,2,8,13,TIMEOUT,0
control,0.0,2,8,14,TIMEOUT,0
control,0.0,2,8,15,TIMEOUT,0
control,0.0,2,8,16,TIMEOUT,0
control,0.0,2,8,17,PARTNER_DEAD,0
control,0.0,2,8,18,PARTNER_RESCUED,1
