sigma,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
0.0,29,2,PARTNER_RESCUED,1,4,0
0.0,29,3,PARTNER_RESCUED,1,5,0
0.0,29,4,TIMEOUT,0,6,0
0.0,29,5,TIMEOUT,0,7,1
0.0,29,6,TIMEOUT,0,8,2
0.0,29,7,TIMEOUT,0,9,2
0.0,29,8,TIMEOUT,0,10,0
0.0,29,9,TIMEOUT,0,11,1
0.0,29,10,TIMEOUT,0,12,0
0.0,29,11,PARTNER_RESCUED,1,13,0
0.0,29,12,TIMEOUT,0,14,1
0.0,29,13,TIMEOUT,0,15,0
0.0,29,14,TIMEOUT,0,16,2
0.0,29,15,TIMEOUT,0,17,1
0.0,29,16,TIMEOUT,0,18,1
0.0,29,17,TIMEOUT,0,19,1
0.0,29,18,TIMEOUT,0,20,2
0.0,29,19,TIMEOUT,0,21,0
0.0,30,0,PARTNER_RESCUED,1,2,0
0.0,30,1,PARTNER_RESCUED,1,3,0
0.0,30,2,PARTNER_RESCUED,1,4,0
0.0,30,3,TIMEOUT,0,5,0
0.0,30,4,PARTNER_RESCUED,1,6,0
0.0,30,5,TIMEOUT,0,7,1
0.0,30,6,TIMEOUT,0,8,0
0.0,30,7,TIMEOUT,0,9,0
0.0,30,8,TIMEOUT,0,10,0
0.0,30,9,PARTNER_RESCUED,1,11,0
0.0,30,10,PARTNER_RESCUED,1,12,0
0.0,30,11,PARTNER_RESCUED,1,13,0
0.0,30,12,TIMEOUT,0,14,1
0.0,30,13,TIMEOUT,0,15,2
0.0,30,14,TIMEOUT,0,16,2
0.0,30,15,TIMEOUT,0,17,2
0.0,30,16,TIMEOUT,0,18,0
0.0,30,17,TIMEOUT,0,19,1
0.0,30,18,TIMEOUT,0,20,1
0.0,30,19,TIMEOUT,0,21,0
0.0,31,0,PARTNER_RESCUED,1,2,0
0.0,31,1,PARTNER_RESCUED,1,3,0
0.0,31,2,PARTNER_RESCUED,1,4,0
0.0,31,3,TIMEOUT,0,5,1
0.0,31,4,PARTNER_RESCUED,1,6,0
0.0,31,5,TIMEOUT,0,7,1
0.0,31,6,TIMEOUT,0,8,0
0.0,31,7,TIMEOUT,0,9,0
0.0,31,8,TIMEOUT,0,10,2
0.0,31,9,TIMEOUT,0,11,2
0.0,31,10,TIMEOUT,0,12,1
0.0,31,11,TIMEOUT,0,13,1
0.0,31,12,TIMEOUT,0,14,1
0.0,31,13,TIMEOUT,0,15,1
0.0,31,14,TIMEOUT,0,16,2
0.0,31,15,TIMEOUT,0,17,1
0.0,31,16,TIMEOUT,0,18,2
0.0,31,17,TIMEOUT,0,19,0
0.0,31,18,TIMEOUT,0,20,1
0.0,31,19,PARTNER_RESCUED,1,21,0
0.0,32,0,PARTNER_RESCUED,1,2,0
0.0,32,1,TIMEOUT,0,3,0
0.0,32,2,PARTNER_RESCUED,1,4,0
0.0,32,3,PARTNER_RESCUED,1,5,0
0.0,32,4,PARTNER_RESCUED,1,6,0
0.0,32,5,PARTNER_RESCUED,1,7,0
0.0,32,6,TIMEOUT,0,8,1
0.0,32,7,TIMEOUT,0,9,0
0.0,32,8,TIMEOUT,0,10,0
0.0,32,9,TIMEOUT,0,11,0
0.0,32,10,TIMEOUT,0,12,0
0.0,32,11,TIMEOUT,0,13,1
0.0,32,12,TIMEOUT,0,14,0
0.0,32,13,TIMEOUT,0,15,2
0.0,32,14,TIMEOUT,0,16,0
0.0,32,15,TIMEOUT,0,17,1
0.0,32,16,PARTNER_RESCUED,1,18,0
0.0,32,17,PARTNER_RESCUED,1,19,0
0.0,32,18,TIMEOUT,0,20,0
0.0,32,19,TIMEOUT,0,21,2
0.0,33,0,PARTNER_RESCUED,1,2,0
0.0,33,1,PARTNER_RESCUED,1,3,0
0.0,33,2,TIMEOUT,0,4,1
0.0,33,3,TIMEOUT,0,5,1
0.0,33,4,TIMEOUT,0,6,1
0.0,33,5,TIMEOUT,0,7,0
0.0,33,6,TIMEOUT,0,8,0
0.0,33,7,PARTNER_RESCUED,1,9,0
0.0,33,8,TIMEOUT,0,10,2
0.0,33,9,TIMEOUT,0,11,2
0.0,33,10,TIMEOUT,0,12,0
0.0,33,11,TIMEOUT,0,13,0
0.0,33,12,PARTNER_RESCUED,1,14,0
0.0,33,13,TIMEOUT,0,15,1
0.0,33,14,TIMEOUT,0,16,1
0.0,33,15,TIMEOUT,0,17,0
0.0,33,16,TIMEOUT,0,18,0
0.0,33,17,TIMEOUT,0,19,1
0.0,33,18,TIMEOUT,0,20,1
0.0,33,19,TIMEOUT,0,21,1
0.0,34,0,PARTNER_RESCUED,1,2,0
0.0,34,1,TIMEOUT,0,3,1
0.0,34,2,TIMEOUT,0,4,0
0.0,34,3,PARTNER_RESCUED,1,5,0
0.0,34,4,PARTNER_RESCUED,1,6,0
0.0,34,5,PARTNER_RESCUED,1,7,0
0.0,34,6,PARTNER_RESCUED,1,8,0
0.0,34,7,PARTNER_RESCUED,1,9,0
0.0,34,8,PARTNER_RESCUED,1,10,0
0.0,34,9,TIMEOUT,0,11,1
0.0,34,10,TIMEOUT,0,12,0
0.0,34,11,TIMEOUT,0,13,0
0.0,34,12,TIMEOUT,0,14,2
0.0,34,13,TIMEOUT,0,15,2
0.0,34,14,PARTNER_RESCUED,1,16,0
0.0,34,15,PARTNER_RESCUED,1,17,0
0.0,34,16,PARTNER_RESCUED,1,18,0
0.0,34,17,PARTNER_RESCUED,1,19,0
0.0,34,18,TIMEOUT,0,20,1
0.0,34,19,TIMEOUT,0,21,2
0.0,35,0,PARTNER_RESCUED,1,2,0
0.0,35,1,PARTNER_RESCUED,1,3,0
0.0,35,2,TIMEOUT,0,4,0
0.0,35,3,PARTNER_RESCUED,1,5,0
0.0,35,4,PARTNER_RESCUED,1,6,0
0.0,35,5,TIMEOUT,0,7,0
0.0,35,6,TIMEOUT,0,8,1
0.0,35,7,TIMEOUT,0,9,0
0.0,35,8,TIMEOUT,0,10,0
0.0,35,9,TIMEOUT,0,11,0
0.0,35,10,TIMEOUT,0,12,0
0.0,35,11,TIMEOUT,0,13,2
0.0,35,12,TIMEOUT,0,14,0
0.0,35,13,PARTNER_RESCUED,1,15,0
0.0,35,14,TIMEOUT,0,16,1
0.0,35,15,TIMEOUT,0,17,1
0.0,35,16,TIMEOUT,0,18,0
0.0,35,17,TIMEOUT,0,19,0
0.0,35,18,PARTNER_RESCUED,1,20,0
0.0,35,19,TIMEOUT,0,21,1
0.0,36,0,PARTNER_RESCUED,1,2,0
0.0,36,1,PARTNER_RESCUED,1,3,0
0.0,36,2,PARTNER_RESCUED,1,4,0
0.0,36,3,PARTNER_RESCUED,1,5,0
0.0,36,4,TIMEOUT,0,6,0
0.0,36,5,PARTNER_DEAD,0,7,0
0.0,36,6,PARTNER_RESCUED,1,8,0
0.0,36,7,PARTNER_RESCUED,1,9,0
0.0,36,8,PARTNER_RESCUED,1,10,0
0.0,36,9,PARTNER_RESCUED,1,11,0
0.0,36,10,TIMEOUT,0,12,1
0.0,36,11,TIMEOUT,0,13,1
0.0,36,12,TIMEOUT,0,14,0
0.0,36,13,TIMEOUT,0,15,0
0.0,36,14,TIMEOUT,0,16,0
0.0,36,15,TIMEOUT,0,17,0
0.0,36,16,TIMEOUT,0,18,2
0.0,36,17,TIMEOUT,0,19,1
0.0,36,18,TIMEOUT,0,20,0
0.0,36,19,TIMEOUT,0,21,0
0.0,37,0,PARTNER_RESCUED,1,2,0
0.0,37,1,TIMEOUT,0,3,1
0.0,37,2,TIMEOUT,0,4,2
0.0,37,3,TIMEOUT,0,5,2
0.0,37,4,TIMEOUT,0,6,0
0.0,37,5,PARTNER_RESCUED,1,7,0
0.0,37,6,PARTNER_RESCUED,1,8,0
0.0,37,7,PARTNER_RESCUED,1,9,0
0.0,37,8,TIMEOUT,0,10,1
0.0,37,9,TIMEOUT,0,11,1
0.0,37,10,TIMEOUT,0,12,2
0.0,37,11,TIMEOUT,0,13,0
0.0,37,12,TIMEOUT,0,14,0
0.0,37,13,PARTNER_RESCUED,1,15,0
0.0,37,14,PARTNER_RESCUED,1,16,0
0.0,37,15,PARTNER_RESCUED,1,17,0
0.0,37,16,PARTNER_RESCUED,1,18,0
0.0,37,17,PARTNER_RESCUED,1,19,0
0.0,37,18,TIMEOUT,0,20,1
0.0,37,19,TIMEOUT,0,21,2
0.0,38,0,PARTNER_RESCUED,1,2,0
0.0,38,1,PARTNER_RESCUED,1,3,0
0.0,38,2,PARTNER_RESCUED,1,4,0
0.0,38,3,PARTNER_RESCUED,1,5,0
0.0,38,4,PARTNER_RESCUED,1,6,0
0.0,38,5,PARTNER_RESCUED,1,7,0
0.0,38,6,TIMEOUT,0,8,1
0.0,38,7,TIMEOUT,0,9,0
0.0,38,8,TIMEOUT,0,10,0
0.0,38,9,TIMEOUT,0,11,1
0.0,38,10,TIMEOUT,0,12,0
0.0,38,11,TIMEOUT,0,13,0
0.0,38,12,TIMEOUT,0,14,1
0.0,38,13,TIMEOUT,0,15,1
0.0,38,14,TIMEOUT,0,16,0
0.0,38,15,TIMEOUT,0,17,1
0.0,38,16,TIMEOUT,0,18,0
0.0,38,17,TIMEOUT,0,19,0
0.0,38,18,TIMEOUT,0,20,0
0.0,38,19,TIMEOUT,0,21,0
0.0,39,0,PARTNER_RESCUED,1,2,0
0.0,39,1,PARTNER_RESCUED,1,3,0
0.0,39,2,TIMEOUT,0,4,0
0.0,39,3,PARTNER_RESCUED,1,5,0
0.0,39,4,TIMEOUT,0,6,1
0.0,39,5,TIMEOUT,0,7,0
0.0,39,6,TIMEOUT,0,8,0
0.0,39,7,TIMEOUT,0,9,1
0.0,39,8,TIMEOUT,0,10,1
0.0,39,9,TIMEOUT,0,11,1
0.0,39,10,TIMEOUT,0,12,1
0.0,39,11,TIMEOUT,0,13,1
0.0,39,12,TIMEOUT,0,14,0
0.0,39,13,TIMEOUT,0,15,0
0.0,39,14,TIMEOUT,0,16,0
0.0,39,15,TIMEOUT,0,17,2
0.0,39,16,TIMEOUT,0,18,0
0.0,39,17,TIMEOUT,0,19,1
0.0,39,18,TIMEOUT,0,20,2
0.0,39,19,TIMEOUT,0,21,0
0.0,40,0,PARTNER_RESCUED,1,2,0
0.0,40,1,PARTNER_RESCUED,1,3,0
0.0,40,2,PARTNER_RESCUED,1,4,0
0.0,40,3,TIMEOUT,0,5,1
0.0,40,4,TIMEOUT,0,6,2
0.0,40,5,TIMEOUT,0,7,2
0.0,40,6,TIMEOUT,0,8,1
0.0,40,7,TIMEOUT,0,9,0
0.0,40,8,TIMEOUT,0,10,0
0.0,40,9,TIMEOUT,0,11,3
0.0,40,10,TIMEOUT,0,12,1
0.0,40,11,TIMEOUT,0,13,1
0.0,40,12,PARTNER_RESCUED,1,14,0
0.0,40,13,PARTNER_RESCUED,1,15,0
0.0,40,14,PARTNER_RESCUED,1,16,0
0.0,40,15,PARTNER_RESCUED,1,17,0
0.0,40,16,TIMEOUT,0,18,0
0.0,40,17,TIMEOUT,0,19,1
0.0,40,18,TIMEOUT,0,20,1
0.0,40,19,TIMEOUT,0,21,2
0.0,41,0,PARTNER_RESCUED,1,2,0
0.0,41,1,PARTNER_RESCUED,1,3,0
0.0,41,2,PARTNER_RESCUED,1,4,0
0.0,41,3,TIMEOUT,0,5,1
0.0,41,4,TIMEOUT,0,6,0
0.0,41,5,TIMEOUT,0,7,1
0.0,41,6,TIMEOUT,0,8,1
0.0,41,7,TIMEOUT,0,9,0
0.0,41,8,TIMEOUT,0,10,2
0.0,41,9,TIMEOUT,0,11,0
0.0,41,10,PARTNER_RESCUED,1,12,0
0.0,41,11,PARTNER_RESCUED,1,13,0
0.0,41,12,PARTNER_RESCUED,1,14,0
0.0,41,13,PARTNER_RESCUED,1,15,0
0.0,41,14,PARTNER_RESCUED,1,16,0
0.0,41,15,PARTNER_RESCUED,1,17,0
0.0,41,16,PARTNER_RESCUED,1,18,0
0.0,41,17,PARTNER_RESCUED,1,19,0
0.0,41,18,PARTNER_RESCUED,1,20,0
0.0,41,19,PARTNER_RESCUED,1,21,0
0.0,42,0,PARTNER_RESCUED,1,2,0
0.0,42,1,TIMEOUT,0,3,0
0.0,42,2,PARTNER_RESCUED,1,4,0
0.0,42,3,TIMEOUT,0,5,0
0.0,42,4,TIMEOUT,0,6,1
0.0,42,5,PARTNER_RESCUED,1,7,0
0.0,42,6,PARTNER_RESCUED,1,8,0
0.0,42,7,PARTNER_RESCUED,1,9,0
0.0,42,8,PARTNER_RESCUED,1,10,0
0.0,42,9,PARTNER_RESCUED,1,11,0
0.0,42,10,PARTNER_RESCUED,1,12,0
0.0,42,11,PARTNER_RESCUED,1,13,0
0.0,42,12,PARTNER_RESCUED,1,14,0
0.0,42,13,PARTNER_RESCUED,1,15,0
0.0,42,14,PARTNER_RESCUED,1,16,0
0.0,42,15,PARTNER_RESCUED,1,17,0
0.0,42,16,PARTNER_RESCUED,1,18,0
0.0,42,17,TIMEOUT,0,19,1
0.0,42,18,TIMEOUT,0,20,1
0.0,42,19,TIMEOUT,0,21,0
0.0,43,0,PARTNER_RESCUED,1,2,0
0.0,43,1,PARTNER_RESCUED,1,3,0
0.0,43,2,TIMEOUT,0,4,2
0.0,43,3,TIMEOUT,0,5,0
0.0,43,4,PARTNER_RESCUED,1,6,0
0.0,43,5,PARTNER_RESCUED,1,7,0
0.0,43,6,TIMEOUT,0,8,1
0.0,43,7,TIMEOUT,0,9,1
0.0,43,8,TIMEOUT,0,10,1
0.0,43,9,TIMEOUT,0,11,0
0.0,43,10,PARTNER_RESCUED,1,12,0
0.0,43,11,TIMEOUT,0,13,0
0.0,43,12,PARTNER_RESCUED,1,14,0
0.0,43,13,PARTNER_RESCUED,1,15,0
0.0,43,14,TIMEOUT,0,16,0
0.0,43,15,TIMEOUT,0,17,1
0.0,43,16,TIMEOUT,0,18,2
0.0,43,17,TIMEOUT,0,19,1
0.0,43,18,TIMEOUT,0,20,1
0.0,43,19,TIMEOUT,0,21,1
0.0,44,0,PARTNER_RESCUED,1,2,0
0.0,44,1,PARTNER_RESCUED,1,3,0
0.0,44,2,PARTNER_RESCUED,1,4,0
0.0,44,3,PARTNER_RESCUED,1,5,0
0.0,44,4,TIMEOUT,0,6,0
0.0,44,5,TIMEOUT,0,7,0
0.0,44,6,TIMEOUT,0,8,0
0.0,44,7,TIMEOUT,0,9,0
0.0,44,8,TIMEOUT,0,10,1
0.0,44,9,TIMEOUT,0,11,1
0.0,44,10,TIMEOUT,0,12,2
0.0,44,11,RESOURCE_TAKEN,0,13,0
0.0,44,12,PARTNER_RESCUED,1,14,0
0.0,44,13,PARTNER_RESCUED,1,15,0
0.0,44,14,TIMEOUT,0,16,1
0.0,44,15,TIMEOUT,0,17,1
0.0,44,16,PARTNER_RESCUED,1,18,0
0.0,44,17,PARTNER_DEAD,0,19,1
0.0,44,18,PARTNER_RESCUED,1,20,0
0.0,44,19,PARTNER_RESCUED,1,21,0
0.0,45,0,PARTNER_RESCUED,1,2,0
0.0,45,1,PARTNER_RESCUED,1,3,0
0.0,45,2,PARTNER_RESCUED,1,4,0
0.0,45,3,TIMEOUT,0,5,0
0.0,45,4,PARTNER_RESCUED,1,6,0
0.0,45,5,PARTNER_RESCUED,1,7,0
0.0,45,6,PARTNER_RESCUED,1,8,0
0.0,45,7,PARTNER_RESCUED,1,9,0
0.0,45,8,PARTNER_RESCUED,1,10,0
0.0,45,9,PARTNER_RESCUED,1,11,0
0.0,45,10,PARTNER_RESCUED,1,12,0
0.0,45,11,PARTNER_RESCUED,1,13,0
0.0,45,12,TIMEOUT,0,14,1
0.0,45,13,TIMEOUT,0,15,0
0.0,45,14,TIMEOUT,0,16,2
0.0,45,15,PARTNER_RESCUED,1,17,0
0.0,45,16,TIMEOUT,0,18,0
0.0,45,17,PARTNER_RESCUED,1,19,0
0.0,45,18,TIMEOUT,0,20,2
0.0,45,19,TIMEOUT,0,21,2
0.0,46,0,PARTNER_RESCUED,1,2,0
0.0,46,1,PARTNER_RESCUED,1,3,0
0.0,46,2,TIMEOUT,0,4,1
0.0,46,3,PARTNER_RESCUED,1,5,0
0.0,46,4,TIMEOUT,0,6,1
0.0,46,5,TIMEOUT,0,7,1
0.0,46,6,TIMEOUT,0,8,0
0.0,46,7,TIMEOUT,0,9,1
0.0,46,8,TIMEOUT,0,10,2
0.0,46,9,TIMEOUT,0,11,2
0.0,46,10,TIMEOUT,0,12,2
0.0,46,11,PARTNER_RESCUED,1,13,0
0.0,46,12,PARTNER_RESCUED,1,14,0
0.0,46,13,PARTNER_RESCUED,1,15,0
0.0,46,14,TIMEOUT,0,16,1
0.0,46,15,TIMEOUT,0,17,1
0.0,46,16,TIMEOUT,0,18,0
0.0,46,17,TIMEOUT,0,19,1
0.0,46,18,TIMEOUT,0,20,2
0.0,46,19,TIMEOUT,0,21,1
0.0,47,0,PARTNER_RESCUED,1,2,0
0.0,47,1,PARTNER_RESCUED,1,3,0
0.0,47,2,PARTNER_RESCUED,1,4,0
0.0,47,3,TIMEOUT,0,5,1
0.0,47,4,PARTNER_RESCUED,1,6,0
0.0,47,5,PARTNER_RESCUED,1,7,0
0.0,47,6,PARTNER_RESCUED,1,8,0
0.0,47,7,PARTNER_RESCUED,1,9,0
0.0,47,8,TIMEOUT,0,10,0
0.0,47,9,PARTNER_RESCUED,1,11,0
0.0,47,10,PARTNER_RESCUED,1,12,0
0.0,47,11,PARTNER_RESCUED,1,13,0
0.0,47,12,TIMEOUT,0,14,1
0.0,47,13,TIMEOUT,0,15,2
0.0,47,14,TIMEOUT,0,16,0
0.0,47,15,TIMEOUT,0,17,2
0.0,47,16,TIMEOUT,0,18,2
0.0,47,17,TIMEOUT,0,19,0
0.0,47,18,TIMEOUT,0,20,2
0.0,47,19,TIMEOUT,0,21,0
0.0,48,0,PARTNER_RESCUED,1,2,0
0.0,48,1,PARTNER_RESCUED,1,3,0
0.0,48,2,PARTNER_RESCUED,1,4,0
0.0,48,3,PARTNER_RESCUED,1,5,0
0.0,48,4,TIMEOUT,0,6,1
0.0,48,5,TIMEOUT,0,7,0
0.0,48,6,TIMEOUT,0,8,1
0.0,48,7,TIMEOUT,0,9,2
0.0,48,8,TIMEOUT,0,10,3
0.0,48,9,TIMEOUT,0,11,2
0.0,48,10,PARTNER_RESCUED,1,12,0
0.0,48,11,PARTNER_RESCUED,1,13,0
0.0,48,12,TIMEOUT,0,14,0
0.0,48,13,TIMEOUT,0,15,1
0.0,48,14,TIMEOUT,0,16,1
0.0,48,15,TIMEOUT,0,17,2
0.0,48,16,PARTNER_RESCUED,1,18,0
0.0,48,17,PARTNER_RESCUED,1,19,0
0.0,48,18,TIMEOUT,0,20,1
0.0,48,19,TIMEOUT,0,21,0
0.0,49,0,PARTNER_RESCUED,1,2,0
0.0,49,1,PARTNER_RESCUED,1,3,0
0.0,49,2,PARTNER_RESCUED,1,4,0
0.0,49,3,TIMEOUT,0,5,0
0.0,49,4,PARTNER_RESCUED,1,6,0
0.0,49,5,PARTNER_RESCUED,1,7,0
0.0,49,6,TIMEOUT,0,8,1
0.0,49,7,TIMEOUT,0,9,2
0.0,49,8,TIMEOUT,0,10,0
0.0,49,9,TIMEOUT,0,11,0
0.0,49,10,TIMEOUT,0,12,0
0.0,49,11,PARTNER_RESCUED,1,13,0
0.0,49,12,PARTNER_RESCUED,1,14,0
0.0,49,13,PARTNER_RESCUED,1,15,0
0.0,49,14,PARTNER_RESCUED,1,16,0
0.0,49,15,TIMEOUT,0,17,2
0.0,49,16,TIMEOUT,0,18,0
0.0,49,17,TIMEOUT,0,19,1
0.0,49,18,TIMEOUT,0,20,1
0.0,49,19,TIMEOUT,0,21,1
0.05,0,0,PARTNER_RESCUED,1,2,0
0.05,0,1,PARTNER_RESCUED,1,3,0
0.05,0,2,PARTNER_RESCUED,1,4,0
0.05,0,3,TIMEOUT,0,5,1
0.05,0,4,TIMEOUT,0,6,2
0.05,0,5,PARTNER_RESCUED,1,7,0
0.05,0,6,PARTNER_RESCUED,1,8,0
0.05,0,7,PARTNER_RESCUED,1,9,0
0.05,0,8,TIMEOUT,0,10,1
0.05,0,9,PARTNER_RESCUED,1,11,0
0.05,0,10,PARTNER_RESCUED,1,12,0
0.05,0,11,PARTNER_RESCUED,1,13,0
0.05,0,12,TIMEOUT,0,14,1
0.05,0,13,PARTNER_RESCUED,1,15,0
0.05,0,14,TIMEOUT,0,16,2
0.05,0,15,PARTNER_RESCUED,1,17,0
0.05,0,16,PARTNER_RESCUED,1,18,0
0.05,0,17,PARTNER_RESCUED,1,19,0
0.05,0,18,PARTNER_RESCUED,1,20,0
0.05,0,19,TIMEOUT,0,21,1
0.05,1,0,PARTNER_RESCUED,1,2,0
0.05,1,1,PARTNER_RESCUED,1,3,0
0.05,1,2,PARTNER_RESCUED,1,4,0
0.05,1,3,TIMEOUT,0,5,0
0.05,1,4,PARTNER_RESCUED,1,6,0
0.05,1,5,TIMEOUT,0,7,1
0.05,1,6,PARTNER_RESCUED,1,8,0
0.05,1,7,PARTNER_RESCUED,1,9,0
0.05,1,8,TIMEOUT,0,10,1
0.05,1,9,PARTNER_RESCUED,1,11,0
0.05,1,10,PARTNER_RESCUED,1,12,0
0.05,1,11,TIMEOUT,0,13,0
0.05,1,12,PARTNER_RESCUED,1,14,0
0.05,1,13,PARTNER_RESCUED,1,15,0
0.05,1,14,PARTNER_RESCUED,1,16,0
0.05,1,15,PARTNER_RESCUED,1,17,0
0.05,1,16,PARTNER_RESCUED,1,18,0
0.05,1,17,PARTNER_RESCUED,1,19,0
0.05,1,18,TIMEOUT,0,20,0
0.05,1,19,PARTNER_RESCUED,1,21,0
0.05,2,0,PARTNER_RESCUED,1,2,0
0.05,2,1,PARTNER_RESCUED,1,3,0
0.05,2,2,PARTNER_RESCUED,1,4,0
0.05,2,3,PARTNER_RESCUED,1,5,0
0.05,2,4,PARTNER_RESCUED,1,6,0
0.05,2,5,PARTNER_RESCUED,1,7,0
0.05,2,6,PARTNER_RESCUED,1,8,0
0.05,2,7,TIMEOUT,0,9,1
0.05,2,8,PARTNER_RESCUED,1,10,0
0.05,2,9,PARTNER_RESCUED,1,11,0
0.05,2,10,PARTNER_RESCUED,1,12,0
0.05,2,11,TIMEOUT,0,13,1
0.05,2,12,TIMEOUT,0,14,2
0.05,2,13,PARTNER_RESCUED,1,15,0
0.05,2,14,PARTNER_RESCUED,1,16,0
0.05,2,15,PARTNER_RESCUED,1,17,0
0.05,2,16,PARTNER_RESCUED,1,18,0
0.05,2,17,PARTNER_RESCUED,1,19,0
0.05,2,18,PARTNER_RESCUED,1,20,0
0.05,2,19,TIMEOUT,0,21,1
0.05,3,0,PARTNER_RESCUED,1,2,0
0.05,3,1,PARTNER_RESCUED,1,3,0
0.05,3,2,PARTNER_RESCUED,1,4,0
0.05,3,3,PARTNER_RESCUED,1,5,0
0.05,3,4,TIMEOUT,0,6,0
0.05,3,5,TIMEOUT,0,7,0
0.05,3,6,TIMEOUT,0,8,1
0.05,3,7,PARTNER_RESCUED,1,9,0
0.05,3,8,PARTNER_RESCUED,1,10,0
0.05,3,9,PARTNER_RESCUED,1,11,0
0.05,3,10,PARTNER_RESCUED,1,12,0
0.05,3,11,TIMEOUT,0,13,1
0.05,3,12,PARTNER_RESCUED,1,14,0
0.05,3,13,PARTNER_RESCUED,1,15,0
0.05,3,14,PARTNER_RESCUED,1,16,0
0.05,3,15,TIMEOUT,0,17,1
0.05,3,16,TIMEOUT,0,18,0
0.05,3,17,PARTNER_RESCUED,1,19,0
0.05,3,18,PARTNER_RESCUED,1,20,0
0.05,3,19,PARTNER_RESCUED,1,21,0
0.05,4,0,PARTNER_RESCUED,1,2,0
0.05,4,1,PARTNER_RESCUED,1,3,0
0.05,4,2,TIMEOUT,0,4,1
0.05,4,3,PARTNER_RESCUED,1,5,0
0.05,4,4,TIMEOUT,0,6,0
0.05,4,5,PARTNER_RESCUED,1,7,0
0.05,4,6,PARTNER_RESCUED,1,8,0
0.05,4,7,TIMEOUT,0,9,1
0.05,4,8,TIMEOUT,0,10,1
0.05,4,9,TIMEOUT,0,11,0
0.05,4,10,TIMEOUT,0,12,0
0.05,4,11,TIMEOUT,0,13,0
0.05,4,12,PARTNER_RESCUED,1,14,0
0.05,4,13,PARTNER_RESCUED,1,15,0
0.05,4,14,PARTNER_RESCUED,1,16,0
0.05,4,15,TIMEOUT,0,17,2
0.05,4,16,TIMEOUT,0,18,0
0.05,4,17,TIMEOUT,0,19,3
0.05,4,18,PARTNER_RESCUED,1,20,0
0.05,4,19,PARTNER_RESCUED,1,21,0
0.05,5,0,PARTNER_RESCUED,1,2,0
0.05,5,1,PARTNER_RESCUED,1,3,0
0.05,5,2,TIMEOUT,0,4,1
0.05,5,3,PARTNER_RESCUED,1,5,0
0.05,5,4,PARTNER_RESCUED,1,6,0
0.05,5,5,PARTNER_RESCUED,1,7,0
0.05,5,6,PARTNER_RESCUED,1,8,0
0.05,5,7,PARTNER_RESCUED,1,9,0
0.05,5,8,TIMEOUT,0,10,1
0.05,5,9,TIMEOUT,0,11,1
0.05,5,10,PARTNER_RESCUED,1,12,0
0.05,5,11,PARTNER_DEAD,0,13,1
0.05,5,12,PARTNER_RESCUED,1,14,0
0.05,5,13,PARTNER_RESCUED,1,15,0
0.05,5,14,PARTNER_RESCUED,1,16,0
0.05,5,15,PARTNER_RESCUED,1,17,0
0.05,5,16,PARTNER_RESCUED,1,18,0
0.05,5,17,PARTNER_RESCUED,1,19,0
0.05,5,18,PARTNER_RESCUED,1,20,0
0.05,5,19,TIMEOUT,0,21,0
0.05,6,0,PARTNER_RESCUED,1,2,0
0.05,6,1,PARTNER_RESCUED,1,3,0
0.05,6,2,PARTNER_RESCUED,1,4,0
0.05,6,3,PARTNER_RESCUED,1,5,0
0.05,6,4,PARTNER_RESCUED,1,6,0
0.05,6,5,PARTNER_RESCUED,1,7,0
0.05,6,6,TIMEOUT,0,8,1
0.05,6,7,PARTNER_RESCUED,1,9,0
0.05,6,8,PARTNER_RESCUED,1,10,0
0.05,6,9,PARTNER_RESCUED,1,11,0
0.05,6,10,PARTNER_RESCUED,1,12,0
0.05,6,11,PARTNER_RESCUED,1,13,0
0.05,6,12,PARTNER_DEAD,0,14,1
0.05,6,13,PARTNER_RESCUED,1,15,0
0.05,6,14,PARTNER_RESCUED,1,16,0
0.05,6,15,PARTNER_RESCUED,1,17,0
0.05,6,16,PARTNER_RESCUED,1,18,0
0.05,6,17,PARTNER_RESCUED,1,19,0
0.05,6,18,TIMEOUT,0,20,1
0.05,6,19,TIMEOUT,0,21,2
0.05,7,0,PARTNER_RESCUED,1,2,0
0.05,7,1,PARTNER_RESCUED,1,3,0
0.05,7,2,TIMEOUT,0,4,1
0.05,7,3,TIMEOUT,0,5,1
0.05,7,4,TIMEOUT,0,6,1
0.05,7,5,TIMEOUT,0,7,2
0.05,7,6,PARTNER_RESCUED,1,8,0
0.05,7,7,PARTNER_RESCUED,1,9,0
0.05,7,8,PARTNER_RESCUED,1,10,0
0.05,7,9,PARTNER_RESCUED,1,11,0
0.05,7,10,TIMEOUT,0,12,1
0.05,7,11,PARTNER_RESCUED,1,13,0
0.05,7,12,PARTNER_RESCUED,1,14,0
0.05,7,13,PARTNER_RESCUED,1,15,0
0.05,7,14,PARTNER_RESCUED,1,16,0
0.05,7,15,PARTNER_RESCUED,1,17,0
0.05,7,16,PARTNER_RESCUED,1,18,0
0.05,7,17,TIMEOUT,0,19,0
0.05,7,18,PARTNER_RESCUED,1,20,0
0.05,7,19,PARTNER_RESCUED,1,21,0
0.05,8,0,PARTNER_RESCUED,1,2,0
0.05,8,1,PARTNER_RESCUED,1,3,0
0.05,8,2,TIMEOUT,0,4,0
0.05,8,3,PARTNER_RESCUED,1,5,0
