sigma,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
0.05,36,2,PARTNER_RESCUED,1,4,0
0.05,36,3,PARTNER_RESCUED,1,5,0
0.05,36,4,PARTNER_RESCUED,1,6,0
0.05,36,5,PARTNER_RESCUED,1,7,0
0.05,36,6,PARTNER_RESCUED,1,8,0
0.05,36,7,PARTNER_RESCUED,1,9,0
0.05,36,8,PARTNER_RESCUED,1,10,0
0.05,36,9,TIMEOUT,0,11,0
0.05,36,10,TIMEOUT,0,12,1
0.05,36,11,PARTNER_RESCUED,1,13,0
0.05,36,12,PARTNER_RESCUED,1,14,0
0.05,36,13,PARTNER_RESCUED,1,15,0
0.05,36,14,PARTNER_RESCUED,1,16,0
0.05,36,15,PARTNER_DEAD,0,17,1
0.05,36,16,PARTNER_RESCUED,1,18,0
0.05,36,17,PARTNER_RESCUED,1,19,0
0.05,36,18,PARTNER_RESCUED,1,20,0
0.05,36,19,PARTNER_RESCUED,1,21,0
0.05,37,0,PARTNER_RESCUED,1,2,0
0.05,37,1,PARTNER_RESCUED,1,3,0
0.05,37,2,TIMEOUT,0,4,1
0.05,37,3,PARTNER_RESCUED,1,5,0
0.05,37,4,PARTNER_RESCUED,1,6,0
0.05,37,5,PARTNER_RESCUED,1,7,0
0.05,37,6,TIMEOUT,0,8,1
0.05,37,7,TIMEOUT,0,9,0
0.05,37,8,PARTNER_RESCUED,1,10,0
0.05,37,9,PARTNER_RESCUED,1,11,0
0.05,37,10,PARTNER_RESCUED,1,12,0
0.05,37,11,PARTNER_RESCUED,1,13,0
0.05,37,12,PARTNER_RESCUED,1,14,0
0.05,37,13,TIMEOUT,0,15,0
0.05,37,14,PARTNER_RESCUED,1,16,0
0.05,37,15,PARTNER_RESCUED,1,17,0
0.05,37,16,PARTNER_RESCUED,1,18,0
0.05,37,17,TIMEOUT,0,19,1
0.05,37,18,TIMEOUT,0,20,0
0.05,37,19,TIMEOUT,0,21,1
0.05,38,0,PARTNER_RESCUED,1,2,0
0.05,38,1,TIMEOUT,0,3,1
0.05,38,2,PARTNER_RESCUED,1,4,0
0.05,38,3,PARTNER_RESCUED,1,5,0
0.05,38,4,PARTNER_RESCUED,1,6,0
0.05,38,5,PARTNER_RESCUED,1,7,0
0.05,38,6,PARTNER_RESCUED,1,8,0
0.05,38,7,PARTNER_RESCUED,1,9,0
0.05,38,8,TIMEOUT,0,10,1
0.05,38,9,PARTNER_RESCUED,1,11,0
0.05,38,10,PARTNER_RESCUED,1,12,0
0.05,38,11,TIMEOUT,0,13,1
0.05,38,12,PARTNER_RESCUED,1,14,0
0.05,38,13,PARTNER_RESCUED,1,15,0
0.05,38,14,TIMEOUT,0,16,1
0.05,38,15,PARTNER_RESCUED,1,17,0
0.05,38,16,PARTNER_RESCUED,1,18,0
0.05,38,17,PARTNER_RESCUED,1,19,0
0.05,38,18,TIMEOUT,0,20,0
0.05,38,19,TIMEOUT,0,21,0
0.05,39,0,PARTNER_RESCUED,1,2,0
0.05,39,1,PARTNER_RESCUED,1,3,0
0.05,39,2,PARTNER_RESCUED,1,4,0
0.05,39,3,TIMEOUT,0,5,1
0.05,39,4,PARTNER_RESCUED,1,6,0
0.05,39,5,PARTNER_RESCUED,1,7,0
0.05,39,6,PARTNER_RESCUED,1,8,0
0.05,39,7,PARTNER_RESCUED,1,9,0
0.05,39,8,PARTNER_RESCUED,1,10,0
0.05,39,9,PARTNER_RESCUED,1,11,0
0.05,39,10,PARTNER_RESCUED,1,12,0
0.05,39,11,PARTNER_RESCUED,1,13,0
0.05,39,12,PARTNER_RESCUED,1,14,0
0.05,39,13,PARTNER_RESCUED,1,15,0
0.05,39,14,PARTNER_RESCUED,1,16,0
0.05,39,15,PARTNER_RESCUED,1,17,0
0.05,39,16,PARTNER_RESCUED,1,18,0
0.05,39,17,PARTNER_RESCUED,1,19,0
0.05,39,18,TIMEOUT,0,20,1
0.05,39,19,TIMEOUT,0,21,0
0.05,40,0,PARTNER_RESCUED,1,2,0
0.05,40,1,PARTNER_RESCUED,1,3,0
0.05,40,2,PARTNER_RESCUED,1,4,0
0.05,40,3,PARTNER_DEAD,0,5,1
0.05,40,4,PARTNER_RESCUED,1,6,0
0.05,40,5,PARTNER_RESCUED,1,7,0
0.05,40,6,PARTNER_RESCUED,1,8,0
0.05,40,7,PARTNER_RESCUED,1,9,0
0.05,40,8,PARTNER_RESCUED,1,10,0
0.05,40,9,PARTNER_RESCUED,1,11,0
0.05,40,10,TIMEOUT,0,12,1
0.05,40,11,TIMEOUT,0,13,0
0.05,40,12,TIMEOUT,0,14,1
0.05,40,13,TIMEOUT,0,15,1
0.05,40,14,TIMEOUT,0,16,1
0.05,40,15,TIMEOUT,0,17,1
0.05,40,16,RESOURCE_TAKEN,0,18,0
0.05,40,17,PARTNER_RESCUED,1,19,0
0.05,40,18,TIMEOUT,0,20,1
0.05,40,19,PARTNER_RESCUED,1,21,0
0.05,41,0,PARTNER_RESCUED,1,2,0
0.05,41,1,PARTNER_RESCUED,1,3,0
0.05,41,2,PARTNER_RESCUED,1,4,0
0.05,41,3,TIMEOUT,0,5,1
0.05,41,4,PARTNER_RESCUED,1,6,0
0.05,41,5,TIMEOUT,0,7,1
0.05,41,6,PARTNER_DEAD,0,8,1
0.05,41,7,PARTNER_RESCUED,1,9,0
0.05,41,8,PARTNER_RESCUED,1,10,0
0.05,41,9,PARTNER_RESCUED,1,11,0
0.05,41,10,PARTNER_RESCUED,1,12,0
0.05,41,11,PARTNER_RESCUED,1,13,0
0.05,41,12,TIMEOUT,0,14,1
0.05,41,13,PARTNER_RESCUED,1,15,0
0.05,41,14,PARTNER_RESCUED,1,16,0
0.05,41,15,PARTNER_RESCUED,1,17,0
0.05,41,16,PARTNER_RESCUED,1,18,0
0.05,41,17,TIMEOUT,0,19,1
0.05,41,18,PARTNER_RESCUED,1,20,0
0.05,41,19,TIMEOUT,0,21,1
0.05,42,0,PARTNER_RESCUED,1,2,0
0.05,42,1,PARTNER_RESCUED,1,3,0
0.05,42,2,PARTNER_RESCUED,1,4,0
0.05,42,3,PARTNER_RESCUED,1,5,0
0.05,42,4,TIMEOUT,0,6,0
0.05,42,5,PARTNER_RESCUED,1,7,0
0.05,42,6,PARTNER_RESCUED,1,8,0
0.05,42,7,PARTNER_RESCUED,1,9,0
0.05,42,8,PARTNER_RESCUED,1,10,0
0.05,42,9,PARTNER_RESCUED,1,11,0
0.05,42,10,PARTNER_RESCUED,1,12,0
0.05,42,11,PARTNER_RESCUED,1,13,0
0.05,42,12,PARTNER_RESCUED,1,14,0
0.05,42,13,TIMEOUT,0,15,1
0.05,42,14,TIMEOUT,0,16,0
0.05,42,15,PARTNER_RESCUED,1,17,0
0.05,42,16,PARTNER_RESCUED,1,18,0
0.05,42,17,PARTNER_RESCUED,1,19,0
0.05,42,18,PARTNER_RESCUED,1,20,0
0.05,42,19,PARTNER_RESCUED,1,21,0
0.05,43,0,PARTNER_RESCUED,1,2,0
0.05,43,1,TIMEOUT,0,3,1
0.05,43,2,PARTNER_RESCUED,1,4,0
0.05,43,3,PARTNER_RESCUED,1,5,0
0.05,43,4,PARTNER_RESCUED,1,6,0
0.05,43,5,PARTNER_RESCUED,1,7,0
0.05,43,6,PARTNER_RESCUED,1,8,0
0.05,43,7,PARTNER_RESCUED,1,9,0
0.05,43,8,TIMEOUT,0,10,0
0.05,43,9,TIMEOUT,0,11,1
0.05,43,10,PARTNER_RESCUED,1,12,0
0.05,43,11,PARTNER_RESCUED,1,13,0
0.05,43,12,PARTNER_RESCUED,1,14,0
0.05,43,13,PARTNER_RESCUED,1,15,0
0.05,43,14,TIMEOUT,0,16,1
0.05,43,15,TIMEOUT,0,17,2
0.05,43,16,PARTNER_RESCUED,1,18,0
0.05,43,17,PARTNER_RESCUED,1,19,0
0.05,43,18,PARTNER_RESCUED,1,20,0
0.05,43,19,PARTNER_RESCUED,1,21,0
0.05,44,0,PARTNER_RESCUED,1,2,0
0.05,44,1,PARTNER_RESCUED,1,3,0
0.05,44,2,TIMEOUT,0,4,1
0.05,44,3,PARTNER_RESCUED,1,5,0
0.05,44,4,PARTNER_RESCUED,1,6,0
0.05,44,5,PARTNER_RESCUED,1,7,0
0.05,44,6,PARTNER_RESCUED,1,8,0
0.05,44,7,TIMEOUT,0,9,1
0.05,44,8,TIMEOUT,0,10,1
0.05,44,9,TIMEOUT,0,11,1
0.05,44,10,TIMEOUT,0,12,1
0.05,44,11,PARTNER_RESCUED,1,13,0
0.05,44,12,TIMEOUT,0,14,1
0.05,44,13,TIMEOUT,0,15,0
0.05,44,14,PARTNER_RESCUED,1,16,0
0.05,44,15,PARTNER_RESCUED,1,17,0
0.05,44,16,PARTNER_RESCUED,1,18,0
0.05,44,17,PARTNER_RESCUED,1,19,0
0.05,44,18,PARTNER_RESCUED,1,20,0
0.05,44,19,PARTNER_RESCUED,1,21,0
0.05,45,0,PARTNER_RESCUED,1,2,0
0.05,45,1,PARTNER_RESCUED,1,3,0
0.05,45,2,PARTNER_RESCUED,1,4,0
0.05,45,3,TIMEOUT,0,5,1
0.05,45,4,PARTNER_RESCUED,1,6,0
0.05,45,5,TIMEOUT,0,7,1
0.05,45,6,PARTNER_RESCUED,1,8,0
0.05,45,7,PARTNER_RESCUED,1,9,0
0.05,45,8,PARTNER_RESCUED,1,10,0
0.05,45,9,PARTNER_RESCUED,1,11,0
0.05,45,10,PARTNER_RESCUED,1,12,0
0.05,45,11,PARTNER_RESCUED,1,13,0
0.05,45,12,PARTNER_RESCUED,1,14,0
0.05,45,13,TIMEOUT,0,15,1
0.05,45,14,PARTNER_RESCUED,1,16,0
0.05,45,15,TIMEOUT,0,17,1
0.05,45,16,PARTNER_DEAD,0,18,1
0.05,45,17,PARTNER_RESCUED,1,19,0
0.05,45,18,PARTNER_RESCUED,1,20,0
0.05,45,19,PARTNER_RESCUED,1,21,0
0.05,46,0,PARTNER_RESCUED,1,2,0
0.05,46,1,PARTNER_RESCUED,1,3,0
0.05,46,2,PARTNER_RESCUED,1,4,0
0.05,46,3,TIMEOUT,0,5,0
0.05,46,4,TIMEOUT,0,6,1
0.05,46,5,PARTNER_RESCUED,1,7,0
0.05,46,6,PARTNER_RESCUED,1,8,0
0.05,46,7,PARTNER_RESCUED,1,9,0
0.05,46,8,PARTNER_RESCUED,1,10,0
0.05,46,9,PARTNER_RESCUED,1,11,0
0.05,46,10,PARTNER_RESCUED,1,12,0
0.05,46,11,PARTNER_RESCUED,1,13,0
0.05,46,12,PARTNER_RESCUED,1,14,0
0.05,46,13,TIMEOUT,0,15,1
0.05,46,14,TIMEOUT,0,16,0
0.05,46,15,TIMEOUT,0,17,2
0.05,46,16,PARTNER_RESCUED,1,18,0
0.05,46,17,PARTNER_RESCUED,1,19,0
0.05,46,18,TIMEOUT,0,20,1
0.05,46,19,PARTNER_RESCUED,1,21,0
0.05,47,0,PARTNER_RESCUED,1,2,0
0.05,47,1,PARTNER_RESCUED,1,3,0
0.05,47,2,PARTNER_RESCUED,1,4,0
0.05,47,3,TIMEOUT,0,5,0
0.05,47,4,TIMEOUT,0,6,0
0.05,47,5,TIMEOUT,0,7,0
0.05,47,6,PARTNER_RESCUED,1,8,0
0.05,47,7,PARTNER_RESCUED,1,9,0
0.05,47,8,TIMEOUT,0,10,1
0.05,47,9,PARTNER_RESCUED,1,11,0
0.05,47,10,PARTNER_RESCUED,1,12,0
0.05,47,11,PARTNER_RESCUED,1,13,0
0.05,47,12,PARTNER_RESCUED,1,14,0
0.05,47,13,PARTNER_RESCUED,1,15,0
0.05,47,14,PARTNER_RESCUED,1,16,0
0.05,47,15,PARTNER_RESCUED,1,17,0
0.05,47,16,PARTNER_RESCUED,1,18,0
0.05,47,17,PARTNER_RESCUED,1,19,0
0.05,47,18,TIMEOUT,0,20,1
0.05,47,19,PARTNER_RESCUED,1,21,0
0.05,48,0,PARTNER_RESCUED,1,2,0
0.05,48,1,PARTNER_RESCUED,1,3,0
0.05,48,2,PARTNER_RESCUED,1,4,0
0.05,48,3,TIMEOUT,0,5,1
0.05,48,4,PARTNER_RESCUED,1,6,0
0.05,48,5,PARTNER_RESCUED,1,7,0
0.05,48,6,PARTNER_RESCUED,1,8,0
0.05,48,7,TIMEOUT,0,9,1
0.05,48,8,PARTNER_RESCUED,1,10,0
0.05,48,9,PARTNER_RESCUED,1,11,0
0.05,48,10,PARTNER_RESCUED,1,12,0
0.05,48,11,PARTNER_RESCUED,1,13,0
0.05,48,12,PARTNER_RESCUED,1,14,0
0.05,48,13,PARTNER_RESCUED,1,15,0
0.05,48,14,PARTNER_RESCUED,1,16,0
0.05,48,15,TIMEOUT,0,17,0
0.05,48,16,PARTNER_DEAD,0,18,0
0.05,48,17,PARTNER_RESCUED,1,19,0
0.05,48,18,PARTNER_RESCUED,1,20,0
0.05,48,19,PARTNER_RESCUED,1,21,0
0.05,49,0,PARTNER_RESCUED,1,2,0
0.05,49,1,PARTNER_RESCUED,1,3,0
0.05,49,2,PARTNER_RESCUED,1,4,0
0.05,49,3,PARTNER_RESCUED,1,5,0
0.05,49,4,TIMEOUT,0,6,1
0.05,49,5,PARTNER_RESCUED,1,7,0
0.05,49,6,PARTNER_RESCUED,1,8,0
0.05,49,7,PARTNER_RESCUED,1,9,0
0.05,49,8,PARTNER_RESCUED,1,10,0
0.05,49,9,TIMEOUT,0,11,1
0.05,49,10,TIMEOUT,0,12,0
0.05,49,11,PARTNER_RESCUED,1,13,0
0.05,49,12,TIMEOUT,0,14,1
0.05,49,13,PARTNER_RESCUED,1,15,0
0.05,49,14,PARTNER_RESCUED,1,16,0
0.05,49,15,PARTNER_RESCUED,1,17,0
0.05,49,16,PARTNER_RESCUED,1,18,0
0.05,49,17,PARTNER_RESCUED,1,19,0
0.05,49,18,PARTNER_RESCUED,1,20,0
0.05,49,19,PARTNER_RESCUED,1,21,0
0.1,0,0,PARTNER_RESCUED,1,2,0
0.1,0,1,PARTNER_RESCUED,1,3,0
0.1,0,2,TIMEOUT,0,4,2
0.1,0,3,PARTNER_RESCUED,1,5,0
0.1,0,4,PARTNER_RESCUED,1,6,0
0.1,0,5,PARTNER_RESCUED,1,7,0
0.1,0,6,PARTNER_RESCUED,1,8,0
0.1,0,7,PARTNER_RESCUED,1,9,0
0.1,0,8,PARTNER_RESCUED,1,10,0
0.1,0,9,PARTNER_RESCUED,1,11,0
0.1,0,10,TIMEOUT,0,12,0
0.1,0,11,TIMEOUT,0,13,1
0.1,0,12,PARTNER_RESCUED,1,14,0
0.1,0,13,PARTNER_RESCUED,1,15,0
0.1,0,14,PARTNER_RESCUED,1,16,0
0.1,0,15,PARTNER_RESCUED,1,17,0
0.1,0,16,PARTNER_RESCUED,1,18,0
0.1,0,17,TIMEOUT,0,19,2
0.1,0,18,TIMEOUT,0,20,0
0.1,0,19,PARTNER_RESCUED,1,21,0
0.1,1,0,TIMEOUT,0,2,1
0.1,1,1,PARTNER_RESCUED,1,3,0
0.1,1,2,PARTNER_RESCUED,1,4,0
0.1,1,3,TIMEOUT,0,5,0
0.1,1,4,TIMEOUT,0,6,0
0.1,1,5,PARTNER_RESCUED,1,7,0
0.1,1,6,PARTNER_RESCUED,1,8,0
0.1,1,7,PARTNER_RESCUED,1,9,0
0.1,1,8,PARTNER_RESCUED,1,10,0
0.1,1,9,PARTNER_RESCUED,1,11,0
0.1,1,10,PARTNER_RESCUED,1,12,0
0.1,1,11,PARTNER_RESCUED,1,13,0
0.1,1,12,TIMEOUT,0,14,1
0.1,1,13,RESOURCE_TAKEN,0,15,1
0.1,1,14,PARTNER_RESCUED,1,16,0
0.1,1,15,TIMEOUT,0,17,1
0.1,1,16,PARTNER_RESCUED,1,18,0
0.1,1,17,PARTNER_RESCUED,1,19,0
0.1,1,18,PARTNER_RESCUED,1,20,0
0.1,1,19,PARTNER_RESCUED,1,21,0
0.1,2,0,PARTNER_RESCUED,1,2,0
0.1,2,1,TIMEOUT,0,3,1
0.1,2,2,PARTNER_DEAD,0,4,1
0.1,2,3,PARTNER_RESCUED,1,5,0
0.1,2,4,PARTNER_RESCUED,1,6,0
0.1,2,5,PARTNER_RESCUED,1,7,0
0.1,2,6,PARTNER_RESCUED,1,8,0
0.1,2,7,PARTNER_RESCUED,1,9,0
0.1,2,8,PARTNER_RESCUED,1,10,0
0.1,2,9,TIMEOUT,0,11,1
0.1,2,10,TIMEOUT,0,12,2
0.1,2,11,TIMEOUT,0,13,0
0.1,2,12,TIMEOUT,0,14,1
0.1,2,13,PARTNER_RESCUED,1,15,0
0.1,2,14,PARTNER_RESCUED,1,16,0
0.1,2,15,PARTNER_RESCUED,1,17,0
0.1,2,16,PARTNER_RESCUED,1,18,0
0.1,2,17,PARTNER_RESCUED,1,19,0
0.1,2,18,TIMEOUT,0,20,1
0.1,2,19,PARTNER_RESCUED,1,21,0
0.1,3,0,PARTNER_RESCUED,1,2,0
0.1,3,1,PARTNER_RESCUED,1,3,0
0.1,3,2,PARTNER_RESCUED,1,4,0
0.1,3,3,TIMEOUT,0,5,0
0.1,3,4,PARTNER_RESCUED,1,6,0
0.1,3,5,PARTNER_RESCUED,1,7,0
0.1,3,6,TIMEOUT,0,8,1
0.1,3,7,PARTNER_RESCUED,1,9,0
0.1,3,8,PARTNER_RESCUED,1,10,0
0.1,3,9,PARTNER_RESCUED,1,11,0
0.1,3,10,PARTNER_RESCUED,1,12,0
0.1,3,11,PARTNER_RESCUED,1,13,0
0.1,3,12,TIMEOUT,0,14,0
0.1,3,13,TIMEOUT,0,15,0
0.1,3,14,TIMEOUT,0,16,3
0.1,3,15,PARTNER_RESCUED,1,17,0
0.1,3,16,PARTNER_RESCUED,1,18,0
0.1,3,17,PARTNER_RESCUED,1,19,0
0.1,3,18,PARTNER_RESCUED,1,20,0
0.1,3,19,PARTNER_RESCUED,1,21,0
0.1,4,0,PARTNER_RESCUED,1,2,0
0.1,4,1,PARTNER_RESCUED,1,3,0
0.1,4,2,PARTNER_RESCUED,1,4,0
0.1,4,3,PARTNER_DEAD,0,5,1
0.1,4,4,PARTNER_RESCUED,1,6,0
0.1,4,5,PARTNER_RESCUED,1,7,0
0.1,4,6,PARTNER_RESCUED,1,8,0
0.1,4,7,PARTNER_RESCUED,1,9,0
0.1,4,8,PARTNER_RESCUED,1,10,0
0.1,4,9,PARTNER_RESCUED,1,11,0
0.1,4,10,TIMEOUT,0,12,1
0.1,4,11,TIMEOUT,0,13,1
0.1,4,12,PARTNER_RESCUED,1,14,0
0.1,4,13,PARTNER_RESCUED,1,15,0
0.1,4,14,TIMEOUT,0,16,2
0.1,4,15,TIMEOUT,0,17,2
0.1,4,16,TIMEOUT,0,18,1
0.1,4,17,TIMEOUT,0,19,0
0.1,4,18,PARTNER_RESCUED,1,20,0
0.1,4,19,PARTNER_RESCUED,1,21,0
0.1,5,0,PARTNER_RESCUED,1,2,0
0.1,5,1,PARTNER_RESCUED,1,3,0
0.1,5,2,PARTNER_RESCUED,1,4,0
0.1,5,3,TIMEOUT,0,5,1
0.1,5,4,PARTNER_RESCUED,1,6,0
0.1,5,5,PARTNER_RESCUED,1,7,0
0.1,5,6,PARTNER_RESCUED,1,8,0
0.1,5,7,PARTNER_RESCUED,1,9,0
0.1,5,8,PARTNER_RESCUED,1,10,0
0.1,5,9,PARTNER_RESCUED,1,11,0
0.1,5,10,PARTNER_RESCUED,1,12,0
0.1,5,11,PARTNER_RESCUED,1,13,0
0.1,5,12,PARTNER_DEAD,0,14,1
0.1,5,13,PARTNER_RESCUED,1,15,0
0.1,5,14,PARTNER_RESCUED,1,16,0
0.1,5,15,PARTNER_RESCUED,1,17,0
0.1,5,16,PARTNER_RESCUED,1,18,0
0.1,5,17,PARTNER_RESCUED,1,19,0
0.1,5,18,PARTNER_DEAD,0,20,0
0.1,5,19,PARTNER_RESCUED,1,21,0
0.1,6,0,PARTNER_RESCUED,1,2,0
0.1,6,1,TIMEOUT,0,3,0
0.1,6,2,PARTNER_RESCUED,1,4,0
0.1,6,3,PARTNER_RESCUED,1,5,0
0.1,6,4,PARTNER_RESCUED,1,6,0
0.1,6,5,PARTNER_RESCUED,1,7,0
0.1,6,6,PARTNER_RESCUED,1,8,0
0.1,6,7,PARTNER_RESCUED,1,9,0
0.1,6,8,TIMEOUT,0,10,1
0.1,6,9,TIMEOUT,0,11,0
0.1,6,10,PARTNER_RESCUED,1,12,0
0.1,6,11,TIMEOUT,0,13,0
0.1,6,12,TIMEOUT,0,14,1
0.1,6,13,TIMEOUT,0,15,0
0.1,6,14,PARTNER_DEAD,0,16,0
0.1,6,15,PARTNER_RESCUED,1,17,0
0.1,6,16,PARTNER_RESCUED,1,18,0
0.1,6,17,PARTNER_RESCUED,1,19,0
0.1,6,18,PARTNER_RESCUED,1,20,0
0.1,6,19,PARTNER_RESCUED,1,21,0
0.1,7,0,PARTNER_RESCUED,1,2,0
0.1,7,1,TIMEOUT,0,3,0
0.1,7,2,TIMEOUT,0,4,2
0.1,7,3,PARTNER_RESCUED,1,5,0
0.1,7,4,PARTNER_RESCUED,1,6,0
0.1,7,5,PARTNER_RESCUED,1,7,0
0.1,7,6,PARTNER_RESCUED,1,8,0
0.1,7,7,PARTNER_RESCUED,1,9,0
0.1,7,8,PARTNER_RESCUED,1,10,0
0.1,7,9,TIMEOUT,0,11,1
0.1,7,10,TIMEOUT,0,12,1
0.1,7,11,PARTNER_RESCUED,1,13,0
0.1,7,12,PARTNER_RESCUED,1,14,0
0.1,7,13,PARTNER_RESCUED,1,15,0
0.1,7,14,PARTNER_RESCUED,1,16,0
0.1,7,15,PARTNER_RESCUED,1,17,0
0.1,7,16,TIMEOUT,0,18,0
0.1,7,17,TIMEOUT,0,19,2
0.1,7,18,RESOURCE_TAKEN,0,20,1
0.1,7,19,PARTNER_RESCUED,1,21,0
0.1,8,0,PARTNER_RESCUED,1,2,0
0.1,8,1,PARTNER_RESCUED,1,3,0
0.1,8,2,TIMEOUT,0,4,1
0.1,8,3,PARTNER_RESCUED,1,5,0
0.1,8,4,PARTNER_RESCUED,1,6,0
0.1,8,5,PARTNER_RESCUED,1,7,0
0.1,8,6,TIMEOUT,0,8,0
0.1,8,7,PARTNER_RESCUED,1,9,0
0.1,8,8,PARTNER_RESCUED,1,10,0
0.1,8,9,PARTNER_RESCUED,1,11,0
0.1,8,10,TIMEOUT,0,12,1
0.1,8,11,PARTNER_RESCUED,1,13,0
0.1,8,12,PARTNER_RESCUED,1,14,0
0.1,8,13,PARTNER_RESCUED,1,15,0
0.1,8,14,PARTNER_RESCUED,1,16,0
0.1,8,15,PARTNER_RESCUED,1,17,0
0.1,8,16,PARTNER_RESCUED,1,18,0
0.1,8,17,TIMEOUT,0,19,1
0.1,8,18,PARTNER_RESCUED,1,20,0
0.1,8,19,PARTNER_RESCUED,1,21,0
0.1,9,0,PARTNER_RESCUED,1,2,0
0.1,9,1,TIMEOUT,0,3,1
0.1,9,2,TIMEOUT,0,4,2
0.1,9,3,TIMEOUT,0,5,0
0.1,9,4,TIMEOUT,0,6,0
0.1,9,5,PARTNER_RESCUED,1,7,0
0.1,9,6,PARTNER_RESCUED,1,8,0
0.1,9,7,TIMEOUT,0,9,1
0.1,9,8,TIMEOUT,0,10,1
0.1,9,9,PARTNER_RESCUED,1,11,0
0.1,9,10,PARTNER_RESCUED,1,12,0
0.1,9,11,PARTNER_RESCUED,1,13,0
0.1,9,12,PARTNER_RESCUED,1,14,0
0.1,9,13,PARTNER_RESCUED,1,15,0
0.1,9,14,PARTNER_RESCUED,1,16,0
0.1,9,15,PARTNER_RESCUED,1,17,0
0.1,9,16,PARTNER_RESCUED,1,18,0
0.1,9,17,PARTNER_RESCUED,1,19,0
0.1,9,18,PARTNER_RESCUED,1,20,0
0.1,9,19,TIMEOUT,0,21,1
0.1,10,0,PARTNER_RESCUED,1,2,0
0.1,10,1,PARTNER_RESCUED,1,3,0
0.1,10,2,TIMEOUT,0,4,1
0.1,10,3,PARTNER_RESCUED,1,5,0
0.1,10,4,PARTNER_RESCUED,1,6,0
0.1,10,5,PARTNER_RESCUED,1,7,0
0.1,10,6,PARTNER_RESCUED,1,8,0
0.1,10,7,PARTNER_RESCUED,1,9,0
0.1,10,8,TIMEOUT,0,10,1
0.1,10,9,PARTNER_RESCUED,1,11,0
0.1,10,10,PARTNER_RESCUED,1,12,0
0.1,10,11,TIMEOUT,0,13,1
0.1,10,12,PARTNER_RESCUED,1,14,0
0.1,10,13,PARTNER_RESCUED,1,15,0
0.1,10,14,PARTNER_RESCUED,1,16,0
0.1,10,15,PARTNER_RESCUED,1,17,0
0.1,10,16,PARTNER_RESCUED,1,18,0
0.1,10,17,PARTNER_RESCUED,1,19,0
0.1,10,18,TIMEOUT,0,20,1
0.1,10,19,PARTNER_RESCUED,1,21,0
0.1,11,0,PARTNER_RESCUED,1,2,0
0.1,11,1,PARTNER_RESCUED,1,3,0
0.1,11,2,PARTNER_RESCUED,1,4,0
0.1,11,3,PARTNER_RESCUED,1,5,0
0.1,11,4,PARTNER_RESCUED,1,6,0
0.1,11,5,TIMEOUT,0,7,0
0.1,11,6,PARTNER_RESCUED,1,8,0
0.1,11,7,PARTNER_RESCUED,1,9,0
0.1,11,8,PARTNER_RESCUED,1,10,0
0.1,11,9,TIMEOUT,0,11,2
0.1,11,10,PARTNER_RESCUED,1,12,0
0.1,11,11,PARTNER_RESCUED,1,13,0
0.1,11,12,PARTNER_RESCUED,1,14,0
0.1,11,13,TIMEOUT,0,15,1
0.1,11,14,PARTNER_RESCUED,1,16,0
0.1,11,15,PARTNER_RESCUED,1,17,0
0.1,11,16,PARTNER_RESCUED,1,18,0
0.1,11,17,PARTNER_RESCUED,1,19,0
0.1,11,18,PARTNER_RESCUED,1,20,0
0.1,11,19,PARTNER_RESCUED,1,21,0
0.1,12,0,PARTNER_RESCUED,1,2,0
0.1,12,1,PARTNER_RESCUED,1,3,0
0.1,12,2,PARTNER_RESCUED,1,4,0
0.1,12,3,TIMEOUT,0,5,1
0.1,12,4,PARTNER_RESCUED,1,6,0
0.1,12,5,PARTNER_RESCUED,1,7,0
0.1,12,6,TIMEOUT,0,8,1
0.1,12,7,PARTNER_RESCUED,1,9,0
0.1,12,8,PARTNER_RESCUED,1,10,0
0.1,12,9,TIMEOUT,0,11,1
0.1,12,10,PARTNER_RESCUED,1,12,0
0.1,12,11,PARTNER_RESCUED,1,13,0
0.1,12,12,PARTNER_RESCUED,1,14,0
0.1,12,13,PARTNER_RESCUED,1,15,0
0.1,12,14,PARTNER_RESCUED,1,16,0
0.1,12,15,PARTNER_RESCUED,1,17,0
0.1,12,16,PARTNER_RESCUED,1,18,0
0.1,12,17,TIMEOUT,0,19,0
0.1,12,18,PARTNER_RESCUED,1,20,0
0.1,12,19,PARTNER_RESCUED,1,21,0
0.1,13,0,PARTNER_RESCUED,1,2,0
0.1,13,1,PARTNER_RESCUED,1,3,0
0.1,13,2,TIMEOUT,0,4,1
0.1,13,3,PARTNER_RESCUED,1,5,0
0.1,13,4,PARTNER_RESCUED,1,6,0
0.1,13,5,PARTNER_RESCUED,1,7,0
0.1,13,6,PARTNER_RESCUED,1,8,0
0.1,13,7,PARTNER_RESCUED,1,9,0
0.1,13,8,PARTNER_RESCUED,1,10,0
0.1,13,9,PARTNER_RESCUED,1,11,0
0.1,13,10,TIMEOUT,0,12,1
0.1,13,11,TIMEOUT,0,13,1
0.1,13,12,RESOURCE_TAKEN,0,14,0
0.1,13,13,PARTNER_RESCUED,1,15,0
0.1,13,14,PARTNER_RESCUED,1,16,0
0.1,13,15,PARTNER_RESCUED,1,17,0
0.1,13,16,TIMEOUT,0,18,0
0.1,13,17,TIMEOUT,0,19,0
0.1,13,18,TIMEOUT,0,20,1
0.1,13,19,PARTNER_RESCUED,1,21,0
