beta_guilt,beta_loyalty,agent_id,ep0_outcome,ep1_outcome,snapshot_after_ep,mem_idx,tag,age,importance,guilt,loyalty,survival,fear,curiosity,emo_magnitude,mem_class
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,4,0,seed,69,0.9,0.00013895190268845936,0.037603297961387006,0.2,0.1,0.0,0.33774224986407547,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,4,1,rescue,48,0.7,0.0,0.06820607226744653,0.1,0.1,0.0,0.2682060722674465,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,4,2,timeout,36,0.5,0.0011511749140102703,0.04733376443646804,0.2,0.2,0.0,0.44848493935047834,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,4,3,timeout,24,0.5,0.008093086989274306,0.08759670730163172,0.2,0.2,0.0,0.49568979429090604,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,4,4,timeout,12,0.5,0.05689670285446886,0.162108026298791,0.2,0.2,0.0,0.6190047291532599,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,9,0,seed,116,0.9,6.691970327033072e-08,0.0033747016555903783,0.2,0.1,0.0,0.30337476857529366,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,9,1,rescue,95,0.7,0.0,0.0061211424923054494,0.1,0.1,0.0,0.20612114249230545,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,9,2,timeout,83,0.5,5.544097070087404e-07,0.004247960734005304,0.2,0.2,0.0,0.4042485151437123,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,9,3,timeout,71,0.5,3.897657890136918e-06,0.007861351774480864,0.2,0.2,0.0,0.407865249432371,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,9,4,timeout,59,0.5,2.740164329104554e-05,0.014548357574826932,0.2,0.2,0.0,0.41457575921811796,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,9,5,timeout,47,0.5,0.00019264134416459134,0.02692344957925523,0.2,0.2,0.0,0.42711609092341984,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,9,6,failure,37,0.85,0.002079309688431049,0.07494512702440771,0.3,0.2,0.0,0.5770244367128388,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,9,7,rescue,31,0.7,0.0,0.1631254605966323,0.1,0.1,0.0,0.3631254605966323,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,9,8,timeout,19,0.5,0.01823977933388911,0.11320608076059219,0.2,0.2,0.0,0.5314458600944814,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,9,9,timeout,7,0.5,0.1282308353125,0.20950118882812493,0.2,0.2,0.0,0.7377320241406249,loyalty
0.15,0.05,56,PARTNER_RESCUED,TIMEOUT,9,10,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,4,0,seed,72,0.9,8.53338372385501e-05,0.032240127589644174,0.2,0.1,0.0,0.33232546142688274,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,4,1,timeout,45,0.5,0.0002666316182208877,0.02983207709612768,0.2,0.2,0.0,0.4300987087143486,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,4,2,failure,33,0.85,0.003983304200727576,0.09201295511778788,0.3,0.2,0.0,0.5959962593185155,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,4,3,timeout,21,0.5,0.01317824056873488,0.10216848788643444,0.2,0.2,0.0,0.5153467284551694,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,4,4,timeout,9,0.5,0.09264677851328126,0.18907482291738273,0.2,0.2,0.0,0.681721601430664,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,4,5,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,9,0,seed,122,0.9,2.5238733674173957e-08,0.0024807158203032477,0.2,0.1,0.0,0.30248074105903694,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,9,1,timeout,95,0.5,7.886021089827356e-08,0.002295428434614544,0.2,0.2,0.0,0.40229550729482544,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,9,2,failure,83,0.85,1.1781206273935726e-06,0.007079934556675506,0.3,0.2,0.0,0.5070811126773029,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,9,3,timeout,71,0.5,3.897657890136918e-06,0.007861351774480864,0.2,0.2,0.0,0.407865249432371,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,9,4,timeout,59,0.5,2.740164329104554e-05,0.014548357574826932,0.2,0.2,0.0,0.41457575921811796,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,9,5,failure,50,0.85,0.00025139996415579396,0.03847248763835657,0.3,0.2,0.0,0.5387238876025124,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,9,6,rescue,43,0.7,0.0,0.08814648818800419,0.1,0.1,0.0,0.2881464881880042,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,9,7,timeout,31,0.5,0.0025944582622284247,0.061172047723737126,0.2,0.2,0.0,0.4637665059859656,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,9,8,timeout,19,0.5,0.01823977933388911,0.11320608076059219,0.2,0.2,0.0,0.5314458600944814,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,9,9,failure,12,0.85,0.12090549356574623,0.2701800438313183,0.3,0.2,0.0,0.8910855373970645,loyalty
0.15,0.05,57,TIMEOUT,RESOURCE_TAKEN,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,4,0,seed,62,0.9,0.0004334430243703303,0.05384689915851046,0.2,0.1,0.0,0.35428034218288074,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,4,1,rescue,41,0.7,0.0,0.09766923898947834,0.1,0.1,0.0,0.2976692389894784,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,4,2,timeout,29,0.5,0.0035909456916656396,0.06778066229776968,0.2,0.2,0.0,0.47137160798943534,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,4,3,failure,18,0.85,0.045599448334722736,0.19860715922910904,0.3,0.2,0.0,0.7442066075638318,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,4,4,rescue,12,0.7,0.0,0.43228807013010934,0.1,0.1,0.0,0.6322880701301093,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,9,0,seed,114,0.9,9.262242667173803e-08,0.0037392816128425247,0.2,0.1,0.0,0.3037393742352692,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,9,1,rescue,93,0.7,0.0,0.006782429354355069,0.1,0.1,0.0,0.2067824293543551,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,9,2,timeout,81,0.5,7.673490754446235e-07,0.004706881699728869,0.2,0.2,0.0,0.40470764904880435,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,9,3,failure,70,0.85,9.744144725342286e-06,0.013791845218387479,0.3,0.2,0.0,0.5138015893631128,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,9,4,rescue,64,0.7,0.0,0.030019311368892805,0.1,0.1,0.0,0.2300193113688928,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,9,5,timeout,52,0.5,8.547598781297004e-05,0.02083285205617009,0.2,0.2,0.0,0.4209183280439831,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,9,6,failure,41,0.85,0.00108541265304656,0.061043274368423966,0.3,0.2,0.0,0.5621286870214706,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,9,7,rescue,35,0.7,0.0,0.1328667071900857,0.1,0.1,0.0,0.3328667071900857,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,9,8,timeout,23,0.5,0.009521278810910949,0.09220706031750707,0.2,0.2,0.0,0.501728339128418,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,9,9,failure,12,0.85,0.12090549356574623,0.2701800438313183,0.3,0.2,0.0,0.8910855373970645,loyalty
0.15,0.05,58,PARTNER_RESCUED,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,4,0,seed,63,0.9,0.00036842657071478076,0.051154554200584935,0.2,0.1,0.0,0.35152298077129973,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,4,1,rescue,42,0.7,0.0,0.09278577704000442,0.1,0.1,0.0,0.2927857770400044,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,4,2,timeout,30,0.5,0.0030523038379157937,0.06439162918288119,0.2,0.2,0.0,0.467443933020797,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,4,3,failure,18,0.85,0.045599448334722736,0.19860715922910904,0.3,0.2,0.0,0.7442066075638318,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,4,4,rescue,12,0.7,0.0,0.43228807013010934,0.1,0.1,0.0,0.6322880701301093,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,9,0,seed,111,0.9,1.5082015334294815e-07,0.0043613140257676335,0.2,0.1,0.0,0.30436146484592097,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,9,1,rescue,90,0.7,0.0,0.007910691767727155,0.1,0.1,0.0,0.20791069176772717,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,9,2,timeout,78,0.5,1.2494998175365335e-06,0.005489875141832769,0.2,0.2,0.0,0.4054911246416503,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,9,3,failure,66,0.85,1.8666720418275234e-05,0.0169327678190161,0.3,0.2,0.0,0.5169514345394344,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,9,4,rescue,60,0.7,0.0,0.03685583918956154,0.1,0.1,0.0,0.23685583918956155,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,9,5,timeout,48,0.5,0.00016374514253990265,0.025577277100292468,0.2,0.2,0.0,0.4257410222428324,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,9,6,failure,38,0.85,0.0017674132351663914,0.07119787067318732,0.3,0.2,0.0,0.5729652839083537,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,9,7,rescue,32,0.7,0.0,0.15496918756680067,0.1,0.1,0.0,0.3549691875668006,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,9,8,timeout,20,0.5,0.015503812433805742,0.10754577672256257,0.2,0.2,0.0,0.5230495891563683,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,9,9,timeout,8,0.5,0.10899621001562501,0.19902612938671868,0.2,0.2,0.0,0.7080223394023437,loyalty
0.15,0.05,59,PARTNER_RESCUED,TIMEOUT,9,10,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,4,0,seed,63,0.9,0.00036842657071478076,0.051154554200584935,0.2,0.1,0.0,0.35152298077129973,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,4,1,rescue,42,0.7,0.0,0.09278577704000442,0.1,0.1,0.0,0.2927857770400044,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,4,2,timeout,30,0.5,0.0030523038379157937,0.06439162918288119,0.2,0.2,0.0,0.467443933020797,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,4,3,timeout,18,0.5,0.021458563922222482,0.11916429553746546,0.2,0.2,0.0,0.540622859459688,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,4,4,timeout,6,0.5,0.15085980625,0.22052756718749994,0.2,0.2,0.0,0.7713873734374999,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,4,5,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,9,0,seed,122,0.9,2.5238733674173957e-08,0.0024807158203032477,0.2,0.1,0.0,0.30248074105903694,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,9,1,rescue,101,0.7,0.0,0.0044996022074538355,0.1,0.1,0.0,0.20449960220745383,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,9,2,timeout,89,0.5,2.0909535245614457e-07,0.0031226414872607207,0.2,0.2,0.0,0.4031228505826132,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,9,3,timeout,77,0.5,1.4699997853370982e-06,0.0057788159387713355,0.2,0.2,0.0,0.4057802859385567,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,9,4,timeout,65,0.5,1.0334516494546854e-05,0.010694379675168066,0.2,0.2,0.0,0.41070471419166266,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,9,5,failure,59,0.85,5.822849199347171e-05,0.024247262624711545,0.3,0.2,0.0,0.5243054911167051,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,9,6,timeout,47,0.5,0.00019264134416459134,0.02692344957925523,0.2,0.2,0.0,0.42711609092341984,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,9,7,timeout,35,0.5,0.0013543234282473767,0.04982501519628215,0.2,0.2,0.0,0.4511793386245295,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,9,8,timeout,23,0.5,0.009521278810910949,0.09220706031750707,0.2,0.2,0.0,0.501728339128418,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,9,9,failure,12,0.85,0.12090549356574623,0.2701800438313183,0.3,0.2,0.0,0.8910855373970645,loyalty
0.15,0.05,60,PARTNER_RESCUED,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,4,0,seed,63,0.9,0.00036842657071478076,0.051154554200584935,0.2,0.1,0.0,0.35152298077129973,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,4,1,rescue,41,0.7,0.0,0.09766923898947834,0.1,0.1,0.0,0.2976692389894784,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,4,2,timeout,29,0.5,0.0035909456916656396,0.06778066229776968,0.2,0.2,0.0,0.47137160798943534,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,4,3,failure,18,0.85,0.045599448334722736,0.19860715922910904,0.3,0.2,0.0,0.7442066075638318,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,4,4,rescue,12,0.7,0.0,0.43228807013010934,0.1,0.1,0.0,0.6322880701301093,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,9,0,seed,112,0.9,1.2819713034150594e-07,0.004143248324479252,0.2,0.1,0.0,0.3041433765216096,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,9,1,rescue,90,0.7,0.0,0.007910691767727155,0.1,0.1,0.0,0.20791069176772717,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,9,2,timeout,78,0.5,1.2494998175365335e-06,0.005489875141832769,0.2,0.2,0.0,0.4054911246416503,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,9,3,failure,67,0.85,1.586671235553395e-05,0.016086129428065293,0.3,0.2,0.0,0.5161019961404208,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,9,4,rescue,61,0.7,0.0,0.035013047230083465,0.1,0.1,0.0,0.23501304723008348,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,9,5,timeout,49,0.5,0.00013918337115891724,0.024298413245277845,0.2,0.2,0.0,0.42443759661643676,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,9,6,timeout,37,0.5,0.0009784986769087298,0.04496707621464464,0.2,0.2,0.0,0.4459455748915534,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,9,7,timeout,25,0.5,0.00687912394088316,0.08321687193655013,0.2,0.2,0.0,0.4900959958774333,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,9,8,failure,18,0.85,0.045599448334722736,0.19860715922910904,0.3,0.2,0.0,0.7442066075638318,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,9,9,rescue,12,0.7,0.0,0.43228807013010934,0.1,0.1,0.0,0.6322880701301093,loyalty
0.15,0.05,61,PARTNER_RESCUED,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,4,0,seed,67,0.9,0.00019232097257918253,0.04166570411234018,0.2,0.1,0.0,0.34185802508491936,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,4,1,rescue,46,0.7,0.0,0.07557459531019008,0.1,0.1,0.0,0.27557459531019013,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,4,2,timeout,34,0.5,0.0015933216802910314,0.05244738441713911,0.2,0.2,0.0,0.45404070609743014,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,4,3,failure,24,0.85,0.01719780985220789,0.14599451216938614,0.3,0.2,0.0,0.6631923220215941,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,4,4,timeout,12,0.5,0.05689670285446886,0.162108026298791,0.2,0.2,0.0,0.6190047291532599,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,9,0,seed,127,0.9,1.1198560212003628e-08,0.001919530613105328,0.2,0.1,0.0,0.3019195418116656,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,9,1,rescue,106,0.7,0.0,0.003481706414460697,0.1,0.1,0.0,0.20348170641446073,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,9,2,timeout,94,0.5,9.277671870385125e-08,0.002416240457488994,0.2,0.2,0.0,0.4024163332342077,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,9,3,failure,84,0.85,1.0014025332845366e-06,0.00672593782884173,0.3,0.2,0.0,0.506726939231375,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,9,4,timeout,72,0.5,3.3130092066163804e-06,0.00746828418575682,0.2,0.2,0.0,0.40747159719496345,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,9,5,timeout,60,0.5,2.329139679738871e-05,0.013820939696085584,0.2,0.2,0.0,0.413844231092883,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,9,6,failure,48,0.85,0.00034795842789729273,0.0426287951671541,0.3,0.2,0.0,0.5429767535950514,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,9,7,timeout,36,0.5,0.0011511749140102703,0.04733376443646804,0.2,0.2,0.0,0.44848493935047834,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,9,8,timeout,24,0.5,0.008093086989274306,0.08759670730163172,0.2,0.2,0.0,0.49568979429090604,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,9,9,timeout,12,0.5,0.05689670285446886,0.162108026298791,0.2,0.2,0.0,0.6190047291532599,loyalty
0.15,0.05,62,PARTNER_RESCUED,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,4,0,seed,60,0.9,0.000599921140996997,0.05966415419225536,0.2,0.1,0.0,0.36026407533325233,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,4,1,rescue,38,0.7,0.0,0.11391659307709971,0.1,0.1,0.0,0.31391659307709974,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,4,2,timeout,26,0.5,0.005847255349750686,0.07905602833972261,0.2,0.2,0.0,0.48490328368947333,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,4,3,failure,18,0.85,0.045599448334722736,0.19860715922910904,0.3,0.2,0.0,0.7442066075638318,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,4,4,rescue,12,0.7,0.0,0.43228807013010934,0.1,0.1,0.0,0.6322880701301093,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,9,0,seed,120,0.9,3.4932503355258075e-08,0.00274871559036371,0.2,0.1,0.0,0.3027487505228671,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,9,1,rescue,98,0.7,0.0,0.0052481145443403834,0.1,0.1,0.0,0.2052481145443404,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,9,2,timeout,86,0.5,3.4047686131674266e-07,0.003642095334317797,0.2,0.2,0.0,0.40364243581117915,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,9,3,failure,78,0.85,2.655187112265131e-06,0.009149791903054613,0.3,0.2,0.0,0.5091524470901669,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,9,4,rescue,72,0.7,0.0,0.01991542449535151,0.1,0.1,0.0,0.2199154244953515,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,9,5,timeout,60,0.5,2.329139679738871e-05,0.013820939696085584,0.2,0.2,0.0,0.413844231092883,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,9,6,timeout,48,0.5,0.00016374514253990265,0.025577277100292468,0.2,0.2,0.0,0.4257410222428324,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,9,7,timeout,36,0.5,0.0011511749140102703,0.04733376443646804,0.2,0.2,0.0,0.44848493935047834,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,9,8,timeout,24,0.5,0.008093086989274306,0.08759670730163172,0.2,0.2,0.0,0.49568979429090604,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,9,9,timeout,12,0.5,0.05689670285446886,0.162108026298791,0.2,0.2,0.0,0.6190047291532599,loyalty
0.15,0.05,63,PARTNER_RESCUED,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,64,TIMEOUT,TIMEOUT,4,0,seed,65,0.9,0.0002661881973414291,0.0461669851660279,0.2,0.1,0.0,0.3464331733633693,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,4,1,timeout,38,0.5,0.0008317238753724203,0.042718722403912404,0.2,0.2,0.0,0.44355044627928486,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,4,2,timeout,26,0.5,0.005847255349750686,0.07905602833972261,0.2,0.2,0.0,0.48490328368947333,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,4,3,failure,18,0.85,0.045599448334722736,0.19860715922910904,0.3,0.2,0.0,0.7442066075638318,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,4,4,rescue,12,0.7,0.0,0.43228807013010934,0.1,0.1,0.0,0.6322880701301093,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,64,TIMEOUT,TIMEOUT,9,0,seed,119,0.9,4.109706277089185e-08,0.0028933848319618,0.2,0.1,0.0,0.3028934259290246,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,9,1,timeout,92,0.5,1.2841068332712975e-07,0.0026772747451401595,0.2,0.2,0.0,0.4026774031558235,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,9,2,timeout,80,0.5,9.027636181701453e-07,0.004954612315504073,0.2,0.2,0.0,0.40495551507912225,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,9,3,failure,72,0.85,7.040144564059801e-06,0.0124471403095947,0.3,0.2,0.0,0.5124541804541587,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,9,4,rescue,66,0.7,0.0,0.027092428510425752,0.1,0.1,0.0,0.22709242851042577,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,9,5,timeout,54,0.5,6.175640119487086e-05,0.018801648980693503,0.2,0.2,0.0,0.4188634053818884,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,9,6,failure,42,0.85,0.0009226007550895759,0.057991110650002765,0.3,0.2,0.0,0.5589137114050924,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,9,7,rescue,35,0.7,0.0,0.1328667071900857,0.1,0.1,0.0,0.3328667071900857,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,9,8,timeout,23,0.5,0.009521278810910949,0.09220706031750707,0.2,0.2,0.0,0.501728339128418,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,9,9,timeout,11,0.5,0.06693729747584572,0.1706400276829379,0.2,0.2,0.0,0.6375773251587836,loyalty
0.15,0.05,64,TIMEOUT,TIMEOUT,9,10,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.15,0.05,65,TIMEOUT,TIMEOUT,4,0,seed,68,0.9,0.00016347282669230514,0.03958241890672316,0.2,0.1,0.0,0.3397458917334155,loyalty
0.15,0.05,65,TIMEOUT,TIMEOUT,4,1,timeout,41,0.5,0.0005107824249630876,0.03662596462105439,0.2,0.2,0.0,0.43713674704601746,loyalty
0.15,0.05,65,TIMEOUT,TIMEOUT,4,2,timeout,29,0.5,0.0035909456916656396,0.06778066229776968,0.2,0.2,0.0,0.47137160798943534,loyalty
0.15,0.05,65,TIMEOUT,TIMEOUT,4,3,failure,19,0.85,0.038759531084514326,0.18867680126765357,0.3,0.2,0.0,0.7274363323521678,loyalty
0.15,0.05,65,TIMEOUT,TIMEOUT,4,4,rescue,12,0.7,0.0,0.43228807013010934,0.1,0.1,0.0,0.6322880701301093,loyalty
0.15,0.05,65,TIMEOUT,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,65,TIMEOUT,TIMEOUT,9,0,seed,121,0.9,2.9692627851969363e-08,0.002611279810845524,0.2,0.1,0.0,0.30261130950347337,loyalty
0.15,0.05,65,TIMEOUT,TIMEOUT,9,1,timeout,94,0.5,9.277671870385125e-08,0.002416240457488994,0.2,0.2,0.0,0.4024163332342077,loyalty
0.15,0.05,65,TIMEOUT,TIMEOUT,9,2,timeout,82,0.5,6.5224671412793e-07,0.004471537614742426,0.2,0.2,0.0,0.4044721898614566,loyalty
0.15,0.05,65,TIMEOUT,TIMEOUT,9,3,failure,72,0.85,7.040144564059801e-06,0.0124471403095947,0.3,0.2,0.0,0.5124541804541587,loyalty
