t_snap,kappa,outcome,steps_used,target_switches
12,0.875,PARTNER_DEAD,9,1
12,0.875,PARTNER_RESCUED,6,0
12,0.875,PARTNER_RESCUED,7,0
12,0.875,PARTNER_RESCUED,7,0
12,0.875,PARTNER_RESCUED,7,0
12,0.875,PARTNER_RESCUED,7,0
12,0.875,PARTNER_RESCUED,6,0
12,0.875,PARTNER_RESCUED,7,0
12,0.875,PARTNER_RESCUED,7,0
12,0.875,PARTNER_RESCUED,6,0
12,0.875,TIMEOUT,12,0
12,0.875,TIMEOUT,12,1
12,0.875,PARTNER_RESCUED,7,0
12,0.875,PARTNER_RESCUED,7,0
12,0.875,TIMEOUT,12,1
12,0.875,PARTNER_RESCUED,7,0
12,0.875,TIMEOUT,12,1
12,0.875,TIMEOUT,12,1
12,0.875,PARTNER_RESCUED,7,0
12,0.875,PARTNER_RESCUED,7,0
12,0.875,TIMEOUT,12,1
12,0.875,TIMEOUT,12,1
12,0.875,PARTNER_RESCUED,7,0
12,0.875,PARTNER_RESCUED,7,0
12,0.875,TIMEOUT,12,1
12,0.875,PARTNER_RESCUED,6,0
12,0.875,PARTNER_RESCUED,6,0
12,0.875,PARTNER_RESCUED,6,0
12,0.875,PARTNER_DEAD,8,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,0
12,0.9,TIMEOUT,12,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,TIMEOUT,12,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,7,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,7,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,TIMEOUT,12,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,0
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,0
12,0.9,TIMEOUT,12,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_DEAD,8,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,7,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,PARTNER_DEAD,8,0
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,TIMEOUT,12,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,6,0
12,0.9,TIMEOUT,12,1
12,0.9,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,1
12,0.925,TIMEOUT,12,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_DEAD,8,1
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_DEAD,8,1
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,0
12,0.925,TIMEOUT,12,0
12,0.925,TIMEOUT,12,1
12,0.925,TIMEOUT,12,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_DEAD,8,1
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,1
12,0.925,TIMEOUT,12,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,TIMEOUT,12,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,6,0
12,0.925,TIMEOUT,12,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,PARTNER_RESCUED,6,0
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.925,TIMEOUT,12,1
12,0.925,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,7,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_DEAD,8,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,TIMEOUT,12,2
12,0.95,TIMEOUT,12,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,TIMEOUT,12,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,TIMEOUT,12,1
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,TIMEOUT,12,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,TIMEOUT,12,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,7,0
12,0.95,TIMEOUT,12,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,7,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,TIMEOUT,12,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,TIMEOUT,12,0
12,0.95,TIMEOUT,12,0
12,0.95,TIMEOUT,12,1
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,TIMEOUT,12,1
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,TIMEOUT,12,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,TIMEOUT,12,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,TIMEOUT,12,1
12,0.95,TIMEOUT,12,1
12,0.95,TIMEOUT,12,1
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,6,0
12,0.95,PARTNER_RESCUED,7,0
12,0.95,PARTNER_RESCUED,7,0
12,0.975,TIMEOUT,12,0
12,0.975,PARTNER_RESCUED,6,0
12,0.975,PARTNER_RESCUED,6,0
12,0.975,PARTNER_RESCUED,7,0
12,0.975,PARTNER_RESCUED,7,0
12,0.975,PARTNER_RESCUED,7,0
12,0.975,PARTNER_RESCUED,6,0
12,0.975,PARTNER_RESCUED,7,0
12,0.975,TIMEOUT,12,1
12,0.975,TIMEOUT,12,1
12,0.975,PARTNER_RESCUED,6,0
12,0.975,PARTNER_RESCUED,7,0
12,0.975,TIMEOUT,12,1
12,0.975,PARTNER_RESCUED,6,0
12,0.975,TIMEOUT,12,1
12,0.975,PARTNER_RESCUED,7,0
12,0.975,PARTNER_RESCUED,6,0
12,0.975,TIMEOUT,12,1
12,0.975,PARTNER_RESCUED,6,0
12,0.975,PARTNER_RESCUED,7,0
12,0.975,TIMEOUT,12,1
12,0.975,PARTNER_RESCUED,6,0
12,0.975,PARTNER_DEAD,8,1
12,0.975,TIMEOUT,12,1
12,0.975,TIMEOUT,12,0
12,0.975,PARTNER_RESCUED,7,0
12,0.975,PARTNER_RESCUED,7,0
12,0.975,TIMEOUT,12,1
12,0.975,PARTNER_RESCUED,7,0
12,0.975,PARTNER_RESCUED,7,0
12,0.975,PARTNER_RESCUED,7,0
12,0.975,PARTNER_RESCUED,7,0
12,0.975,PARTNER_RESCUED,6,0
12,0.975,TIMEOUT,12,1
12,0.975,PARTNER_RESCUED,6,0
12,0.975,PARTNER_RESCUED,6,0
12,0.975,PARTNER_RESCUED,6,0
12,0.975,PARTNER_RESCUED,7,0
12,0.975,PARTNER_RESCUED,6,0
12,0.975,PARTNER_RESCUED,7,0
12,0.975,TIMEOUT,12,1
12,0.975,PARTNER_RESCUED,6,0
