condition,mem_capacity,encoding_jitter,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
baseline,9999,0.0,91,9,RESOURCE_TAKEN,0,11,0
baseline,9999,0.0,92,0,PARTNER_RESCUED,1,2,0
baseline,9999,0.0,92,1,TIMEOUT,0,3,1
baseline,9999,0.0,92,2,TIMEOUT,0,4,0
baseline,9999,0.0,92,3,TIMEOUT,0,5,2
baseline,9999,0.0,92,4,TIMEOUT,0,6,1
baseline,9999,0.0,92,5,TIMEOUT,0,7,1
baseline,9999,0.0,92,6,RESOURCE_TAKEN,0,8,0
baseline,9999,0.0,92,7,PARTNER_RESCUED,1,9,0
baseline,9999,0.0,92,8,PARTNER_RESCUED,1,10,0
baseline,9999,0.0,92,9,PARTNER_RESCUED,1,11,0
baseline,9999,0.0,93,0,PARTNER_RESCUED,1,2,0
baseline,9999,0.0,93,1,TIMEOUT,0,3,1
baseline,9999,0.0,93,2,TIMEOUT,0,4,2
baseline,9999,0.0,93,3,TIMEOUT,0,5,0
baseline,9999,0.0,93,4,TIMEOUT,0,6,0
baseline,9999,0.0,93,5,RESOURCE_TAKEN,0,7,0
baseline,9999,0.0,93,6,PARTNER_RESCUED,1,8,0
baseline,9999,0.0,93,7,PARTNER_DEAD,0,9,1
baseline,9999,0.0,93,8,PARTNER_RESCUED,1,10,0
baseline,9999,0.0,93,9,PARTNER_RESCUED,1,11,0
baseline,9999,0.0,94,0,PARTNER_RESCUED,1,2,0
baseline,9999,0.0,94,1,PARTNER_RESCUED,1,3,0
baseline,9999,0.0,94,2,PARTNER_RESCUED,1,4,0
baseline,9999,0.0,94,3,TIMEOUT,0,5,0
baseline,9999,0.0,94,4,TIMEOUT,0,6,1
baseline,9999,0.0,94,5,TIMEOUT,0,7,1
baseline,9999,0.0,94,6,TIMEOUT,0,8,2
baseline,9999,0.0,94,7,TIMEOUT,0,9,2
baseline,9999,0.0,94,8,TIMEOUT,0,10,1
baseline,9999,0.0,94,9,TIMEOUT,0,11,0
baseline,9999,0.0,95,0,PARTNER_RESCUED,1,2,0
baseline,9999,0.0,95,1,PARTNER_RESCUED,1,3,0
baseline,9999,0.0,95,2,TIMEOUT,0,4,1
baseline,9999,0.0,95,3,TIMEOUT,0,5,3
baseline,9999,0.0,95,4,TIMEOUT,0,6,0
baseline,9999,0.0,95,5,TIMEOUT,0,7,0
baseline,9999,0.0,95,6,RESOURCE_TAKEN,0,8,0
baseline,9999,0.0,95,7,PARTNER_RESCUED,1,9,0
baseline,9999,0.0,95,8,TIMEOUT,0,10,1
baseline,9999,0.0,95,9,TIMEOUT,0,11,2
baseline,9999,0.0,96,0,PARTNER_RESCUED,1,2,0
baseline,9999,0.0,96,1,TIMEOUT,0,3,1
baseline,9999,0.0,96,2,TIMEOUT,0,4,1
baseline,9999,0.0,96,3,TIMEOUT,0,5,1
baseline,9999,0.0,96,4,TIMEOUT,0,6,2
baseline,9999,0.0,96,5,TIMEOUT,0,7,0
baseline,9999,0.0,96,6,TIMEOUT,0,8,0
baseline,9999,0.0,96,7,TIMEOUT,0,9,1
baseline,9999,0.0,96,8,TIMEOUT,0,10,1
baseline,9999,0.0,96,9,TIMEOUT,0,11,0
baseline,9999,0.0,97,0,PARTNER_RESCUED,1,2,0
baseline,9999,0.0,97,1,TIMEOUT,0,3,0
baseline,9999,0.0,97,2,TIMEOUT,0,4,1
baseline,9999,0.0,97,3,TIMEOUT,0,5,2
baseline,9999,0.0,97,4,TIMEOUT,0,6,2
baseline,9999,0.0,97,5,RESOURCE_TAKEN,0,7,0
baseline,9999,0.0,97,6,PARTNER_RESCUED,1,8,0
baseline,9999,0.0,97,7,PARTNER_RESCUED,1,9,0
baseline,9999,0.0,97,8,TIMEOUT,0,10,0
baseline,9999,0.0,97,9,PARTNER_RESCUED,1,11,0
baseline,9999,0.0,98,0,PARTNER_RESCUED,1,2,0
baseline,9999,0.0,98,1,TIMEOUT,0,3,0
baseline,9999,0.0,98,2,TIMEOUT,0,4,0
baseline,9999,0.0,98,3,TIMEOUT,0,5,1
baseline,9999,0.0,98,4,TIMEOUT,0,6,2
baseline,9999,0.0,98,5,RESOURCE_TAKEN,0,7,0
baseline,9999,0.0,98,6,PARTNER_RESCUED,1,8,0
baseline,9999,0.0,98,7,TIMEOUT,0,9,1
baseline,9999,0.0,98,8,TIMEOUT,0,10,1
baseline,9999,0.0,98,9,TIMEOUT,0,11,0
baseline,9999,0.0,99,0,TIMEOUT,0,2,0
baseline,9999,0.0,99,1,TIMEOUT,0,3,0
baseline,9999,0.0,99,2,TIMEOUT,0,4,1
baseline,9999,0.0,99,3,TIMEOUT,0,5,0
baseline,9999,0.0,99,4,TIMEOUT,0,6,0
baseline,9999,0.0,99,5,TIMEOUT,0,7,0
baseline,9999,0.0,99,6,TIMEOUT,0,8,0
baseline,9999,0.0,99,7,TIMEOUT,0,9,1
baseline,9999,0.0,99,8,TIMEOUT,0,10,0
baseline,9999,0.0,99,9,TIMEOUT,0,11,0
bounded_only,3,0.0,0,0,TIMEOUT,0,2,1
bounded_only,3,0.0,0,1,TIMEOUT,0,3,2
bounded_only,3,0.0,0,2,TIMEOUT,0,3,0
bounded_only,3,0.0,0,3,TIMEOUT,0,3,2
bounded_only,3,0.0,0,4,TIMEOUT,0,3,1
bounded_only,3,0.0,0,5,TIMEOUT,0,3,1
bounded_only,3,0.0,0,6,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,0,7,TIMEOUT,0,3,1
bounded_only,3,0.0,0,8,TIMEOUT,0,3,0
bounded_only,3,0.0,0,9,TIMEOUT,0,3,1
bounded_only,3,0.0,1,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,1,1,TIMEOUT,0,3,0
bounded_only,3,0.0,1,2,TIMEOUT,0,3,2
bounded_only,3,0.0,1,3,TIMEOUT,0,3,2
bounded_only,3,0.0,1,4,TIMEOUT,0,3,0
bounded_only,3,0.0,1,5,TIMEOUT,0,3,1
bounded_only,3,0.0,1,6,TIMEOUT,0,3,1
bounded_only,3,0.0,1,7,TIMEOUT,0,3,0
bounded_only,3,0.0,1,8,TIMEOUT,0,3,1
bounded_only,3,0.0,1,9,TIMEOUT,0,3,1
bounded_only,3,0.0,2,0,TIMEOUT,0,2,1
bounded_only,3,0.0,2,1,TIMEOUT,0,3,1
bounded_only,3,0.0,2,2,TIMEOUT,0,3,0
bounded_only,3,0.0,2,3,TIMEOUT,0,3,0
bounded_only,3,0.0,2,4,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,2,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,2,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,2,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,2,8,TIMEOUT,0,3,2
bounded_only,3,0.0,2,9,TIMEOUT,0,3,2
bounded_only,3,0.0,3,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,3,1,TIMEOUT,0,3,1
bounded_only,3,0.0,3,2,TIMEOUT,0,3,2
bounded_only,3,0.0,3,3,TIMEOUT,0,3,1
bounded_only,3,0.0,3,4,TIMEOUT,0,3,2
bounded_only,3,0.0,3,5,TIMEOUT,0,3,1
bounded_only,3,0.0,3,6,TIMEOUT,0,3,2
bounded_only,3,0.0,3,7,TIMEOUT,0,3,1
bounded_only,3,0.0,3,8,TIMEOUT,0,3,1
bounded_only,3,0.0,3,9,TIMEOUT,0,3,1
bounded_only,3,0.0,4,0,TIMEOUT,0,2,1
bounded_only,3,0.0,4,1,TIMEOUT,0,3,1
bounded_only,3,0.0,4,2,TIMEOUT,0,3,1
bounded_only,3,0.0,4,3,TIMEOUT,0,3,0
bounded_only,3,0.0,4,4,TIMEOUT,0,3,1
bounded_only,3,0.0,4,5,TIMEOUT,0,3,0
bounded_only,3,0.0,4,6,TIMEOUT,0,3,1
bounded_only,3,0.0,4,7,TIMEOUT,0,3,0
bounded_only,3,0.0,4,8,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,4,9,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,5,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,5,1,TIMEOUT,0,3,1
bounded_only,3,0.0,5,2,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,5,3,TIMEOUT,0,3,1
bounded_only,3,0.0,5,4,TIMEOUT,0,3,3
bounded_only,3,0.0,5,5,TIMEOUT,0,3,0
bounded_only,3,0.0,5,6,TIMEOUT,0,3,0
bounded_only,3,0.0,5,7,TIMEOUT,0,3,0
bounded_only,3,0.0,5,8,TIMEOUT,0,3,1
bounded_only,3,0.0,5,9,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,6,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,6,1,TIMEOUT,0,3,1
bounded_only,3,0.0,6,2,TIMEOUT,0,3,2
bounded_only,3,0.0,6,3,TIMEOUT,0,3,0
bounded_only,3,0.0,6,4,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,6,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,6,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,6,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,6,8,TIMEOUT,0,3,2
bounded_only,3,0.0,6,9,TIMEOUT,0,3,2
bounded_only,3,0.0,7,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,7,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,7,2,TIMEOUT,0,3,1
bounded_only,3,0.0,7,3,TIMEOUT,0,3,2
bounded_only,3,0.0,7,4,TIMEOUT,0,3,1
bounded_only,3,0.0,7,5,TIMEOUT,0,3,2
bounded_only,3,0.0,7,6,TIMEOUT,0,3,2
bounded_only,3,0.0,7,7,TIMEOUT,0,3,2
bounded_only,3,0.0,7,8,TIMEOUT,0,3,2
bounded_only,3,0.0,7,9,TIMEOUT,0,3,1
bounded_only,3,0.0,8,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,8,1,TIMEOUT,0,3,0
bounded_only,3,0.0,8,2,TIMEOUT,0,3,1
bounded_only,3,0.0,8,3,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,8,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,8,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,8,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,8,7,TIMEOUT,0,3,0
bounded_only,3,0.0,8,8,TIMEOUT,0,3,1
bounded_only,3,0.0,8,9,TIMEOUT,0,3,2
bounded_only,3,0.0,9,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,9,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,9,2,TIMEOUT,0,3,1
bounded_only,3,0.0,9,3,TIMEOUT,0,3,0
bounded_only,3,0.0,9,4,TIMEOUT,0,3,1
bounded_only,3,0.0,9,5,TIMEOUT,0,3,0
bounded_only,3,0.0,9,6,TIMEOUT,0,3,2
bounded_only,3,0.0,9,7,TIMEOUT,0,3,0
bounded_only,3,0.0,9,8,TIMEOUT,0,3,3
bounded_only,3,0.0,9,9,TIMEOUT,0,3,3
bounded_only,3,0.0,10,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,10,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,10,2,TIMEOUT,0,3,0
bounded_only,3,0.0,10,3,TIMEOUT,0,3,0
bounded_only,3,0.0,10,4,TIMEOUT,0,3,0
bounded_only,3,0.0,10,5,TIMEOUT,0,3,0
bounded_only,3,0.0,10,6,TIMEOUT,0,3,0
bounded_only,3,0.0,10,7,TIMEOUT,0,3,1
bounded_only,3,0.0,10,8,TIMEOUT,0,3,2
bounded_only,3,0.0,10,9,TIMEOUT,0,3,1
bounded_only,3,0.0,11,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,11,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,11,2,TIMEOUT,0,3,0
bounded_only,3,0.0,11,3,TIMEOUT,0,3,2
bounded_only,3,0.0,11,4,TIMEOUT,0,3,0
bounded_only,3,0.0,11,5,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,11,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,11,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,11,8,TIMEOUT,0,3,0
bounded_only,3,0.0,11,9,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,12,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,12,1,TIMEOUT,0,3,1
bounded_only,3,0.0,12,2,TIMEOUT,0,3,2
bounded_only,3,0.0,12,3,TIMEOUT,0,3,1
bounded_only,3,0.0,12,4,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,12,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,12,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,12,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,12,8,TIMEOUT,0,3,1
bounded_only,3,0.0,12,9,TIMEOUT,0,3,0
bounded_only,3,0.0,13,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,13,1,TIMEOUT,0,3,1
bounded_only,3,0.0,13,2,TIMEOUT,0,3,2
bounded_only,3,0.0,13,3,TIMEOUT,0,3,0
bounded_only,3,0.0,13,4,TIMEOUT,0,3,0
bounded_only,3,0.0,13,5,TIMEOUT,0,3,0
bounded_only,3,0.0,13,6,TIMEOUT,0,3,0
bounded_only,3,0.0,13,7,TIMEOUT,0,3,0
bounded_only,3,0.0,13,8,TIMEOUT,0,3,0
bounded_only,3,0.0,13,9,TIMEOUT,0,3,1
bounded_only,3,0.0,14,0,TIMEOUT,0,2,1
bounded_only,3,0.0,14,1,TIMEOUT,0,3,0
bounded_only,3,0.0,14,2,TIMEOUT,0,3,2
bounded_only,3,0.0,14,3,TIMEOUT,0,3,0
bounded_only,3,0.0,14,4,TIMEOUT,0,3,0
bounded_only,3,0.0,14,5,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,14,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,14,7,TIMEOUT,0,3,1
bounded_only,3,0.0,14,8,TIMEOUT,0,3,1
bounded_only,3,0.0,14,9,TIMEOUT,0,3,0
bounded_only,3,0.0,15,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,15,1,TIMEOUT,0,3,2
bounded_only,3,0.0,15,2,TIMEOUT,0,3,0
bounded_only,3,0.0,15,3,TIMEOUT,0,3,1
bounded_only,3,0.0,15,4,TIMEOUT,0,3,0
bounded_only,3,0.0,15,5,TIMEOUT,0,3,2
bounded_only,3,0.0,15,6,TIMEOUT,0,3,1
bounded_only,3,0.0,15,7,TIMEOUT,0,3,2
bounded_only,3,0.0,15,8,TIMEOUT,0,3,3
bounded_only,3,0.0,15,9,TIMEOUT,0,3,2
bounded_only,3,0.0,16,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,16,1,TIMEOUT,0,3,2
bounded_only,3,0.0,16,2,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,16,3,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,16,4,TIMEOUT,0,3,0
bounded_only,3,0.0,16,5,TIMEOUT,0,3,1
bounded_only,3,0.0,16,6,TIMEOUT,0,3,2
bounded_only,3,0.0,16,7,TIMEOUT,0,3,0
bounded_only,3,0.0,16,8,TIMEOUT,0,3,1
bounded_only,3,0.0,16,9,TIMEOUT,0,3,0
bounded_only,3,0.0,17,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,17,1,TIMEOUT,0,3,2
bounded_only,3,0.0,17,2,TIMEOUT,0,3,2
bounded_only,3,0.0,17,3,TIMEOUT,0,3,0
bounded_only,3,0.0,17,4,TIMEOUT,0,3,2
bounded_only,3,0.0,17,5,TIMEOUT,0,3,2
bounded_only,3,0.0,17,6,TIMEOUT,0,3,0
bounded_only,3,0.0,17,7,TIMEOUT,0,3,0
bounded_only,3,0.0,17,8,TIMEOUT,0,3,1
bounded_only,3,0.0,17,9,TIMEOUT,0,3,0
bounded_only,3,0.0,18,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,18,1,TIMEOUT,0,3,1
bounded_only,3,0.0,18,2,TIMEOUT,0,3,1
bounded_only,3,0.0,18,3,TIMEOUT,0,3,0
bounded_only,3,0.0,18,4,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,18,5,TIMEOUT,0,3,0
bounded_only,3,0.0,18,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,18,7,TIMEOUT,0,3,1
bounded_only,3,0.0,18,8,TIMEOUT,0,3,1
bounded_only,3,0.0,18,9,TIMEOUT,0,3,2
bounded_only,3,0.0,19,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,19,1,TIMEOUT,0,3,1
bounded_only,3,0.0,19,2,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,19,3,TIMEOUT,0,3,0
bounded_only,3,0.0,19,4,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,19,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,19,6,PARTNER_DEAD,0,3,1
bounded_only,3,0.0,19,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,19,8,TIMEOUT,0,3,0
bounded_only,3,0.0,19,9,TIMEOUT,0,3,1
bounded_only,3,0.0,20,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,20,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,20,2,TIMEOUT,0,3,2
bounded_only,3,0.0,20,3,TIMEOUT,0,3,2
bounded_only,3,0.0,20,4,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,20,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,20,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,20,7,TIMEOUT,0,3,0
bounded_only,3,0.0,20,8,TIMEOUT,0,3,1
bounded_only,3,0.0,20,9,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,21,0,TIMEOUT,0,2,1
bounded_only,3,0.0,21,1,TIMEOUT,0,3,0
bounded_only,3,0.0,21,2,TIMEOUT,0,3,0
bounded_only,3,0.0,21,3,TIMEOUT,0,3,1
bounded_only,3,0.0,21,4,TIMEOUT,0,3,1
bounded_only,3,0.0,21,5,TIMEOUT,0,3,0
bounded_only,3,0.0,21,6,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,21,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,21,8,TIMEOUT,0,3,1
bounded_only,3,0.0,21,9,TIMEOUT,0,3,1
bounded_only,3,0.0,22,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,22,1,TIMEOUT,0,3,0
bounded_only,3,0.0,22,2,TIMEOUT,0,3,2
bounded_only,3,0.0,22,3,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,22,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,22,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,22,6,TIMEOUT,0,3,1
bounded_only,3,0.0,22,7,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,22,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,22,9,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,23,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,23,1,TIMEOUT,0,3,1
bounded_only,3,0.0,23,2,TIMEOUT,0,3,2
bounded_only,3,0.0,23,3,TIMEOUT,0,3,2
bounded_only,3,0.0,23,4,TIMEOUT,0,3,0
bounded_only,3,0.0,23,5,TIMEOUT,0,3,0
bounded_only,3,0.0,23,6,TIMEOUT,0,3,1
bounded_only,3,0.0,23,7,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,23,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,23,9,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,24,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,24,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,24,2,TIMEOUT,0,3,2
bounded_only,3,0.0,24,3,TIMEOUT,0,3,0
bounded_only,3,0.0,24,4,TIMEOUT,0,3,1
bounded_only,3,0.0,24,5,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,24,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,24,7,TIMEOUT,0,3,1
bounded_only,3,0.0,24,8,TIMEOUT,0,3,2
bounded_only,3,0.0,24,9,TIMEOUT,0,3,0
bounded_only,3,0.0,25,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,25,1,TIMEOUT,0,3,0
bounded_only,3,0.0,25,2,TIMEOUT,0,3,1
bounded_only,3,0.0,25,3,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,25,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,25,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,25,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,25,7,TIMEOUT,0,3,1
bounded_only,3,0.0,25,8,TIMEOUT,0,3,1
bounded_only,3,0.0,25,9,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,26,0,TIMEOUT,0,2,1
bounded_only,3,0.0,26,1,TIMEOUT,0,3,2
bounded_only,3,0.0,26,2,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,26,3,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,26,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,26,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,26,6,TIMEOUT,0,3,1
bounded_only,3,0.0,26,7,TIMEOUT,0,3,0
bounded_only,3,0.0,26,8,TIMEOUT,0,3,2
bounded_only,3,0.0,26,9,TIMEOUT,0,3,0
bounded_only,3,0.0,27,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,27,1,TIMEOUT,0,3,2
bounded_only,3,0.0,27,2,TIMEOUT,0,3,2
bounded_only,3,0.0,27,3,TIMEOUT,0,3,0
bounded_only,3,0.0,27,4,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,27,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,27,6,TIMEOUT,0,3,1
bounded_only,3,0.0,27,7,TIMEOUT,0,3,1
bounded_only,3,0.0,27,8,TIMEOUT,0,3,2
bounded_only,3,0.0,27,9,TIMEOUT,0,3,0
bounded_only,3,0.0,28,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,28,1,TIMEOUT,0,3,2
bounded_only,3,0.0,28,2,TIMEOUT,0,3,3
bounded_only,3,0.0,28,3,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,28,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,28,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,28,6,TIMEOUT,0,3,0
bounded_only,3,0.0,28,7,TIMEOUT,0,3,0
bounded_only,3,0.0,28,8,TIMEOUT,0,3,1
bounded_only,3,0.0,28,9,TIMEOUT,0,3,0
bounded_only,3,0.0,29,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,29,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,29,2,TIMEOUT,0,3,1
bounded_only,3,0.0,29,3,TIMEOUT,0,3,3
bounded_only,3,0.0,29,4,TIMEOUT,0,3,0
bounded_only,3,0.0,29,5,TIMEOUT,0,3,1
bounded_only,3,0.0,29,6,TIMEOUT,0,3,0
bounded_only,3,0.0,29,7,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,29,8,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,29,9,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,30,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,30,1,TIMEOUT,0,3,1
bounded_only,3,0.0,30,2,TIMEOUT,0,3,2
bounded_only,3,0.0,30,3,TIMEOUT,0,3,2
bounded_only,3,0.0,30,4,TIMEOUT,0,3,1
bounded_only,3,0.0,30,5,TIMEOUT,0,3,0
bounded_only,3,0.0,30,6,TIMEOUT,0,3,0
bounded_only,3,0.0,30,7,TIMEOUT,0,3,1
bounded_only,3,0.0,30,8,TIMEOUT,0,3,0
bounded_only,3,0.0,30,9,TIMEOUT,0,3,0
bounded_only,3,0.0,31,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,31,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,31,2,TIMEOUT,0,3,1
bounded_only,3,0.0,31,3,TIMEOUT,0,3,2
bounded_only,3,0.0,31,4,TIMEOUT,0,3,0
bounded_only,3,0.0,31,5,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,31,6,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,31,7,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,31,8,TIMEOUT,0,3,1
bounded_only,3,0.0,31,9,TIMEOUT,0,3,0
bounded_only,3,0.0,32,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,32,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,32,2,TIMEOUT,0,3,2
bounded_only,3,0.0,32,3,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,32,4,TIMEOUT,0,3,1
bounded_only,3,0.0,32,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,32,6,TIMEOUT,0,3,0
bounded_only,3,0.0,32,7,TIMEOUT,0,3,0
bounded_only,3,0.0,32,8,TIMEOUT,0,3,0
bounded_only,3,0.0,32,9,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,33,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,33,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,33,2,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,33,3,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,33,4,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,33,5,TIMEOUT,0,3,2
bounded_only,3,0.0,33,6,TIMEOUT,0,3,2
bounded_only,3,0.0,33,7,TIMEOUT,0,3,2
bounded_only,3,0.0,33,8,TIMEOUT,0,3,1
bounded_only,3,0.0,33,9,TIMEOUT,0,3,1
bounded_only,3,0.0,34,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,34,1,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,34,2,TIMEOUT,0,3,0
bounded_only,3,0.0,34,3,RESOURCE_TAKEN,0,3,1
bounded_only,3,0.0,34,4,TIMEOUT,0,3,1
bounded_only,3,0.0,34,5,PARTNER_RESCUED,1,3,0
bounded_only,3,0.0,34,6,TIMEOUT,0,3,0
bounded_only,3,0.0,34,7,TIMEOUT,0,3,2
bounded_only,3,0.0,34,8,RESOURCE_TAKEN,0,3,0
bounded_only,3,0.0,34,9,PARTNER_DEAD,0,3,1
bounded_only,3,0.0,35,0,PARTNER_RESCUED,1,2,0
bounded_only,3,0.0,35,1,TIMEOUT,0,3,1
bounded_only,3,0.0,35,2,TIMEOUT,0,3,1
bounded_only,3,0.0,35,3,TIMEOUT,0,3,1
bounded_only,3,0.0,35,4,TIMEOUT,0,3,2
bounded_only,3,0.0,35,5,TIMEOUT,0,3,2
bounded_only,3,0.0,35,6,TIMEOUT,0,3,1
bounded_only,3,0.0,35,7,TIMEOUT,0,3,1
bounded_only,3,0.0,35,8,TIMEOUT,0,3,0
bounded_only,3,0.0,35,9,TIMEOUT,0,3,0
bounded_only,3,0.0,36,0,TIMEOUT,0,2,0
bounded_only,3,0.0,36,1,TIMEOUT,0,3,1
bounded_only,3,0.0,36,2,TIMEOUT,0,3,1
bounded_only,3,0.0,36,3,TIMEOUT,0,3,2
bounded_only,3,0.0,36,4,RESOURCE_TAKEN,0,3,0
