mode,beta_guilt,beta_loyalty,agent_id,episode_idx,step,seed_impact,top1_is_seed,seed_stored_guilt,seed_stored_loyalty,seed_age
off,0.05,0.05,24,7,2,0.007338059018449287,0,0.01412064509918661,0.009413763399457738,96
off,0.05,0.05,24,7,3,0.006779523380503718,0,0.013414612844227278,0.008943075229484851,97
off,0.05,0.05,24,7,4,0.006237005814395814,0,0.012743882202015912,0.008495921468010608,98
off,0.05,0.05,24,7,5,0.0057812023981124215,0,0.012106688091915117,0.008071125394610077,99
off,0.05,0.05,24,8,0,0.0062894499593256084,0,0.01150135368731936,0.007667569124879573,100
off,0.05,0.05,24,8,1,0.0058347303530426374,0,0.010926286002953391,0.007284190668635594,101
off,0.05,0.05,24,8,2,0.005419248436165694,0,0.010379971702805722,0.006919981135203814,102
off,0.05,0.05,24,8,3,0.005007543298156109,0,0.009860973117665435,0.006573982078443623,103
off,0.05,0.05,24,8,4,0.004607507008506951,0,0.009367924461782163,0.006245282974521441,104
off,0.05,0.05,24,8,5,0.004271388949210199,0,0.008899528238693053,0.005933018825795369,105
off,0.05,0.05,24,8,6,0.004061564489042217,0,0.0084545518267584,0.0056363678845056,106
off,0.05,0.05,24,9,0,0.004419304565097101,0,0.00803182423542048,0.005354549490280319,107
off,0.05,0.05,24,9,1,0.004100386927692444,0,0.007630233023649456,0.005086822015766303,108
off,0.05,0.05,24,9,2,0.003784274413120835,0,0.007248721372466983,0.004832480914977988,109
off,0.05,0.05,24,9,3,0.003520019497545763,0,0.006886285303843633,0.004590856869229088,110
off,0.05,0.05,24,9,4,0.003258105819280619,0,0.0065419710386514516,0.0043613140257676335,111
off,0.05,0.05,24,9,5,0.0030032704415335477,0,0.0062148724867188785,0.004143248324479252,112
off,0.05,0.05,25,0,0,0.9245333822705224,1,0.9,0.6,15
off,0.05,0.05,25,0,1,0.8265189246570599,1,0.855,0.57,16
off,0.05,0.05,25,0,2,0.7411345327638864,1,0.8122499999999999,0.5415,17
off,0.05,0.05,25,0,3,0.6623268780653728,1,0.7716374999999999,0.5144249999999999,18
off,0.05,0.05,25,0,4,0.5938186884382433,1,0.7330556249999999,0.4887037499999999,19
off,0.05,0.05,25,0,5,0.5310512246127359,1,0.6964028437499998,0.46426856249999987,20
off,0.05,0.05,25,1,0,0.5614979238153233,0,0.6615827015624998,0.4410551343749999,21
off,0.05,0.05,25,1,1,0.5291961712803626,0,0.6285035664843748,0.41900237765624987,22
off,0.05,0.05,25,1,2,0.47804817095842217,0,0.597078388160156,0.39805225877343736,23
off,0.05,0.05,25,1,3,0.43589869770482265,0,0.5672244687521482,0.37814964583476546,24
off,0.05,0.05,25,1,4,0.3930222677356216,0,0.5388632453145408,0.3592421635430272,25
off,0.05,0.05,25,1,5,0.365553862863374,0,0.5119200830488138,0.3412800553658758,26
off,0.05,0.05,25,1,6,0.3289159663688587,0,0.486324078896373,0.324216052597582,27
off,0.05,0.05,25,1,7,0.35474240446406763,0,0.4620078749515544,0.3080052499677029,28
off,0.05,0.05,25,1,8,0.34076578443747035,0,0.43890748120397666,0.29260498746931773,29
off,0.05,0.05,25,1,9,0.31827238744180736,0,0.4169621071437778,0.2779747380958518,30
off,0.05,0.05,25,1,10,0.3125928608118248,0,0.3961140017865889,0.26407600119105923,31
off,0.05,0.05,25,1,11,0.2996323185615475,0,0.37630830169725943,0.25087220113150627,32
off,0.05,0.05,25,2,0,0.23917605139502,0,0.3574928866123964,0.23832859107493093,33
off,0.05,0.05,25,2,1,0.22829106761536627,0,0.33961824228177656,0.22641216152118437,34
off,0.05,0.05,25,2,2,0.21021978957948695,0,0.3226373301676877,0.21509155344512515,35
off,0.05,0.05,25,2,3,0.19250921718493505,0,0.3065054636593033,0.20433697577286888,36
off,0.05,0.05,25,2,4,0.17661236862542068,0,0.29118019047633814,0.19412012698422543,37
off,0.05,0.05,25,2,5,0.16129671326310419,0,0.2766211809525212,0.18441412063501414,38
off,0.05,0.05,25,2,6,0.14762660036480418,0,0.26279012190489515,0.17519341460326343,39
off,0.05,0.05,25,2,7,0.15749500459890045,0,0.24965061580965037,0.16643374387310025,40
off,0.05,0.05,25,2,8,0.15354987199459733,0,0.23716808501916783,0.15811205667944522,41
off,0.05,0.05,25,2,9,0.14888842874834693,0,0.22530968076820942,0.15020645384547296,42
off,0.05,0.05,25,2,10,0.1474039448202356,0,0.21404419672979894,0.14269613115319932,43
off,0.05,0.05,25,2,11,0.1389700210386312,0,0.20334198689330898,0.13556132459553935,44
off,0.05,0.05,25,3,0,0.11446490066525261,0,0.19317488754864354,0.12878325836576238,45
off,0.05,0.05,25,3,1,0.11000615783389447,0,0.18351614317121134,0.12234409544747425,46
off,0.05,0.05,25,3,2,0.10583735578533501,0,0.17434033601265078,0.11622689067510053,47
off,0.05,0.05,25,3,3,0.09806452279603949,0,0.16562331921201823,0.1104155461413455,48
off,0.05,0.05,25,3,4,0.09264034021570057,0,0.15734215325141732,0.10489476883427822,49
off,0.05,0.05,25,3,5,0.08595738899183603,0,0.14947504558884644,0.0996500303925643,50
off,0.05,0.05,25,3,6,0.0792856556734309,0,0.14200129330940411,0.09466752887293609,51
off,0.05,0.05,25,3,7,0.08883212620561862,0,0.1349012286439339,0.08993415242928927,52
off,0.05,0.05,25,3,8,0.08700516128048008,0,0.1281561672117372,0.08543744480782481,53
off,0.05,0.05,25,3,9,0.08452850395427979,0,0.12174835885115033,0.08116557256743356,54
off,0.05,0.05,25,3,10,0.08133627123850219,0,0.11566094090859282,0.07710729393906188,55
off,0.05,0.05,25,3,11,0.07337676243502247,0,0.10987789386316317,0.07325192924210878,56
off,0.05,0.05,25,4,0,0.05833929176661116,0,0.104383999170005,0.06958933278000334,57
off,0.05,0.05,25,4,1,0.05391238058652962,0,0.09916479921150474,0.06610986614100317,58
off,0.05,0.05,25,4,2,0.05234176533104117,0,0.0942065592509295,0.06280437283395301,59
off,0.05,0.05,25,4,3,0.04839047549606146,0,0.08949623128838302,0.05966415419225536,60
off,0.05,0.05,25,4,4,0.044797769382265054,0,0.08502141972396386,0.05668094648264259,61
off,0.05,0.05,25,4,5,0.04126590365096526,0,0.08077034873776566,0.05384689915851046,62
off,0.05,0.05,25,4,6,0.03807803244870464,0,0.07673183130087738,0.051154554200584935,63
off,0.05,0.05,25,4,7,0.04093959117393197,0,0.0728952397358335,0.04859682649055569,64
off,0.05,0.05,25,4,8,0.04053737282016949,0,0.06925047774904183,0.0461669851660279,65
off,0.05,0.05,25,4,9,0.03995107221310347,0,0.06578795386158974,0.043858635907726505,66
off,0.05,0.05,25,4,10,0.03912997151579222,0,0.06249855616851025,0.04166570411234018,67
off,0.05,0.05,25,4,11,0.03803260774841005,0,0.05937362836008474,0.03958241890672316,68
off,0.05,0.05,25,5,0,0.030762403571066087,0,0.0564049469420805,0.037603297961387006,69
off,0.05,0.05,25,5,1,0.0291934122213725,0,0.05358469959497647,0.035723133063317654,70
off,0.05,0.05,25,5,2,0.0270353166364332,0,0.050905464615227644,0.03393697641015177,71
off,0.05,0.05,25,5,3,0.024906124229651983,0,0.04836019138446626,0.032240127589644174,72
off,0.05,0.05,25,5,4,0.022846944364010777,0,0.04594218181524295,0.030628121210161965,73
off,0.05,0.05,25,5,5,0.021247754557142416,0,0.0436450727244808,0.029096715149653864,74
off,0.05,0.05,25,5,6,0.019669616409248494,0,0.04146281908825676,0.027641879392171168,75
off,0.05,0.05,25,6,0,0.021372688965675016,0,0.03938967813384392,0.026259785422562607,76
off,0.05,0.05,25,6,1,0.02029699110886618,0,0.037420194227151725,0.024946796151434476,77
off,0.05,0.05,25,6,2,0.019633367567314694,0,0.035549184515794134,0.02369945634386275,78
off,0.05,0.05,25,6,3,0.01830972360085178,0,0.033771725290004426,0.022514483526669613,79
off,0.05,0.05,25,6,4,0.016970198283516234,0,0.0320831390255042,0.021388759350336132,80
off,0.05,0.05,25,6,5,0.01564595971482234,0,0.03047898207422899,0.020319321382819323,81
