cell,tau_guilt,tau_loyalty,agent_id,episode_idx,outcome,rescued,n_memories,e_max,was_encoded,target_switches
G0.7_L0.3,0.7,0.3,0,7,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.3,0.7,0.3,0,8,RESOURCE_TAKEN,0,3,0.1867,0,1
G0.7_L0.3,0.7,0.3,0,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,1,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,1,1,PARTNER_RESCUED,1,3,0.62,1,0
G0.7_L0.3,0.7,0.3,1,2,TIMEOUT,0,4,1.0,1,2
G0.7_L0.3,0.7,0.3,1,3,TIMEOUT,0,4,0.5742,0,1
G0.7_L0.3,0.7,0.3,1,4,TIMEOUT,0,4,0.4717,0,1
G0.7_L0.3,0.7,0.3,1,5,TIMEOUT,0,4,0.4717,0,0
G0.7_L0.3,0.7,0.3,1,6,TIMEOUT,0,4,0.1867,0,0
G0.7_L0.3,0.7,0.3,1,7,RESOURCE_TAKEN,0,4,0.135,0,0
G0.7_L0.3,0.7,0.3,1,8,RESOURCE_TAKEN,0,4,0.135,0,0
G0.7_L0.3,0.7,0.3,1,9,RESOURCE_TAKEN,0,4,0.135,0,0
G0.7_L0.3,0.7,0.3,2,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,2,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.3,0.7,0.3,2,2,TIMEOUT,0,3,0.6708,0,1
G0.7_L0.3,0.7,0.3,2,3,TIMEOUT,0,3,0.4986,0,2
G0.7_L0.3,0.7,0.3,2,4,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.3,0.7,0.3,2,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,2,6,RESOURCE_TAKEN,0,3,0.1867,0,1
G0.7_L0.3,0.7,0.3,2,7,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.3,0.7,0.3,2,8,RESOURCE_TAKEN,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,2,9,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,3,0,TIMEOUT,0,2,1.0,1,1
G0.7_L0.3,0.7,0.3,3,1,TIMEOUT,0,3,0.8497,1,2
G0.7_L0.3,0.7,0.3,3,2,TIMEOUT,0,3,0.5636,0,0
G0.7_L0.3,0.7,0.3,3,3,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.3,0.7,0.3,3,4,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.3,0.7,0.3,3,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,3,6,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,3,7,RESOURCE_TAKEN,0,3,0.0917,0,1
G0.7_L0.3,0.7,0.3,3,8,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.3,0.7,0.3,3,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,4,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,4,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.3,0.7,0.3,4,2,TIMEOUT,0,3,0.656,0,0
G0.7_L0.3,0.7,0.3,4,3,TIMEOUT,0,3,0.4767,0,0
G0.7_L0.3,0.7,0.3,4,4,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.3,0.7,0.3,4,5,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.3,0.7,0.3,4,6,RESOURCE_TAKEN,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,4,7,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,4,8,TIMEOUT,0,3,0.1867,0,2
G0.7_L0.3,0.7,0.3,4,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,5,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,5,1,TIMEOUT,0,3,1.0,1,0
G0.7_L0.3,0.7,0.3,5,2,TIMEOUT,0,3,0.6742,0,0
G0.7_L0.3,0.7,0.3,5,3,TIMEOUT,0,3,0.4841,0,1
G0.7_L0.3,0.7,0.3,5,4,TIMEOUT,0,3,0.4717,0,1
G0.7_L0.3,0.7,0.3,5,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,5,6,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.3,0.7,0.3,5,7,RESOURCE_TAKEN,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,5,8,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,5,9,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.3,0.7,0.3,6,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,6,1,PARTNER_RESCUED,1,3,0.62,1,0
G0.7_L0.3,0.7,0.3,6,2,TIMEOUT,0,4,1.0,1,0
G0.7_L0.3,0.7,0.3,6,3,TIMEOUT,0,4,0.5853,0,2
G0.7_L0.3,0.7,0.3,6,4,RESOURCE_TAKEN,0,4,0.3859,0,0
G0.7_L0.3,0.7,0.3,6,5,TIMEOUT,0,4,0.4717,0,2
G0.7_L0.3,0.7,0.3,6,6,RESOURCE_TAKEN,0,4,0.0567,0,1
G0.7_L0.3,0.7,0.3,6,7,TIMEOUT,0,4,0.1867,0,0
G0.7_L0.3,0.7,0.3,6,8,TIMEOUT,0,4,0.1867,0,1
G0.7_L0.3,0.7,0.3,6,9,RESOURCE_TAKEN,0,4,0.0567,0,0
G0.7_L0.3,0.7,0.3,7,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,7,1,TIMEOUT,0,3,1.0,1,2
G0.7_L0.3,0.7,0.3,7,2,TIMEOUT,0,3,0.6693,0,4
G0.7_L0.3,0.7,0.3,7,3,TIMEOUT,0,3,0.4941,0,2
G0.7_L0.3,0.7,0.3,7,4,TIMEOUT,0,3,0.4717,0,1
G0.7_L0.3,0.7,0.3,7,5,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.3,0.7,0.3,7,6,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.3,0.7,0.3,7,7,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,7,8,RESOURCE_TAKEN,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,7,9,RESOURCE_TAKEN,0,3,0.03,0,1
G0.7_L0.3,0.7,0.3,8,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,8,1,TIMEOUT,0,3,1.0,1,0
G0.7_L0.3,0.7,0.3,8,2,TIMEOUT,0,3,0.6992,0,1
G0.7_L0.3,0.7,0.3,8,3,TIMEOUT,0,3,0.5117,0,0
G0.7_L0.3,0.7,0.3,8,4,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.3,0.7,0.3,8,5,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.3,0.7,0.3,8,6,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.3,0.7,0.3,8,7,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.3,0.7,0.3,8,8,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,8,9,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.3,0.7,0.3,9,0,TIMEOUT,0,2,1.0,1,1
G0.7_L0.3,0.7,0.3,9,1,TIMEOUT,0,3,0.8664,1,0
G0.7_L0.3,0.7,0.3,9,2,TIMEOUT,0,3,0.5804,0,2
G0.7_L0.3,0.7,0.3,9,3,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.3,0.7,0.3,9,4,TIMEOUT,0,3,0.4717,0,1
G0.7_L0.3,0.7,0.3,9,5,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,9,6,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.3,0.7,0.3,9,7,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,9,8,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.3,0.7,0.3,9,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,10,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,10,1,PARTNER_RESCUED,1,3,0.8,1,0
G0.7_L0.3,0.7,0.3,10,2,TIMEOUT,0,4,1.0,1,1
G0.7_L0.3,0.7,0.3,10,3,TIMEOUT,0,4,0.5646,0,3
G0.7_L0.3,0.7,0.3,10,4,TIMEOUT,0,4,0.4717,0,0
G0.7_L0.3,0.7,0.3,10,5,TIMEOUT,0,4,0.4717,0,2
G0.7_L0.3,0.7,0.3,10,6,RESOURCE_TAKEN,0,4,0.135,0,0
G0.7_L0.3,0.7,0.3,10,7,TIMEOUT,0,4,0.1867,0,1
G0.7_L0.3,0.7,0.3,10,8,RESOURCE_TAKEN,0,4,0.0567,0,0
G0.7_L0.3,0.7,0.3,10,9,RESOURCE_TAKEN,0,4,0.0567,0,0
G0.7_L0.3,0.7,0.3,11,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,11,1,PARTNER_DEAD,0,3,0.78,1,1
G0.7_L0.3,0.7,0.3,11,2,TIMEOUT,0,4,1.0,1,1
G0.7_L0.3,0.7,0.3,11,3,TIMEOUT,0,5,1.0,1,1
G0.7_L0.3,0.7,0.3,11,4,TIMEOUT,0,6,1.0,1,1
G0.7_L0.3,0.7,0.3,11,5,TIMEOUT,0,7,0.7157,1,0
G0.7_L0.3,0.7,0.3,11,6,TIMEOUT,0,7,0.5014,0,0
G0.7_L0.3,0.7,0.3,11,7,RESOURCE_TAKEN,0,7,0.2434,0,0
G0.7_L0.3,0.7,0.3,11,8,TIMEOUT,0,7,0.4717,0,2
G0.7_L0.3,0.7,0.3,11,9,RESOURCE_TAKEN,0,7,0.1367,0,0
G0.7_L0.3,0.7,0.3,12,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,12,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.3,0.7,0.3,12,2,TIMEOUT,0,4,0.7116,1,0
G0.7_L0.3,0.7,0.3,12,3,TIMEOUT,0,4,0.4905,0,1
G0.7_L0.3,0.7,0.3,12,4,TIMEOUT,0,4,0.4717,0,1
G0.7_L0.3,0.7,0.3,12,5,TIMEOUT,0,4,0.4717,0,2
G0.7_L0.3,0.7,0.3,12,6,TIMEOUT,0,4,0.1867,0,0
G0.7_L0.3,0.7,0.3,12,7,RESOURCE_TAKEN,0,4,0.0917,0,0
G0.7_L0.3,0.7,0.3,12,8,TIMEOUT,0,4,0.1867,0,0
G0.7_L0.3,0.7,0.3,12,9,TIMEOUT,0,4,0.1867,0,0
G0.7_L0.3,0.7,0.3,13,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,13,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.3,0.7,0.3,13,2,TIMEOUT,0,3,0.6515,0,1
G0.7_L0.3,0.7,0.3,13,3,TIMEOUT,0,3,0.4951,0,0
G0.7_L0.3,0.7,0.3,13,4,TIMEOUT,0,3,0.4717,0,1
G0.7_L0.3,0.7,0.3,13,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,13,6,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.3,0.7,0.3,13,7,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,13,8,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.3,0.7,0.3,13,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,14,0,TIMEOUT,0,2,1.0,1,1
G0.7_L0.3,0.7,0.3,14,1,TIMEOUT,0,3,0.8184,1,1
G0.7_L0.3,0.7,0.3,14,2,TIMEOUT,0,3,0.5794,0,2
G0.7_L0.3,0.7,0.3,14,3,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.3,0.7,0.3,14,4,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.3,0.7,0.3,14,5,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,14,6,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,14,7,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,14,8,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,14,9,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.3,0.7,0.3,15,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,15,1,TIMEOUT,0,3,1.0,1,2
G0.7_L0.3,0.7,0.3,15,2,TIMEOUT,0,3,0.6885,0,3
G0.7_L0.3,0.7,0.3,15,3,TIMEOUT,0,3,0.495,0,0
G0.7_L0.3,0.7,0.3,15,4,RESOURCE_TAKEN,0,3,0.3171,0,0
G0.7_L0.3,0.7,0.3,15,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,15,6,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,15,7,RESOURCE_TAKEN,0,3,0.0017,0,0
G0.7_L0.3,0.7,0.3,15,8,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,15,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,16,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,16,1,TIMEOUT,0,3,1.0,1,0
G0.7_L0.3,0.7,0.3,16,2,TIMEOUT,0,3,0.6915,0,2
G0.7_L0.3,0.7,0.3,16,3,TIMEOUT,0,3,0.5003,0,2
G0.7_L0.3,0.7,0.3,16,4,TIMEOUT,0,3,0.4717,0,1
G0.7_L0.3,0.7,0.3,16,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,16,6,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,16,7,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,16,8,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.3,0.7,0.3,16,9,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.3,0.7,0.3,17,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,17,1,TIMEOUT,0,3,1.0,1,0
G0.7_L0.3,0.7,0.3,17,2,TIMEOUT,0,3,0.6631,0,1
G0.7_L0.3,0.7,0.3,17,3,TIMEOUT,0,3,0.4901,0,1
G0.7_L0.3,0.7,0.3,17,4,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.3,0.7,0.3,17,5,RESOURCE_TAKEN,0,3,0.0567,0,1
G0.7_L0.3,0.7,0.3,17,6,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,17,7,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.3,0.7,0.3,17,8,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,17,9,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.3,0.7,0.3,18,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,18,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.3,0.7,0.3,18,2,TIMEOUT,0,3,0.6801,0,1
G0.7_L0.3,0.7,0.3,18,3,TIMEOUT,0,3,0.4819,0,0
G0.7_L0.3,0.7,0.3,18,4,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.3,0.7,0.3,18,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,18,6,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,18,7,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.3,0.7,0.3,18,8,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,18,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,19,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,19,1,PARTNER_DEAD,0,3,0.96,1,0
G0.7_L0.3,0.7,0.3,19,2,PARTNER_RESCUED,1,4,1.0,1,0
G0.7_L0.3,0.7,0.3,19,3,PARTNER_RESCUED,1,5,0.62,1,0
G0.7_L0.3,0.7,0.3,19,4,PARTNER_RESCUED,1,6,0.7,1,0
G0.7_L0.3,0.7,0.3,19,5,TIMEOUT,0,7,1.0,1,1
G0.7_L0.3,0.7,0.3,19,6,TIMEOUT,0,8,0.8459,1,1
G0.7_L0.3,0.7,0.3,19,7,PARTNER_DEAD,0,8,0.4507,0,0
G0.7_L0.3,0.7,0.3,19,8,TIMEOUT,0,8,0.4717,0,2
G0.7_L0.3,0.7,0.3,19,9,TIMEOUT,0,8,0.4717,0,2
G0.7_L0.3,0.7,0.3,20,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,20,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.3,0.7,0.3,20,2,TIMEOUT,0,3,0.6782,0,2
G0.7_L0.3,0.7,0.3,20,3,TIMEOUT,0,3,0.4808,0,2
G0.7_L0.3,0.7,0.3,20,4,RESOURCE_TAKEN,0,3,0.39,0,0
G0.7_L0.3,0.7,0.3,20,5,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,20,6,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.3,0.7,0.3,20,7,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.3,0.7,0.3,20,8,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,20,9,RESOURCE_TAKEN,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,21,0,TIMEOUT,0,2,1.0,1,1
G0.7_L0.3,0.7,0.3,21,1,TIMEOUT,0,3,0.8477,1,2
G0.7_L0.3,0.7,0.3,21,2,TIMEOUT,0,3,0.5557,0,0
G0.7_L0.3,0.7,0.3,21,3,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.3,0.7,0.3,21,4,RESOURCE_TAKEN,0,3,0.4717,0,0
G0.7_L0.3,0.7,0.3,21,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,21,6,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.3,0.7,0.3,21,7,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.3,0.7,0.3,21,8,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.3,0.7,0.3,21,9,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,22,0,TIMEOUT,0,2,1.0,1,1
G0.7_L0.3,0.7,0.3,22,1,PARTNER_RESCUED,1,3,0.4837,1,0
G0.7_L0.3,0.7,0.3,22,2,TIMEOUT,0,4,1.0,1,1
G0.7_L0.3,0.7,0.3,22,3,TIMEOUT,0,4,0.5009,0,0
G0.7_L0.3,0.7,0.3,22,4,TIMEOUT,0,4,0.4717,0,1
G0.7_L0.3,0.7,0.3,22,5,TIMEOUT,0,4,0.4717,0,0
G0.7_L0.3,0.7,0.3,22,6,RESOURCE_TAKEN,0,4,0.135,0,0
G0.7_L0.3,0.7,0.3,22,7,RESOURCE_TAKEN,0,4,0.1867,0,1
G0.7_L0.3,0.7,0.3,22,8,RESOURCE_TAKEN,0,4,0.0567,0,0
G0.7_L0.3,0.7,0.3,22,9,RESOURCE_TAKEN,0,4,0.1867,0,0
G0.7_L0.3,0.7,0.3,23,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,23,1,TIMEOUT,0,3,1.0,1,0
G0.7_L0.3,0.7,0.3,23,2,TIMEOUT,0,3,0.6696,0,0
G0.7_L0.3,0.7,0.3,23,3,PARTNER_DEAD,0,3,0.3383,0,1
G0.7_L0.3,0.7,0.3,23,4,TIMEOUT,0,3,0.4717,0,1
G0.7_L0.3,0.7,0.3,23,5,TIMEOUT,0,3,0.2317,0,1
G0.7_L0.3,0.7,0.3,23,6,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.3,0.7,0.3,23,7,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.3,0.7,0.3,23,8,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,23,9,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,24,0,TIMEOUT,0,2,1.0,1,1
G0.7_L0.3,0.7,0.3,24,1,TIMEOUT,0,3,0.8403,1,1
G0.7_L0.3,0.7,0.3,24,2,TIMEOUT,0,3,0.5604,0,0
G0.7_L0.3,0.7,0.3,24,3,RESOURCE_TAKEN,0,3,0.4717,0,0
G0.7_L0.3,0.7,0.3,24,4,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.3,0.7,0.3,24,5,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.3,0.7,0.3,24,6,RESOURCE_TAKEN,0,3,0.0017,0,0
G0.7_L0.3,0.7,0.3,24,7,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.3,0.7,0.3,24,8,RESOURCE_TAKEN,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,24,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,25,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,25,1,TIMEOUT,0,3,1.0,1,0
G0.7_L0.3,0.7,0.3,25,2,TIMEOUT,0,3,0.6701,0,1
G0.7_L0.3,0.7,0.3,25,3,TIMEOUT,0,3,0.5096,0,0
G0.7_L0.3,0.7,0.3,25,4,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.3,0.7,0.3,25,5,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,25,6,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.3,0.7,0.3,25,7,TIMEOUT,0,3,0.1867,0,2
G0.7_L0.3,0.7,0.3,25,8,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.3,0.7,0.3,25,9,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.3,0.7,0.3,26,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,26,1,PARTNER_RESCUED,1,3,0.7,1,0
G0.7_L0.3,0.7,0.3,26,2,TIMEOUT,0,4,1.0,1,0
G0.7_L0.3,0.7,0.3,26,3,TIMEOUT,0,4,0.5599,0,2
G0.7_L0.3,0.7,0.3,26,4,TIMEOUT,0,4,0.4717,0,1
G0.7_L0.3,0.7,0.3,26,5,TIMEOUT,0,4,0.4717,0,0
G0.7_L0.3,0.7,0.3,26,6,TIMEOUT,0,4,0.1867,0,0
G0.7_L0.3,0.7,0.3,26,7,TIMEOUT,0,4,0.1867,0,1
G0.7_L0.3,0.7,0.3,26,8,RESOURCE_TAKEN,0,4,0.135,0,0
G0.7_L0.3,0.7,0.3,26,9,RESOURCE_TAKEN,0,4,0.1867,0,0
G0.7_L0.3,0.7,0.3,27,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,27,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.3,0.7,0.3,27,2,TIMEOUT,0,3,0.6698,0,1
G0.7_L0.3,0.7,0.3,27,3,TIMEOUT,0,3,0.4879,0,0
G0.7_L0.3,0.7,0.3,27,4,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.3,0.7,0.3,27,5,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,27,6,RESOURCE_TAKEN,0,3,0.135,0,0
G0.7_L0.3,0.7,0.3,27,7,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,27,8,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.3,0.7,0.3,27,9,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,28,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,28,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.3,0.7,0.3,28,2,TIMEOUT,0,3,0.693,0,0
G0.7_L0.3,0.7,0.3,28,3,TIMEOUT,0,3,0.5114,0,0
G0.7_L0.3,0.7,0.3,28,4,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.3,0.7,0.3,28,5,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.3,0.7,0.3,28,6,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.3,0.7,0.3,28,7,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.3,0.7,0.3,28,8,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,28,9,RESOURCE_TAKEN,0,3,0.0117,0,0
G0.7_L0.3,0.7,0.3,29,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,29,1,TIMEOUT,0,3,1.0,1,0
G0.7_L0.3,0.7,0.3,29,2,TIMEOUT,0,3,0.6483,0,0
G0.7_L0.3,0.7,0.3,29,3,TIMEOUT,0,3,0.5005,0,0
G0.7_L0.3,0.7,0.3,29,4,RESOURCE_TAKEN,0,3,0.4717,0,0
G0.7_L0.3,0.7,0.3,29,5,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,29,6,RESOURCE_TAKEN,0,3,0.0917,0,0
G0.7_L0.3,0.7,0.3,29,7,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.3,0.7,0.3,29,8,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,29,9,RESOURCE_TAKEN,0,3,0.0567,0,1
G0.7_L0.3,0.7,0.3,30,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.7_L0.3,0.7,0.3,30,1,TIMEOUT,0,3,1.0,1,1
G0.7_L0.3,0.7,0.3,30,2,TIMEOUT,0,3,0.6778,0,2
G0.7_L0.3,0.7,0.3,30,3,TIMEOUT,0,3,0.4862,0,0
G0.7_L0.3,0.7,0.3,30,4,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.3,0.7,0.3,30,5,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.3,0.7,0.3,30,6,RESOURCE_TAKEN,0,3,0.0567,0,0
G0.7_L0.3,0.7,0.3,30,7,RESOURCE_TAKEN,0,3,0.03,0,0
G0.7_L0.3,0.7,0.3,30,8,RESOURCE_TAKEN,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,30,9,TIMEOUT,0,3,0.1867,0,1
G0.7_L0.3,0.7,0.3,31,0,TIMEOUT,0,2,1.0,1,1
G0.7_L0.3,0.7,0.3,31,1,TIMEOUT,0,3,0.8519,1,2
G0.7_L0.3,0.7,0.3,31,2,TIMEOUT,0,3,0.5621,0,0
G0.7_L0.3,0.7,0.3,31,3,TIMEOUT,0,3,0.4717,0,0
G0.7_L0.3,0.7,0.3,31,4,TIMEOUT,0,3,0.4717,0,2
G0.7_L0.3,0.7,0.3,31,5,RESOURCE_TAKEN,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,31,6,TIMEOUT,0,3,0.1867,0,0
G0.7_L0.3,0.7,0.3,31,7,RESOURCE_TAKEN,0,3,0.0917,0,0
